Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
Projektseminar,640-522a,Seminar,Bärbel Küster,German,Project seminar
Biocatalysis,CHE722.1,Lecture with Practical Exercises,Karl Gademann,English,CHE 722 Biocatalysis
Lateinische Sprachübungen II,323-003a,Exercise Group,Christian Utzinger,German,Latin Prose Composition II
Proseminararbeit lateinische Literatur,323-005a,Independent Study,Ulrich Eigler,German,"Term Paper (Proseminar, Latin Literature)"
Ba-Seminararbeit lateinische Literatur,323-006a,Independent Study,Fabian Zogg,German,"Term Paper (BA Seminar, Latin Literature)"
Proseminararbeit lateinische Linguistik,323-007a,Independent Study,Florian Sommer,German,"Term Paper (Proseminar, Latin Linguistics)"
Übersetzungskompetenz (Akzess Latein),323-008a,Independent Study,Ulrich Eigler,German,Latin Translation Skills
Vertiefung lateinische Sprachgeschichte (grosser Aufwand),323-501a,Independent Study,Florian Sommer,German,Special Subject in Latin Linguistics (Increased Workload)
Vertiefung lateinische Sprachgeschichte (mittlerer Aufwand),323-502a,Independent Study,Florian Sommer,German,Special Subject in Latin Linguistics (Moderate Workload)
Lektürekompetenz in lateinischer Literatur,323-503a,Independent Study,Ulrich Eigler,German,Reading Skills in Latin Literature
Ma-Seminararbeit lateinische Literatur,323-504a,Independent Study,Fabian Zogg,German,"Term Paper (MA Seminar, Latin Literature)"
Vertiefung lateinische Literaturgeschichte (grosser Aufwand),323-505a,Independent Study,Ulrich Eigler,German,Special Subject in Latin Literary History (Increased Workload)
Vertiefung lateinische Literaturgeschichte (mittlerer Aufwand),323-506a,Independent Study,Ulrich Eigler,German,Special Subject in Latin Literary History (Moderate Workload)
Bachelorarbeit,323-BAa,Student Work,Ulrich Eigler,German,Bachelor's Thesis
Masterarbeit,323-MAa,Student Work,Ulrich Eigler,German,Master's Thesis
Livius (Vorlesung lateinische Literatur),323j001a,Course,Ulrich Eigler,German,Livy (Lecture Latin Literature)
Lateinische Stilübungen III,323j002a,Exercise Group,Christian Utzinger,German,Advanced Latin Prose Composition III
"Ovid, Metamorphosen (Proseminar lateinische Literatur)",323j003a,Seminar,Fabian Zogg,German,"Ovid, Metamorphoses (Proseminar Latin Literature)"
Bachelor's Thesis,CHE301.1,Student Work,Kathrin Fenner,"German, English",CHE 301 Bachelor's Thesis
Bachelor's Thesis,CHE302.1,Student Work,Kathrin Fenner,"German, English",CHE 302 Bachelor's Thesis
Master's Thesis,CHE420.1,Student Work,Kathrin Fenner,"English, German",CHE 420 Master's Thesis
Inorganic Chemistry III: Synthesis and Reactivity of Elements from across the Periodic,TableCHE303.1,Lecture with Practical Exercises,Jason Philip Holland,English,CHE 303 Inorganic Chemistry III: Synthesis and Reactivity of Elements from across
Experimental Coordination Chemistry and Analytics,CHE312.1,Practical Training,Bernhard Spingler,"English, German",CHE 312 Experimental Coordination Chemistry and Analytics
Seminar to the Practical course CHE 312,CHE312.2,Seminar,Bernhard Spingler,"English, German",CHE 312 Experimental Coordination Chemistry and Analytics
Green Chemistry,CHE328.1,Lecture with Practical Exercises,Stanley David Tilley,English,CHE 328 Green Chemistry
Electrochemistry,CHE430.1,Lecture with Practical Exercises,Stanley David Tilley,English,CHE 430 Electrochemistry
Research Design and Methods in (Bio) Inorganic Chemistry,CHE431.1,Lecture with Practical Exercises,Greta R. Patzke,English,CHE 431 Research Design and Methods in (Bio)Inorganic Chemistry
Organic Chemistry III,CHE304.1,Lecture with Practical Exercises,Karl Gademann,English,CHE 304 Organic Chemistry III
Multi-step Organic Syntheses,CHE311.1,Practical Training,Nina Hartrampf,"German, English",CHE 311 Multi-step Organic Syntheses
Physical Organic Chemistry,CHE322.1,Lecture with Practical Exercises,Michal Juricek,English,CHE 322 Physical Organic Chemistry
Physical Chemistry III: Advanced Quantum Mechanics and Statistical Mechanics,CHE305.1,Lecture with Practical Exercises,Peter Hamm,"German, English",CHE 305 Physical Chemistry III: Advanced Quantum Mechanics and Statistical
Practical course in Physical Chemistry II,CHE313.1,Practical Training,Jan Helbing,"English, German",CHE 313 Practical course in Physical Chemistry II
Surface and Interface Science,CHE437.1,Lecture with Practical Exercises,Marcella Mauri-Iannuzzi,English,CHE 437 Surface and Interface Science
Chemical Biology,CHE434.1,Lecture with Practical Exercises,Pablo Marcelo Rivera Fuentes,English,CHE 434 Chemical Biology
Medicinal Chemistry,CHE435.1,Lecture with Practical Exercises,Jason Philip Holland,English,CHE 435 Medicinal Chemistry
Complex Molecule Assembly,CHE436.1,Lecture with Practical Exercises,Karl Gademann,English,CHE 436 Complex Molecule Assembly
Flow Chemistry,CHE714.1,Lecture with Practical Exercises,Nina Hartrampf,English,CHE 714 Flow Chemistry
Perspectives in Forensic Sciences,CHE717.1,Lecture with Practical Exercises,Thomas Krämer,German,CHE 717 Perspectives in Forensic Sciences
Grundlagen der lateinischen Linguistik,323j004a,Seminar,Florian Sommer,German,Basic Latin Linguistics
Lukrez (Seminar lateinische Literatur),323j005a,Seminar,Ulrich Eigler,German,Lucretius (Seminar Latin Literature)
"Livius, Buch 1 (Lateinische kursorische Lektüre)",323j006a,Exercise Group,Michael Wittweiler,German,"Livy, Book 1 (Latin Reading Class)"
Grundkurs lateinische Sprachkompetenz,323j007a,Exercise Group,Raphael Sebastian Schwitter,German,Language Class: Consolidation of Latin Grammar
Vertiefung lateinische Lektürekompetenz (grosser Aufwand),323j008a,Independent Study,Ulrich Eigler,German,Improvement of Latin Reading Skills (Increased Workload)
Vertiefung lateinische Lektürekompetenz (mittlerer Aufwand),323j009a,Independent Study,Ulrich Eigler,German,Improvement of Latin Reading Skills (Moderate Workload)
Grosse schriftliche Arbeit lateinische Literatur,323j010a,Independent Study,Ulrich Eigler,German,"Term Paper (Long, Latin Literature)"
Kleine schriftliche Arbeit lateinische Literatur,323j011a,Independent Study,Ulrich Eigler,German,"Term Paper (Short, Latin Literature)"
Grosse schriftliche Arbeit lateinische Linguistik,323j013a,Independent Study,Florian Sommer,German,"Term Paper (Long, Latin Linguistics)"
Qualifikationsarbeit ohne Veranstaltung bei Prof. Dr. Yves Karlen,222QAOVK,Seminar,Yves Karlen,German,Qualifikationsarbeit ohne Veranstaltung bei Prof. Dr. Yves Karlen
Fachdidaktik Wirtschaft und Recht III: Lehr- und Lernformen,090WiRe3,Lecture with Practical Exercises,Nicole Tan-Hess,German,Subject Didactics Economy and Law III
Fachdidaktik Wirtschaft und Recht III: Lehr- und Lernformen,090WiRe3,Lecture with Practical Exercises,Thomas Limacher,German,Subject Didactics Economy and Law III
Fachdidaktik Wirtschaft und Recht III: Lehr- und Lernformen,090WiRe3,Lecture with Practical Exercises,Christoph Peter Tschaggelar,German,Subject Didactics Economy and Law III
Handlungsfelder inklusiver Pädagogik im Kontext ausserschulischer Pädagogik,226-530a,Seminar,Franziska Felder,German,Professional Fields of Inclusive Education within the Context of extracurricular
"""Humans, Aliens, Autism"" – Zur Geschichte und Gegenwart von ""Autismus- Spektrum-",226j543a,Seminar,Jona Tomke Garz,German,"""Humans, Aliens, Autism"" – Past and Present of ""Autism-Spectrum-Disorders"""
Theory and Application of Liquid- &amp; Gas Chromatography,CHE721.1,Lecture with Practical Exercises,Laurent Bigler,"English, German",CHE 721 Theory and Application of Liquid- &amp; Gas Chromatography
Environmentally Safe Chemicals,CHE711.1,Lecture with Practical Exercises,Kathrin Fenner,English,CHE 711 Environmentally Safe Chemicals
Methods of liquid and solid state NMR in organometallic chemistry,CHE713.1,Lecture with Practical Exercises,Thomas Fox,"English, German",CHE 713 Methods of Liquid and Solid State NMR in Organometallic Chemistry
Data Analytics in Chemistry,CHE715.1,Lecture with Practical Exercises,Alexandria Deliz Liang,English,CHE 715 Data Analytics in Chemistry
Practical workshop course for chemistry students,CHE724.1,Practical Training,Hanspeter Stalder,German,CHE 724 Practical workshop course for chemistry students
Materials Microanalysis,CHE743.1,Lecture with Practical Exercises,Davide Bleiner,English,CHE 743 Materials Microanalysis
Grundlagen der Kommunikation,ZKOMM1.1,Course,Rengin Attin,German,Professional Interaction with Patients
Seminar strukturierte Gesprächsführung mit Patienten,ZKOMM1.1,Seminar,Rengin Attin,German,Professional Interaction with Patients
Lateinische Sprache im Mittelalter,324-503a,Language Course,Alexander Christian Häberlin,German,Latin Language in the Middle Ages
Lateinische Literatur im Spätmittelalter (Vorlesung Mittellatein),324j501a,Course,Carmen Cardelle,German,Latin Literature in the Late Middle Ages (Lecture Medieval Latin)
Grosse schriftliche Arbeit Mittellatein,324j506a,Independent Study,Carmen Cardelle,German,"Term Paper (Long, Medieval Latin)"
Kleine schriftliche Arbeit Mittellatein,324j507a,Independent Study,Carmen Cardelle,German,"Term Paper (Short, Medieval Latin)"
Paläographie II: von der Karolingerzeit bis zum Humanismus,324j509a,Exercise Group,Christoph Uiting,German,Paleography II: From the Carolingian Era to Humanism
"Meister Eckhart, lateinische Werke (Mittellateinische Lektüre)",324j510a,Exercise Group,Philipp Roelli,German,"Meister Eckhart, Latin Works (Medieval Latin Reading Class)"
Kleinstformen der Literatur,324j511a,Exercise Group,Carmen Cardelle,German,Simple Forms of Literature
Lesen und Vorlesen: literarische Zeugnisse (Seminar Mittellatein),324j512a,Seminar,Carmen Cardelle,German,"Reading Alone, Reading Aloud: Literary Scenes (Seminar Medieval Latin)"
Prevention of noncommunicable diseases - digital applications,BME367,Block Course,Georg Bauer,English,BME 367 Prevention of noncommunicable diseases - digital applications
Historische Sprachstufen: Einführung ins Althochdeutsche,360-305a,Seminar,Mirjam Marti Heinzle,German,Historical languages: Introduction to Old High German
Alterslyrik. Formen literarischer Ich- Inszenierung in der Vormoderne,360-509a,Seminar,Coralie Rippl-Uhlenhut,German,Literary Forms
Kunst in der Literatur,360-510a,Seminar,Mireille Schnyder,German,Cultural Dimensions
"Witwen, Turteltauben. Weibliche Rollenmodelle und ihre literarische Wirkungsmacht",360-511a,Colloquium,Coralie Rippl-Uhlenhut,German,Alterity in Pre-Modernity
Forschungskolloquium Ältere deutsche Literaturwissenschaft,360-512a,Colloquium,Christian Kiening,German,Historical Mediality
Übung Niederländisch 3,360-520a,Exercise Group,Patrick Lennart Willebrord Schetters,Dutch,Advanced Dutch
Der Literaturbetrieb: Felder - Institutionen - Formate,360-531a,Seminar,Daniel Müller Nielaba,German,Teaching Literature
Educational Governance und Schulentwicklung,226j523a,Seminar,Katharina Maag Merki,German,Educational Governance and school improvement
"Thematische Lektüre Schule, Unterricht und Didaktik",226j527a,Independent Study,N/A,German,"Subject-Specific Reading School, Instruction and Didactics"
"Thematische Lektüre in Gruppen Schule, Unterricht und Didaktik",226j526a,Independent Study,N/A,German,"Subject-Specific Reading in Groups School, Instruction, and Didactics"
"Thematische schriftliche Arbeit Schule, Unterricht und Didaktik",226j528a,Independent Study,N/A,German,"Subject-Specific Paper School, Instruction, and Didactics"
"Paradigmen, Diskurse und Netzwerke in der Neuskandinavistik 1900-2023",360-601a,Seminar,Klaus Müller-Wille,German,Cultural analytics in Scandinavian Studies
"Paradigmen, Diskurse und Netzwerke in der Altskandinavistik 1900-2023",360-601a,Seminar,Lena Rohrbach,German,Cultural analytics in Scandinavian Studies
Psychoanalyse: Theorie - Kultur - Methode,360j120a,Course,Frauke Ilse Dora Berndt,German,Psychoanalysis: Theory - Culture - Methods
Queere Schweiz,360j123a,Colloquium,Alexandra Nina Lüthi,German,Queer Switzerland
Tutorat durchführen bei Niederländisch 1,360j124a,Tutorial,Patrick Lennart Willebrord Schetters,German,Conduct tutorial for Niederländisch 1
Mediendidaktik für den Fremdsprachenunterricht,090MFU,Lecture with Practical Exercises,N/A,German,Educational technology in foreign language teaching
Fachdidaktik Russisch II,090Rus2,Lecture with Practical Exercises,Rahel Gastberger,German,Subject Didactics Russian II
Zomercursus,360j125a,Block Course,Patrick Lennart Willebrord Schetters,German,Summer School
Fachdidaktik Deutsch III: Didaktik der Literaturgeschichte,090Wa3,Seminar,Philippe Wampfler,German,Subject Didactics German III
"Luftschlösser, Sandburgen und Buchstabenwelten",360j126a,Colloquium,Mireille Schnyder,German,"Castles in the air, sand castles and worlds of letters"
Fachdidaktik Deutsch III: Schreiben im Deutschunterricht,090Bal3,Lecture with Practical Exercises,Susanne Balmer,German,Subject Didactics German III
Fachdidaktik Deutsch I,090DHof1,Lecture with Practical Exercises,Stefan Hofer,German,Subject Didactics German I
Fachdidaktik Deutsch I,090Bal1,Lecture with Practical Exercises,Susanne Balmer,German,Subject Didactics German I
Fachdidaktik Englisch I,090Ma,Lecture with Practical Exercises,Nomsa Frances Mabona,English,Subject Didactics English I
Fachdidaktik Englisch I,090Ze1,Lecture with Practical Exercises,Franziska Zeller,English,Subject Didactics English I
Fachdidaktik Englisch II,090Mo2,Lecture with Practical Exercises,Martin Moling,English,Subject Didactics English II
Fachdidaktik Englisch III: (YA) Literature in the 21st Century Classroom,090Ze3,Course,Franziska Zeller,English,Subject Didactics English III
"Thematische Lektüre Bildung, Kultur und Politik",226j514a,Independent Study,N/A,German,"Subject-Specific Reading Education, Culture, and Politics"
"Thematische Lektüre in Gruppen Bildung, Kultur und Politik",226j515a,Independent Study,N/A,German,"Subject-Specific Reading in Groups Education, Culture, and Politics"
"Thematische schriftliche Arbeit Bildung, Kultur und Politik",226j516a,Independent Study,N/A,German,"Subject-Specific Paper Education, Culture, and Politics"
Thematische Lektüre Bildung und Arbeitswelt,226j508a,Independent Study,N/A,German,Subject-Specific Reading Education and Working Environment
Thematische Lektüre in Gruppen Bildung und Arbeitswelt,226j509a,Independent Study,N/A,German,Subject-Specific Reading in Groups Education and Working Environment
Thematische schriftliche Arbeit Bildung und Arbeitswelt,226j510a,Independent Study,N/A,German,Subject-Specific Paper Education and Working Environment
Thematische Lektüre Sozialpädagogik und Sozialisation,226j532a,Independent Study,N/A,German,Subject-Specific Reading Social Pedagogy and Socialization
Thematische Lektüre in Gruppen Sozialpädagogik und Sozialisation,226j531a,Independent Study,N/A,German,Subject-Specific Reading in Groups Social Pedagogy and Socialization
Thematische schriftliche Arbeit Sozialpädagogik und Sozialisation,226j533a,Independent Study,N/A,German,Subject-Specific Paper Social Pedagogy and Socialization
Erwerbsbiografie und Doing Transitions,226j505a,Seminar,Katrin Kraus,German,Employment Biography and Doing Transitions
Förderung überfachlicher Kompetenzen in der Berufsbildung,226j507a,Seminar,Lena Susanne Freidorfer-Kabashi,German,Promotion of interdisciplinary competencies in Vocational Education and Training
Jugendkultur - Subkultur - Szenen: Formen der Vergemeinschaftung junger Erwachsener,226j530a,Seminar,Selin Kilic,German,Youth Culture - Subculture - Scenes: Forms of Communitization of Young Adults
21st Century Skills? Einschätzung und Förderung personaler und sozialer Kompetenzen in,Kindergarten226j524a,Seminar,Miriam Compagnoni,German,21st Century Skills? Assessment and teaching of social and personal competences in
"Quantitative Methoden: Schwerpunkt Sekundäranalyse, Gruppe A",226-022a,Lecture with Practical Exercises,Markus Roos,German,Quantitative Methods: Emphasis on Secondary Analyses
"Quantitative Methoden: Schwerpunkt Sekundäranalyse, Gruppe B",226-022b,Lecture with Practical Exercises,Markus Roos,German,Quantitative Methods: Emphasis on Secondary Analyses
"Quantitative Methoden: Schwerpunkt Sekundäranalysen, Gruppe C",226-022c,Lecture with Practical Exercises,Fabio Franco Gaspare Sticca,German,Quantitative Methods: Emphasis on Secondary Analyses
Academic English C1 (Part1),-E-Ac1,Language Course,Rupert Taylor,English,Academic English C1 (Part1)
Academic English foundation for UZH - B1,_E_AEF,Language Course,Rupert Taylor,English,Academic English foundation for UZH - B1
Advanced English for academic purposes C1-C2,_E_AdvE,Language Course,Rupert Taylor,English,Advanced English for academic purposes C1-C2
Advanced English for academic purposes C1-C2,_E_AdvE,Language Course,Rupert Taylor,English,Advanced English for academic purposes C1-C2
Grammar consolidation and progress B1- B2.1 (English),_E_GrCPB,Language Course,Rupert Taylor,English,Grammar consolidation and progress B1- B2.1 (English)
Advanced pronunciation and speaking,_E_PrAdv,Language Course,Rupert Taylor,English,Advanced pronunciation and speaking (semester weeks 1-7) (English)
Pronunciation and speaking basics (semester weeks 8-14) (English),_E_PrBa2,Language Course,Rupert Taylor,English,Pronunciation and speaking basics (semester weeks 8-14) (English)
Writing and speaking B2-C1 (English),_E_WrSBC,Language Course,Rupert Taylor,English,Writing and speaking B2-C1 (English)
Writing your master's thesis: Natural science and engineering C1-C2 (English),_E_WMNat,Language Course,Rupert Taylor,English,Writing your master's thesis: Natural science and engineering C1-C2 (English)
TOEFL test preparation B2-C2 (semester weeks 1-7) (English),_E_TOEF1,Language Course,Paschal Maher,English,TOEFL test preparation B2-C2 (semester weeks 1-7) (English)
TOEFL test preparation B2-C2 (semester weeks 8-14)(English),_E_TOEF2,Language Course,Paschal Maher,English,TOEFL test preparation B2-C2 (semester weeks 8-14) (English)
English for work B2-C1,_E_ZWork,Language Course,Paschal Maher,English,English for work B2-C1
Legal English: Writing and speaking B2- C2,_E_LawWS,Language Course,Paschal Maher,English,Legal English: Writing and speaking B2- C2
English for Law: Language practice in a Swiss and international context B2-C2,_E_LawSI,Language Course,Paschal Maher,English,English for Law: Language practice in a Swiss and international context B2-C2
Applying for jobs in English B2-C2 (semester weeks 1-7),_E_AJE1,Language Course,Michelle Norgate,English,Applying for jobs in English B2-C2 (semester weeks 1-7)
Projektarbeiten Biologie,BIO500,Practical Training,N/A,German,BIO 500 Research Projects in Biology
Integrated knowledge in Biology,BIO520,Examination,N/A,English,BIO 520 Integrated knowledge in Biology
Evolutionäre Anthropologie,BIO133.1,Lecture with Practical Exercises,Michael Krützen,"German, English",BIO 133 Anthropology
Evolutionäre Anthropologie (Praktikum: Gruppe A),BIO133.2,Practical Training,Michael Krützen,German,BIO 133 Anthropology
Evolutionäre Anthropologie (Praktikum: Gruppe B),BIO133.2,Practical Training,Michael Krützen,German,BIO 133 Anthropology
Videos in the classroom: How to use and design them to support learning?,222Vic,Seminar,Juliette Clémentine Marguerite Desiron,English,Videos in the classroom: How to use and design them to support learning?
Ornithology,BIO335,Course,Gilberto Pasinelli,German,BIO 335 Ornitholgoy
Basic Quantitative Methods,BIO377,Course,Frank Pennekamp,English,BIO 377 Basic Quantitative Methods
Sociobiology in Animals,BIO387,Block Course,Marta Manser,English,BIO 387 Sociobiology in Animals
The Political Economy of Elections,615-001a,Seminar,Luis Cornago Bonal,English,Comparative and International Political Economy (Seminar)
Medical Immunology,BIO430,Block Course,Burkhard Becher,English,BIO 430 Immunology
Pre-sessional (January): Academic English B2-C1,_E_PSAE,Language Course,Paschal Maher,English,Pre-sessional: Academic English
Pre-sessional (September): Academic English B2-C1,_E_PSAE,Language Course,Paschal Maher,English,Pre-sessional: Academic English
Praxisorientierte Semesterarbeit,640-517a,Independent Study,Carola Jäggi,German,Practice-Oriented Term Paper
Exkursionen zur Einführung in das Studium der Archäologien,682-001a,Field Trip,Lotti Frascoli Gagliani,German,Introduction to the study of Archaeologies
Tutorat zur Einführung in das Studium der Archäologien,682-001a,Tutorial,Lotti Frascoli Gagliani,German,Introduction to the study of Archaeologies
Einführung in das Studium der Archäologien,682-001a,Lecture with Practical Exercises,Lotti Frascoli Gagliani,German,Introduction to the study of Archaeologies
Gesellschaftsreformen in modernen Demokratien,615-001a,Seminar,Klaus Armingeon,German,Comparative and International Political Economy (Seminar)
Critical Security Policy,615-003a,Seminar,Natalia Umansky Casapa,English,Conflict and Security (Seminar)
Der Syrienkonflikt: Konfliktanalyse,615-003a,Seminar,Manuela Spindler,German,Conflict and Security (Seminar)
International and Civil Wars,615-003a,Seminar,Maria Belen Gonzalez,English,Conflict and Security (Seminar)
Philosophie der Antike und des Mittelalters (Meylan),160-010a,Other,Anne Meylan,German,Ancient and medieval philosophy
Philosophie der Antike und des Mittelalters (Saporiti),160-010a,Other,Katia Saporiti,German,Ancient and medieval philosophy
Philosophie der Antike und des Mittelalters (Weiner),160-010a,Other,Sebastian Florian Weiner,German,Ancient and medieval philosophy
Philosophie der Antike und des Mittelalters (Reichling),160-010a,Other,Philipp Reichling,German,Ancient and medieval philosophy
Philosophie der Neuzeit (Schaber),160-011a,Other,Peter Schaber,German,Modern philosophy
Philosophie der Neuzeit (Meylan),160-011a,Other,Anne Meylan,German,Modern philosophy
Philosophie der Neuzeit (Saporiti),160-011a,Other,Katia Saporiti,German,Modern philosophy
Philosophie der Neuzeit (Schütz),160-011a,Other,Thierry Daniel Schütz,German,Modern philosophy
Philosophie der Neuzeit (Kim),160-011a,Other,Hwa Young Kim,German,Modern philosophy
Philosophie des 19. und 20. Jahrhunderts (Meylan),160-012a,Other,Anne Meylan,German,Philosophy of the 19th and 20th century
Philosophie des 19. und 20. Jahrhunderts (Saporiti),160-012a,Other,Katia Saporiti,German,Philosophy of the 19th and 20th century
Philosophie des 19. und 20. Jahrhunderts (Knowles),160-012a,Other,Adam Jeffrey Knowles,German,Philosophy of the 19th and 20th century
Angewandte Ethik (Schaber),160-013a,Other,Peter Schaber,German,Applied ethics
Allgemeine Ethik (Schaber),160-014a,Other,Peter Schaber,German,Normative ethics
Allgemeine Ethik (Knowles),160-014a,Other,Adam Jeffrey Knowles,German,Normative ethics
Politische Philosophie (Cheneval),160-015a,Other,Francis Cheneval,German,Political philosophy
Politische Philosophie (Amighetti),160-015a,Other,Sara Amighetti,German,Political philosophy
Politische Philosophie (Knowles),160-015a,Other,Adam Jeffrey Knowles,German,Political philosophy
Politische Philosophie (Bieber),160-015a,Other,Friedemann Rudolf Herbert Bieber,German,Political philosophy
Politische Philosophie (Kim),160-015a,Other,Hwa Young Kim,German,Political philosophy
Politische Philosophie (Page),160-015a,Other,Jennifer Marie Page,German,Political philosophy
Metaphysik (Meylan),160-016a,Other,Anne Meylan,German,Metaphysics
Metaphysik (Saporiti),160-016a,Other,Katia Saporiti,German,Metaphysics
Metaphysik (Dolby),160-016a,Other,David Dolby,German,Metaphysics
Metaphysik (Rathgeb),160-016a,Other,Nicole Corinne Dolby-Rathgeb,German,Metaphysics
Metaphysik (Reuter),160-016a,Other,Kevin Reuter,German,Metaphysics
Erkenntnistheorie (Meylan),160-017a,Other,Anne Meylan,German,Epistemology
Erkenntnistheorie (Saporiti),160-017a,Other,Katia Saporiti,German,Epistemology
Erkenntnistheorie (Filippi),160-017a,Other,Piera Filippi,German,Epistemology
Erkenntnistheorie (Reuter),160-017a,Other,Kevin Reuter,German,Epistemology
Erkenntnistheorie (Rathgeb),160-017a,Other,Nicole Corinne Dolby-Rathgeb,German,Epistemology
Erkenntnistheorie (Dolby),160-017a,Other,David Dolby,German,Epistemology
Erkenntnistheorie (Doguoglu),160-017a,Other,Ulvi Doguoglu,German,Epistemology
Sprachphilosophie (Meylan),160-018a,Other,Anne Meylan,German,Philosophy of language
Sprachphilosophie (Saporiti),160-018a,Other,Katia Saporiti,German,Philosophy of language
Sprachphilosophie (Reuter),160-018a,Other,Kevin Reuter,German,Philosophy of language
Cambridge C1 Advanced test preparation B2.2-C1 (English),_E_C1AE,Language Course,Michelle Norgate,English,Cambridge C1 Advanced test preparation B2.2-C1 (English)
Writing and speaking B2-C1 (English),_E_WrSBC,Language Course,Michelle Norgate,English,Writing and speaking B2-C1 (English)
Advanced writing workshop C1-C2 (7 sessions) (English),_E_AWrW,Language Course,Kimberly Lewis,English,Advanced writing workshop C1-C2 (semester weeks 1-7) (English)
Advanced academic writing C1-C2 (English),_E_AdvWr,Language Course,Kimberly Lewis,English,Advanced academic writing C1-C2 (English)
Advanced academic writing C1-C2 (English),_E_AdvWr,Language Course,Kimberly Lewis,English,Advanced academic writing C1-C2 (English)
Advanced discussions and vocabulary extension C1-C2 (English),_E_ZAdDC,Language Course,Kimberly Lewis,English,Advanced discussions and vocabulary extension C1-C2 (English)
Doctoral and research writing C1-C2 (English),_E_ZWdr,Language Course,Kimberly Lewis,English,Doctoral and research writing C1-C2 (English)
Writing research papers for publication: Natural science and engineering C1-C2 (English),_E_ZWpNa,Language Course,Kimberly Lewis,English,Writing research papers for publication: Natural science and engineering C1-C2
Advanced English for academic purposes C1-C2,_E_AdvE,Language Course,Davide Camorani,English,Advanced English for academic purposes C1-C2
Advanced English for academic purposes C1-C2,_E_AdvE,Language Course,Davide Camorani,English,Advanced English for academic purposes C1-C2
Writing and speaking B2-C1 (English),_E_WrSBC,Language Course,Davide Camorani,English,Writing and speaking B2-C1 (English)
Writing your master's thesis C1-C2 (English),_E_WM,Language Course,Davide Camorani,English,Writing your master's thesis C1-C2 (English)
TOEFL test preparation B2-C2 (semester weeks 1-7) (English),_E_TOEF1,Language Course,N/A,English,TOEFL test preparation B2-C2 (semester weeks 1-7) (English)
IELTS test preparation C1-C2 (semester weeks 8-14) (English),_E_IELT2,Language Course,Davide Camorani,English,IELTS test preparation B2-C2 (semester weeks 8-14) (English)
Academic writing for UZH B2 (English),_E_AcWrB,Language Course,Davide Camorani,English,Academic writing for UZH B2 (English)
Presentation skills B2.2-C1 (semester weeks 1-7)(English),_E_PS1,Language Course,Davide Camorani,English,Presentation skills B2.2-C1 (semester weeks 1-7)(English)
Cambridge C2 Proficiency test preparation for UZH C1-C2 (English),_E_C2PEU,Language Course,Paschal Maher,English,Cambridge C2 Proficiency test preparation for UZH C1-C2 (English)
Sprachphilosophie (Dolby),160-018a,Other,David Dolby,German,Philosophy of language
Zentrale Themen und Werke der Philosophie (Meylan),160-504a,Independent Study,Anne Meylan,German,Central philosophical topics and works
Zentrale Themen und Werke der Philosophie (Saporiti),160-504a,Independent Study,Katia Saporiti,German,Central philosophical topics and works
Zentrale Themen und Werke der Philosophie (Cheneval),160-504a,Independent Study,Francis Cheneval,German,Central philosophical topics and works
Zentrale Themen und Werke der Philosophie (Löschke),160-504a,Independent Study,Jörg Löschke,German,Central philosophical topics and works
Zentrale Themen und Werke der Philosophie (Schaber),160-504a,Independent Study,Peter Schaber,German,Central philosophical topics and works
Zentrale Themen und Werke der Philosophie (Baer),160-504a,Independent Study,Josette Baer Hill,German,Central philosophical topics and works
Zentrale Themen und Werke der Philosophie (Berthold),160-504a,Independent Study,Jürg Berthold,German,Central philosophical topics and works
Zentrale Themen und Werke der Philosophie (Weiner),160-504a,Independent Study,Sebastian Florian Weiner,German,Central philosophical topics and works
Zentrale Themen und Werke der Philosophie (Reuter),160-504a,Independent Study,Kevin Reuter,German,Central philosophical topics and works
Philosophie der Antike und des Mittelalters (Vertiefung) (Meylan),160-505a,Other,Anne Meylan,German,Ancient and medieval philosophy (advanced)
Philosophie der Antike und des Mittelalters (Vertiefung) (Saporiti),160-505a,Other,Katia Saporiti,German,Ancient and medieval philosophy (advanced)
Philosophie der Neuzeit (Vertiefung) (Meylan),160-506a,Other,Anne Meylan,German,Modern philosophy (advanced)
Philosophie der Neuzeit (Vertiefung) (Saporiti),160-506a,Other,Katia Saporiti,German,Modern philosophy (advanced)
Philosophie der Neuzeit (Vertiefung) (Schaber),160-506a,Other,Peter Schaber,German,Modern philosophy (advanced)
Zellbiologie Vorlesung,BIO112.1,Lecture with Practical Exercises,Damian Brunner,German,BIO 112 Cell Biology
Form und Funktion der Pflanzen (Praktikum: Gruppe B),BIO131.2,Practical Training,Beat Keller,German,BIO 131 Form and Function of Plants
Form und Funktion der Pflanzen (Praktikum: Gruppe A),BIO131.2,Practical Training,Beat Keller,German,BIO 131 Form and Function of Plants
Introduction to flow cytometry (FACS),BIO627,Other,Markus Manz,German,Introduction to flow cytometry (FACS)
Molekulare und klassische Genetik (Vorlesung),BIO111.1,Lecture with Practical Exercises,Konrad Basler,German,BIO 111 Molecular and Classical Genetics
Molekulare und klassische Genetik (Praktikum: Gruppe A),BIO111.2,Practical Training,Konrad Basler,German,BIO 111 Molecular and Classical Genetics
Molekulare und klassische Genetik (Praktikum: Gruppe B),BIO111.2,Practical Training,Konrad Basler,German,BIO 111 Molecular and Classical Genetics
