Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
Molekulare und klassische Genetik (Praktikum: Gruppe C),BIO111.2,Practical Training,Konrad Basler,German,BIO 111 Molecular and Classical Genetics
Masterarbeit,MEBMAAR,Student Work,N/A,German,Master Thesis
Masterprüfung,MEBMAPR,Examination,N/A,German,Master Exam
Form und Funktion der Pflanzen (Vorlesung),BIO131.1,Lecture with Practical Exercises,Beat Keller,German,BIO 131 Form and Function of Plants
Programming in Biology (Gruppe A),BIO134,Lecture with Practical Exercises,Christian von Mering,English,BIO 134 Programming in Biology
Programming in Biology (Gruppe B),BIO134,Lecture with Practical Exercises,Christian von Mering,English,BIO 134 Programming in Biology
Molekulare und klassische Genetik (Praktikum: Gruppe D),BIO111.2,Practical Training,Konrad Basler,German,BIO 111 Molecular and Classical Genetics
Biology 1 and 2,BIO116.1,PHZH SEK I Module,Lubor Borsig,German,"BIO 116 Biology 1 and 2 (NT.S470,NT.S480 and NT.S490)"
Exercises in biology 2,BIO116.2,PHZH SEK I Module,Christoph Ringli,German,"BIO 116 Biology 1 and 2 (NT.S470,NT.S480 and NT.S490)"
Human evolution,BIO115,Course,Michael Krützen,English,BIO 115 Human evolution
"Praktikum Mikrobiologie, Immunologie, Virologie",BIO138,Practical Training,Leo Eberl,"German, English","BIO 138 Practical in microbiology, immunology, virology"
"Molecular Biology, Microbiology (Lecture)",BIO132.1,Lecture with Practical Exercises,Leo Eberl,German,"BIO 132 Microbiology, Immunology, Virology"
Evolution and Biodiversity I,BIO113.1,Lecture with Practical Exercises,Lukas Keller,German,BIO 113 Evolution
Evolution and Biodiversity I (Practical Course),BIO113.2,Practical Training,Marcelo R. Sanchez,German,BIO 113 Evolution
Evolution and Biodiversity I (Practical Course),BIO113.2,Practical Training,Marcelo R. Sanchez,German,BIO 113 Evolution
Journal Club in Anthropology,BIO553,Seminar,Michael Krützen,English,BIO 553 Journal Club in Anthropology
Topics in Evolutionary Biology,BIO554,Course,Anton Weingrill,German,BIO 554 Topics in Evolutionary Biology
Philosophie der Neuzeit (Vertiefung) (Wörner),160-506a,Other,David Wörner,German,Modern philosophy (advanced)
Basiswissen Prähistorische Archäologie,682-002a,Seminar,Rouven Turck,German,Basics in Prehistoric Archaeology
Quellenkunde der griechischen Archäologie,682-007a,Seminar,Sophie Kathrin Preiswerk,German,Sources of Greek Archaeology
"Wagen, Wein und Gold: zum Phänomen ""Zentralort"" im 1. Jt. BCE",682-010a,Seminar,Philippe Della Casa,German,Cultural-historical contexts in Prehistoric Archaeology
"Stadt, Land, Fluss. Pergamon und die Wiederentdeckung einer kleinasiatischen Metropole",682-011a,Seminar,Johannes Eber,German,Cultural-historical contexts in Greek Archaeology
Bestimmungsübung Klassische Archäologie,682-013a,Exercise Group,Sabrina Fusetti,German,Object determination in Classical Archaeology
Bachelorprüfung Archäologien PA,682-015a,Independent Study,Philippe Della Casa,German,Bachelor's examination
Bachelorprüfung Archäologien KA,682-015a,Independent Study,Corinna Simone Reinhardt,German,Bachelor's examination
Bachelorprüfung Archäologien MA,682-015a,Independent Study,Carola Jäggi,German,Bachelor's examination
Ringvorlesung Archäologische Kulturwissenschaften,682-506a,Course,Philippe Della Casa,German,Lecture series
Masterprüfung Archäologische Kulturwissenschaften: Klassische Archäologie,682-508a,Independent Study,Corinna Simone Reinhardt,German,Master's examination Archaeological Culture Studies
Masterprüfung Archäologische Kulturwissenschaften: Mittelalterarchäologie,682-508a,Independent Study,Carola Jäggi,German,Master's examination Archaeological Culture Studies
In anaginne uuas uuort. Von Wörtern und ihrer Herkunft,360j310a,Exercise Group,Mirjam Marti Heinzle,German,In anaginne uuas uuort. On words and their origin.
Forschungskolloquium Neuere deutsche Literatur,360j540a,Colloquium,Frauke Ilse Dora Berndt,German,Research Colloquium for Modern German Literature
Angemessenheit und Richtigkeit - Norm (en) im Sprachgebrauch,360j130,Colloquium,Hansjakob Schneider,German,Appropriateness and correctness - norm (s) in language use
Philosophie des 19. und 20. Jahrhunderts (Vertiefung) (Saporiti),160-507a,Other,Katia Saporiti,German,Philosophy of the 19th and 20th century (advanced)
Philosophie des 19. und 20. Jahrhunderts (Vertiefung) (Meylan),160-507a,Other,Anne Meylan,German,Philosophy of the 19th and 20th century (advanced)
Allgemeine Ethik (Vertiefung) (Schaber),160-508a,Other,Peter Schaber,German,Normative ethics (advanced)
Allgemeine Ethik (Vertiefung) (Bieber),160-508a,Other,Friedemann Rudolf Herbert Bieber,German,Normative ethics (advanced)
Angewandte Ethik (Vertiefung) (Schaber),160-509a,Other,Peter Schaber,German,Applied ethics (advanced)
Politische Philosophie (Vertiefung) (Cheneval),160-510a,Other,Francis Cheneval,German,Political philosophy (advanced)
Politische Philosophie (Vertiefung) (Baer),160-510a,Other,Josette Baer Hill,German,Political philosophy (advanced)
Politische Philosophie (Vertiefung) (Bieber),160-510a,Other,Friedemann Rudolf Herbert Bieber,German,Political philosophy (advanced)
Politische Philosophie (Vertiefung) (Hönig),160-510a,Other,Kathrin Hönig,German,Political philosophy (advanced)
Politische Philosophie (Vertiefung) (Kuenzle),160-510a,Other,Dominique Kuenzle,German,Political philosophy (advanced)
Metaphysik (Vertiefung) (Saporiti),160-511a,Other,Katia Saporiti,German,Metaphysics (advanced)
Ästhetische Eigenzeiten in den Neueren Skandinavischen Literaturen,360-207a,Seminar,Klaus Müller-Wille,German,Theory and Methods in Scandinavian Studies
ZeitFormen,360-207a,Course,Klaus Müller-Wille,German,Theory and Methods in Scandinavian Studies
Ambivalente Männlichkeit in der Literatur,360-112a,Seminar,Roland Spalinger,German,German Literary Studies: Methods and Theories
Das Tabu in der Literatur des 20. Jahrhunderts,360-112a,Seminar,Johannes Hees-Pelikan,German,German Literary Studies: Methods and Theories
Eco-Sensibilities. Natur und Literatur,360-112a,Seminar,Manuela Maria Ruckdeschel,German,German Literary Studies: Methods and Theories
Einführung in die Literaturtheorie,360-112a,Course,Frauke Ilse Dora Berndt,German,German Literary Studies: Methods and Theories
Bachelorarbeit,360-BAa,Student Work,N/A,German,Bachelor's Thesis
A Computational Approach to Deliberative Democracy,615-004a,Seminar,Catarina Trindade Pereira,English,Governance (Seminar)
Small is beautiful?: Politics and Democracy on the Local Level,615-004a,Seminar,Junmo Cheon,English,Governance (Seminar)
Crisis of Democracy: In Need for Democratic Innovations?,615-004a,Seminar,Francesco Rinaldo Veri,English,Governance (Seminar)
Metaphysik (Vertiefung) (Schulte),160-511a,Other,Jens Peter Schulte,German,Metaphysics (advanced)
Metaphysik (Vertiefung) (Bausman),160-511a,Other,William Clifford Bausman,German,Metaphysics (advanced)
Erkenntnistheorie (Vertiefung) (Meylan),160-512a,Other,Anne Meylan,German,Epistemology (advanced)
Erkenntnistheorie (Vertiefung) (Saporiti),160-512a,Other,Katia Saporiti,German,Epistemology (advanced)
Erkenntnistheorie (Vertiefung) (Bausman),160-512a,Other,William Clifford Bausman,German,Epistemology (advanced)
Erkenntnistheorie (Vertiefung) (Kuenzle),160-512a,Other,Dominique Kuenzle,German,Epistemology (advanced)
Sprachphilosophie (Vertiefung) (Meylan),160-513a,Other,Anne Meylan,German,Philosophy of language (advanced)
Sprachphilosophie (Vertiefung) (Saporiti),160-513a,Other,Katia Saporiti,German,Philosophy of language (advanced)
Sprachphilosophie (Vertiefung) (Schulte),160-513a,Other,Jens Peter Schulte,German,Philosophy of language (advanced)
5 Steps to Good Data Science Practice in R,OS_2,Seminar,Eva Maria Furrer,English,5 Steps to Good Data Science Practice in R
Sprachphilosophie (Vertiefung) (Kuenzle),160-513a,Other,Dominique Kuenzle,German,Philosophy of language (advanced)
Sprachphilosophie (Vertiefung) (Hönig),160-513a,Other,Kathrin Hönig,German,Philosophy of language (advanced)
Bachelorarbeit,160-BAa,Student Work,N/A,German,Bachelor's Thesis
Jüngere Debatten in der Moralphilosophie (Schaber),163-502a,Other,Peter Schaber,German,Recent debates in moral philosophy
Jüngere Debatten in der Moralphilosophie (Bieber),163-502a,Other,Friedemann Rudolf Herbert Bieber,German,Recent debates in moral philosophy
Klassiker der Moralphilosophie (Schaber),163-503a,Other,Peter Schaber,German,Classics of moral philosophy
Wissen und Gesellschaft (Saporiti),164-501a,Other,Katia Saporiti,German,Knowledge and society
Wissen und Gesellschaft (Hönig),164-501a,Other,Kathrin Hönig,German,Knowledge and society
Wissen und Gesellschaft (Kuenzle),164-501a,Other,Dominique Kuenzle,German,Knowledge and society
Philosophie der Naturwissenschaften (Saporiti),164-503a,Other,Katia Saporiti,German,Philosophy of natural science
Philosophie der Naturwissenschaften (Hönig),164-503a,Other,Kathrin Hönig,German,Philosophy of natural science
Philosophie der Naturwissenschaften (Bausman),164-503a,Other,William Clifford Bausman,German,Philosophy of natural science
Philosophie der Geistes- und Sozialwissenschaften (Saporiti),164-504a,Other,Katia Saporiti,German,Philosophy of the humanities and social sciences
Philosophie der Geistes- und Sozialwissenschaften (Hönig),164-504a,Other,Kathrin Hönig,German,Philosophy of the humanities and social sciences
Seminar: Kollektiver Rechtsschutz,120BA-2,Seminar,Tanja Domej,German,Bachelor's Thesis
Environmentalism and Environmental Politics in India,615-009a,Seminar,Sofie Elisabeth Heintz,English,Development and Sustainability (Seminar)
Gender and Politics in the MENA Region,615-009a,Seminar,Elham Manea,English,Development and Sustainability (Seminar)
Citizen Representation in the European Union,615-011a,Seminar,Tom Mccrae Hunter,English,European Politics (Seminar)
European Green Deal: A Simulation of Democratic Decision-Making in Europe,615-011a,Seminar,Sebastian Lamm,English,European Politics (Seminar)
Masterprüfung Archäologische Kulturwissenschaften: Prähistorische Archäologie,682-508a,Independent Study,Philippe Della Casa,German,Master's examination Archaeological Culture Studies
Masterarbeit,360-MAa,Student Work,N/A,German,Master's Thesis
Bachelorarbeit,370-BAa,Student Work,N/A,German,Bachelor's Thesis
Masterarbeit,370-MAa,Student Work,N/A,German,Master's Thesis
Masterkolloquium ZAForum,682-509a,Colloquium,Philippe Della Casa,German,Colloquium
Contemporary EU integration: Challenges and Prospects in Eastern Europe,615-011a,Seminar,Valentina Petrovic,English,European Politics (Seminar)
Immigration Topics and Social Science Research,615-014a,Seminar,Iva Srbinovska,English,Current Issues of Political Sciences (Seminar)
Philosophie der Geistes- und Sozialwissenschaften (Bausman),164-504a,Other,William Clifford Bausman,German,Philosophy of the humanities and social sciences
Start! In die Hochschullehre: Grundlagen,TUT_1,Seminar,Jenny Ammann,German,Start! In die Hochschullehre: Grundlagen
Emotionspsychologie,200-001b,Course,Veronika Brandstätter-Morawietz,German,"Introduction to Statistics and Emotional, Motivational and Social Psychology"
Sozialpsychologie (Teil 1),200-001c,Course,Johannes Ullrich,German,"Introduction to Statistics and Emotional, Motivational and Social Psychology"
Forschungsmethoden der Psychologie,200-002a,Course,Walter Johann Bierbauer,German,"Introduction Methods, Cognition, Development, Biol. Psychology"
Biologische Psychologie (Teil 1),200-002c,Course,Paul Sauseng,German,"Introduction Methods, Cognition, Development, Biol. Psychology"
Tutorat Statistik 1 T1,200-001a,Tutorial,Carolin Strobl,German,"Introduction to Statistics and Emotional, Motivational and Social Psychology"
Plenumsveranstaltung,200-003a,Seminar,Moritz Daum,German,Interactive Proseminar
Interaktives Proseminar Gruppe 01,200-003b,Seminar,Moritz Daum,German,Interactive Proseminar
Interaktives Proseminar Gruppe 02,200-003b,Seminar,Moritz Daum,German,Interactive Proseminar
Interaktives Proseminar Gruppe 03,200-003b,Seminar,Moritz Daum,German,Interactive Proseminar
Interaktives Proseminar Gruppe 04,200-003b,Seminar,Moritz Daum,German,Interactive Proseminar
Interaktives Proseminar Gruppe 05,200-003b,Seminar,Moritz Daum,German,Interactive Proseminar
Introduction à l'histoire de la littérature moderne,390-001a,Course,Ursula Bähler,French,French Literary History
Introduction à la linguistique française (groupe 1),390-007a,Seminar,Gabrielle Quiterie Zélie Aguila-Multner,French,Introduction to Linguistics
Introduction à la linguistique française (groupe 2),390-007a,Seminar,Delia Ramona Strebel,French,Introduction to Linguistics
"Respirer aujourd'hui : une enquête dans les paysages, les arts et les luttes (ETH)",390j020a,Course,Marielle Macé,French,"Breathing today: an enquiry throughout landscapes, arts, and battles (ETH)"
"Et soudain, j'ai tout compris. - Mais quoi? - Scènes d'illumination (XVIIIe- XXIe s.)",390j021a,Course,Ursula Bähler,French,And suddenly I understood everything. - But what? - Scenes of illumination (18th - 21st
"""New Adult"" und andere Liebesgeschichten: Genre und Geschlecht in der",Gegenwartsliteratur506j516a,Exercise Group,Christine Suzanne Lötscher,German,«New Adult» and Other Love Stories: Genre and Gender in Contemporary Literature
La phonologie du français et ses défis,390j024a,Course,Anamaria Jeker Bentea,French,French Phonology and its Challenges
Autobiografische Romanliteratur heute – Texte und Paratexte,360j544a,Colloquium,Nicolas Martin von Passavant,German,Autobiographical novel literature today - texts and paratexts
Statistische Textanalyse,TXA,Seminar,Tilmann Martin Altwicker,German,Statistische Textanalyse
Start! In die Hochschullehre: Summer School,TUT_3,Block Course,Jenny Ammann,German,Start! In die Hochschullehre: Summer School
Llengua Catalana (A1-A2),427-017a,Language Course,Nuria de Rocafiguera Montanya,Catalan,Catalan Language (A1-A2)
Llengua Catalana (B1-B2),427j038a,Language Course,Nuria de Rocafiguera Montanya,Catalan,Catalan Language (B1-B2)
Prolegomena (Littérature - Letteratura - Literatura),410-002a,Other,Richard Trachsler,Other,Prolegomena (Literature)
Fondamenti di linguistica diacronica e dialettologia (gruppo 2),410-004a,Seminar,Federica Breimaier,Italian,Introduction to Diachronic Linguistics and Dialectology
Se la Storia ha le chiavi di casa mia (ETH),410j029a,Course,Francesca Melandri,Italian,If History Has the Keys to My House (ETH)
Métodos Experimentales en el Estudio del Español,427-012a,Seminar,Senta Zeugin,Spanish,Aspects of Linguistics and Culture
Theorie übersetzen,504j056a,Exercise Group,Philippe Pascal Hänsler,German,Translating Theory
Testtheorie,200-100a,Course,Lisa Wagner,German,Test Theory
Rechnergestützte Datenauswertung,200-101a,Course,Yannick Rothacher,German,Computational Data Analysis
Statistik 2 (Teil 1),200-103a,Course,Carolin Strobl,German,Statistics 2
Kognitionspsychologie 2,200-200a,Course,Klaus Oberauer,German,Cognition 2
Arbeits- und Organisationspsychologie 1,200-301a,Course,Martin Kleinmann,German,Work and Organizational Psychology 1
Einführung in die Klinische Psychologie und Psychopathologie (Teil 1),200-400a,Course,Andreas Maercker,German,Introduction to Clinical Psychology and Psychopathology
