Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
Sinfonik nach 1945,760l007a,Seminar,Laurenz Lütteken,German,The Symphony after 1945
Anton Bruckner,760l011a,Course,Laurenz Lütteken,German,Anton Bruckner
Ökologische Rationalität: Heuristiken beim Urteilen und Entscheiden,200l704e,Seminar,Sebastian Horn,German,Ecologic Rationality: Heuristics in Judgment and Decision Making
Comparative Language Science Reading Group,271G615a,Sonstiges,Balthasar Bickel,English,Comparative Language Science Reading Group
Cultural Psychology,200l704f,Seminar,Amber Gayle Thalmayer,English,Cultural Psychology
"Personalentwicklung: Gestaltung, Durchführung und Evaluation",200l705g,Seminar,Philippe Goldammer,German,"Personnel Development: Design, Implementation and Evaluation"
Biopsychologische Methoden B,200l705l,Seminar,Janek Lobmaier,German,Biopsychological methods B
Digital Mental Health – Informationstechnologie in der psychosozialen Versorgung,200l705p,Seminar,Markus Wolf,German,Digital Mental Health – Information technology in mental health care
Adaptive Mind – Plastic Brain,200l706a,Seminar,Larissa Behnke,English,Adaptive Mind – Plastic Brain
Mit real-world-Daten zu einem besseren Verständnis von Hirnentwicklung im Alter,200l706b,Seminar,Susan Mérillat,German,How real-world data can enhance our understanding of brain aging
Kompetenztrainings bei Kindern/Jugendlichen und Paaren/Familien,200l706k,Seminar,Corinne Bodenmann-Kehl,German,Skills trainings in children/adolescents and couples/families
Kognitive Verhaltenstherapie bei ausgewählten Störungsbildern,200l706l,Seminar,Ulrike Ehlert,German,Cognitive Behavior Therapy: interventions for selected mental disorders
Introduction to machine learning with R,200l800y,Seminar,Caren Hasler,English,Introduction to machine learning with R
Natural Language Processing Reading Group,520G607a,Sonstiges,Rico Sennrich,English,Natural Language Processing Reading Group
"Giovanni Battista Piranesi: Archäologe, Vedutist und Visionär",640-503a,Seminar,Michael Matile,German,Art History of the Early Modern Period
Propädeutikum Kunstgeschichte - Tutorat 1,640-001a,Tutorat,Philosophische Fakultät N.N.-Dozent,German,Propadeuticum
Propädeutikum Kunstgeschichte - Gruppe 3,640-001a,Seminar,Simon Wuersten,German,Propadeuticum
Propädeutikum Kunstgeschichte - Tutorat 4,640-001a,Tutorat,Philosophische Fakultät N.N.-Dozent,German,Propadeuticum
Propädeutikum Kunstgeschichte - Tutorat5,640-001a,Tutorat,Philosophische Fakultät N.N.-Dozent,German,Propadeuticum
"Licht, Luft und Farbe zwischen Kunst und Wissenschaft",640-010a,Seminar,Bettina Gockel,German,Modern Art and Media
"William Eggleston. ""Masterworks"" und ""Re-Mastering""",640-504a,Seminar,Bettina Gockel,German,History of Fine Arts
Nikolaj Gogol’: Ukrainische Phantastik,480l001a,Seminar,Sylvia Sasse,German,Nikolaj Gogol': Ukrainian Fantasy
"Soziolinguistik der (post)jugoslawischen Diaspora im ""Sprachenland Schweiz""",480l011a,Seminar,Cristiana Lucchetti,"German, English",Sociolinguistics of the Post-Yugoslav Diaspora in Multilingual Switzerland
Aus dem Wald. Holz als künstlerischer Rohstoff,640l039a,Course,David Ganz,German,Aus dem Wald. Holz als künstlerischer Rohstoff
Statistik I,240-006a,Course,Marco Giesselmann,German,Statistics I
Introduction to Life Course and Generations,240-501a,Seminar,Ariane Bertogg,English,Introduction to Life Course and Generations
Data Analysis,240-504a,Seminar,Vincent Oberhauser,English,Data Analysis
Recent Developments in Environmental Economics (S),22MO0234,Seminar,Armin Schmutzler,English,Recent Developments in Environmental Economics (S)
Applied Strategy and Experimentation (S),22MO0235,Seminar,Johannes Luger,English,Applied Strategy and Experimentation (S)
Berufsperspektiven für Soziologiestudierende,240l003a,Seminar,Bettina Isengard,German,Career Prospects for Sociology Students
"Introduction to English Linguistics, Part I (Group 6)",440-010a,Seminar,Laetitia Van Driessche,English,Introduction to English Linguistics
"Introduction to EnglishLinguistics,Part I (Group 7)",440-010a,Seminar,Annika Rossmanith,English,Introduction to English Linguistics
"Körpersoziologie: Theorien, Methoden, Forschungsbereiche",240l008a,Seminar,Andrea Radvanszky,German,"Body and Society - Theories, Methods, Research Fields"
"English Literature: Textual Analysis, Part I (Group 7)",440-020a,Seminar,Zoe Achilles,English,English Literature: Textual Analysis
"English Literature: Textual Analysis, Part I (Group 8)",440-020a,Seminar,Léa Gbeassor,English,English Literature: Textual Analysis
"Language Skills and Culture: Introduction, Part I (Group 08)",440-030a,Exercise Group,Frances Ilmberger,English,Language Skills and Culture: Introduction
"Language Skills and Culture: Introduction, Part I (Group 09)",440-030a,Exercise Group,Meredith Kolar,English,Language Skills and Culture: Introduction
Ageing Societies: Challenges and Potentials,240l014a,Seminar,Ariane Bertogg,English,Ageing Societies: Challenges and Potentials
LGBT+-Bewegungen und soziale Proteste,240l019a,Seminar,Larissa Fritsch,German,LGBT+-Movements and Social Protests
"Inequality, Gender and Welfare Politics",615-001a,Seminar,Manuel Alvarino Vázquez,English,Comparative and International Political Economy (Seminar)
Causes and Consequences of war,615-003a,Seminar,Iryna Lukianova,English,Security and Conflict (Seminar)
Europe and the United States: Key foreign and security policy decisions since the 1920s,615-003a,Seminar,Liviu Horovitz,English,Security and Conflict (Seminar)
Crisis of Democracy: In Need for Democratic Innovations?,615-004a,Seminar,Francesco Veri,English,Governance (Seminar)
Armut und wohlfahrtstaatliche Politik,615-014a,Seminar,Michelle Beyeler,German,Current Issues of Political Sciences (Seminar)
Português brasileiro A1,_BRP_A1,Sprachkurs,Paula de Avila Goulart Ribeiro Widauer,Other,Português brasileiro A1
Español A1,_Sp_A1,Sprachkurs,Evelyn Castillo Lucen,Spanish,Español A1
Gruppe 04: Politische Systeme und Theorien I,615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
Gruppe 08: Politische Systeme und Theorien I,615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
Gruppe 09: Politische Systeme und Theorien I,615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
Gruppe 10: Politische Systeme und Theorien I,615-015a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Political Systems and Theories I
"History of the English Language, Part I: Focus on Old English (Group 5)",440-100a,Seminar,Nicole Studer,English,History of the English Language 1: Focus on Old English
"History of the English Language, Part I: Focus on Old English (Group 6)",440-100a,Seminar,Marianne Hundt,English,History of the English Language 1: Focus on Old English
B: English in Australia,440-123a,Seminar,Nathalie Meyer,English,Focus on Variation and Change
In the Flesh: Psychoanalytic Readings of the Body in Literature,440-225a,Seminar,Kim Robe,English,Literary and Cultural Analysis: Introduction to Theory
Caribbean Victorians,440-229a,Seminar,Olivia Tjon-A-Meeuw,English,Literary and Cultural Analysis: Identities
Writing Skills and Media Analysis (Group 5),440-300a,Exercise Group,Meredith Kolar,English,Writing Skills and Media Analysis
Methods and Theories in English Linguistics (Group 2),440-500a,Seminar,Hans Martin Lehmann,English,Methods and Theories in English Linguistics
Writing Skills for Research (Group 4),440-800a,Exercise Group,Philip Gerard,English,Writing Skills for Research
Policy-Diffusion: Sind Policies ansteckend?,615-028a,Course,Fabrizio Gilardi,German,Political Processes and Public Policy (Lecture)
Bachelor Thesis (Colloquium Linguistics),440-BAa,Colloquium,Laetitia Van Driessche,English,Bachelor's Thesis
Preparation for the Research Seminar: Democracy and Development in Low- and Middle-Income Economies,615-501a,Seminar,Marcela Ibanez De Foerster,English,"Preparation for the Research Seminar Democracy, Development and International"
Preparation for the Research Seminar:The Politics of Global Inequalities,615-505a,Seminar,Thomas Malang,English,Preparation for the Research Seminar Political Economy and Philosophy
Spezialisierung: Governance und Demokratie,615l007a,Seminar,Sonam Palmo Brunner,German,Specialisation: Governance and Democracy
Spezialisierung: Direkte Demokratie Schweiz im 21. Jahrhundert (DDS-21),615l008a,Seminar,Gabriel Hofmann,German,Specialisation: Direct Democracy Switzerland in the 21st Century (DDS-21)
Specialisation: Reforming Representative Democracy,615l015a,Seminar,Daniele Caramani,English,Specialisation: Reforming Representative Democracy
Sport for Development and Peace,615l017a,Seminar,Ran Grünenfelder,English,Sport for Development and Peace
The English Country House (Part I),440l001a,Course,Isabel Karremann,English,The English Country House (Part I)
Themenblock Grundlagen der Diagnostikund Therapie,TBL3W010,Course,Hatem Alkadhi,German,Themenblock Grundlagen der Diagnostik und Therapie
Rechtsphilosophie,90GL18-1,Course,Matthias Mahlmann,German,Mobility Exam Philosophy of Law (MLaw)
Seminar Quadratic Forms,MAT543.1,Seminar,Andrew Kresch,English,MAT 543 Seminar Quadratic Forms
Chronification of Mental Disorders,200l404b,Seminar,Marie Drüge,English,Chronification of Mental Disorders
Writing Skills and Media Analysis (Group 4),440-300a,Exercise Group,Frances Ilmberger,English,Writing Skills and Media Analysis
Vertiefung Geographische Informationswissenschaft,GEO372.1,Course,Math.-naturwiss. Fakultät N.N.-Dozent,"German, English",GEO 372 Advanced Geographic Information Science V
Übungen zu Vertiefung Geographische Informationswissenschaft (Gruppe 1),GEO372.2,Exercise Group,Math.-naturwiss. Fakultät N.N.-Dozent,"German, English",GEO 372 Advanced Geographic Information Science V
Grundzüge und Sphären,GEO111.1,Course,Markus Egli,German,GEO 111 Physical Geography I (Basics and spheres)
Geography. Matters.,GEO410.1,Course,Fritz-Julius Grafe,English,GEO 410 Geography. Matters.
"GGP.S420 Geographie Grundkurs I, Gruppe A",GEO900.1,PHZH SEK I Module,Holger Frey,German,GGP.S420 Basics in Geography I
"GGP.S420 Geographie Grundkurs I, Gruppe B",GEO900.1,PHZH SEK I Module,Holger Frey,German,GGP.S420 Basics in Geography I
Wasser und Mensch,ESS371.1,Lecture with Practical Exercises,Jan Seibert,"German, English",ESS 371 Water and Society
Wirtschaftsgeographien der Globalisierung,GEO364.1,Lecture with Practical Exercises,Xavier Balaguer Rasillo,German,GEO 364 Advanced Human Geography: Economic Georaphies of Globalization
Umweltpolitik der Schweiz,ESS381.1,Course,N/A,German,ESS 383 Weather Systems
Doktorandenseminar Personal- und Bildungsökonomik HS24 (Seminar:Personnel Economics and Economics of Education),DOEC1148,Doktorandenseminar,Uschi Backes-Gellner,German,Doktorandenseminar Personal- und Bildungsökonomik HS24 (Seminar:Personnel
Introduction to Computational Media Research,254l111a,Seminar,Jing Zeng,English,Introduction to Computational Media Research
Pädagogische Psychologie: Bedingungen und Wirkungen erfolgreichen Lehrens und Lernens,222PPM,Course,Yves Karlen,German,Educational Psychology
Swedish I A1,_SWE_I,Sprachkurs,Franziska Kreis,German,Swedish I A1
Chinese I A1.1,_CHN_I,Sprachkurs,Ai-Linh Achermann,German,Chinese I A1.1
Chinese I A1.1,_CHN_I,Sprachkurs,Ai-Linh Achermann,German,Chinese I A1.1
Chinese I A1.1,_CHN_I,Sprachkurs,Nathalie Bao-Götsch,German,Chinese I A1.1
Chinese V A2.2+,_CHN_V,Sprachkurs,Nathalie Bao-Götsch,German,Chinese V A2.2+
Chinese III A2.1,_CHN_III,Sprachkurs,Ai-Linh Achermann,German,Chinese III A2.1
Basic Chinese (Part I: A1.1),-CHN-1,Sprachkurs,Ai-Linh Achermann,German,Basic Chinese (Part I: A1.1)
Japanese I A1.1,_JAP_I,Sprachkurs,Naomi Shinabe,German,Japanese I A1.1
Japanese I A1.1,_JAP_I,Sprachkurs,Naomi Shinabe,German,Japanese I A1.1
Japanese I A1.1,_JAP_I,Sprachkurs,Naomi Shinabe,German,Japanese I A1.1
Arabic I A1.1,_AR3_I,Sprachkurs,Nada Boulnaga,German,Arabic I A1.1
Arabic I-III (fast track) A1-A2.1,_AR_FT,Sprachkurs,Nada Boulnaga,German,Arabic I-III (fast track) A1-A2.1
Wortschatz erweitern und Stilsicherheit festigen B2.2-C2.1 (German),_D_WSBC,Sprachkurs,Sabine Schilling,German,Wortschatz erweitern und Stilsicherheit festigen; B2.2-C2.1 (German)
"Langue française (C2), volet 1",390-508a,Sprachkurs,Cyril Dubois,French,French Language (C2)
Flessione nominale in italoromanzo,410l031a,Course,Francesco Gardani,Italian,Noun inflection in Italo-Romance
L'implicito: teoria e empiria,410l578a,Seminar,Francesco Gardani,Italian,The untold: Theorerical and empirical aspects
"Basic Latin (Express, Part 1+2)",_Lat_Gl,Sprachkurs,Christian Utzinger,German,Basic Latin
"Basic Latin, Part 1 (of 2), Group 1",_Lat_Gl,Sprachkurs,Martin Amann,German,Basic Latin
"Basic Latin, Part 1 (of 2), Group 3",_Lat_Gl,Sprachkurs,Beate Beer,German,Basic Latin
Sprachkurs: Hebräische Sprache I,91LB001,Sprachkurs,Peter Schwagmeier,German,Hebrew I
Sprachkurs: Hebräische Sprache II,91LB002,Sprachkurs,Peter Schwagmeier,German,Hebrew II
OT Seminar: The Joseph Story (Genesis37-50),14SS035,Seminar,Konrad Schmid,English,N/A
HB/OT Seminar: The Bible and Literature      - The Bible as Literature,14SS036,Seminar,Moritz Franz Adam,German,AT Seminar: Die Bibel und Literatur - Die Bibel als Literatur
OT Seminar: Texts relating to Job,14SS037,Seminar,Thomas Krüger,German,AT Seminar: Texte zu Hiob
OT Exercise: Reading Tractate Soferim,14SU040,Exercise Group,Peter Schwagmeier,German,AT Übung: Lektüre des Traktats Soferim
Reading Syriac,14SU041,Sprachkurs,Thomas Krüger,German,AT Sprachkurs: Syrische Lektüre
KG Lecture: History of Christianity in Medieval Times,22LB002,Course,Sandra Leuenberger-Wenger,German,KG Lecture: History of Christianity in Medieval Times
KG Seminar: Scholasticism: Emergence and Questions,22SS037,Seminar,Sandra Leuenberger-Wenger,German,KG Seminar: Scholastik: Entstehung und Fragestellungen
Advanced Seminar,BIO752,Seminar,N/A,English,BIO 752 Advanced Seminar
Advanced Population Genetics,EEE366,Seminar,Simon Aeschbacher,English,EEE 366 Advanced Population Genetics
Application of Spectroscopic Methods in Chemistry,CHE207.1,Lecture with Practical Exercises,Laurent Bigler,German,CHE 207 Application of Spectroscopic Methods in Chemistry
Organic Chemistry III: Voyage into the Physical Realm,CHE304.1,Lecture with Practical Exercises,Pablo Rivera Fuentes,English,CHE 304 Organic Chemistry III: Voyage into the Physical Realm
Multi-step Organic Syntheses,CHE311.1,Praktikum,Nina Hartrampf,"English, German",CHE 311 Multi-step Organic Syntheses
Chemical Biology,CHE434.1,Lecture with Practical Exercises,Pablo Rivera Fuentes,English,CHE 434 Chemical Biology
Biocatalysis,CHE722.1,Lecture with Practical Exercises,Rebecca Maria Ursula Buller,English,CHE 722 Biocatalysis
Introduction into Sustainability   Research,EEE260,Course,Jeannette Behringer,German,EEE 260 Introduction to Sustainability Research
Practical course in Physical Chemistry II,CHE313.1,Praktikum,Jan Helbing,"English, German",CHE 313 Practical course in Physical Chemistry II
Practical course in Physical Chemistry,CHE211.1,Praktikum,Jan Helbing,"German, English",CHE 211 Practical course in Physical Chemistry
X-ray Powder Diffraction,KRI211.1,Course,Michael Plötze,English,KRI 211 X-ray Powder Diffraction
The Seelisberg Conference on the       Relation between Judaism and       Christianity of 1947,14SV025,Seminar,N/A,German,Seminar Jüdische Studien: Die Konferenz zum Verhältnis von Judentum und
"Reading course I: Interconnections   between religion, economy and politics   (according to Max Weber)",61SU001,Exercise Group,N/A,German,"Advanced Module: World Society, Globalisation, Lecture"
Proseminar: Systematic-theoretical study of religion\s I,53LB000,Proseminar,Rafael Walthert,German,Proseminar STRW: Systematic-theoretical study of religion\s
Zentrale Begriffe und Theorien der Erziehungswissenschaft: Einführende Vorlesung,226-002a,Course,Catrin Heite,German,Key Concepts and Theories of Educational Science
Zentrale Begriffe und Theorien der Erziehungswissenschaft: Ringvorlesung,226-002b,Course,Franziska Felder,German,Key Concepts and Theories of Educational Science
Zentrale Begriffe und Theorien der Erziehungswissenschaft: Lektüretutorat,226-002a,Exercise Group,Franziska Schlattmeier,German,Key Concepts and Theories of Educational Science
Seminar: Religion and Colonialism: from  the Social Construction of Gender to  Algorithmic Colonialism,53SS015,Seminar,Maike Sieler,German,STRW BA-Seminar: Religion and Colonialism: from the Social Construction of Gender
Comparative Physiology and Pharmacology of Sleep,BIO333,Course,Peter Achermann,English,BIO 333 Comparative Physiology and Pharmacology of Sleep
Development of the Nervous System,BIO344,Course,Silvia Brem,English,BIO 344 Development of the Nervous System
Concepts in Modern Genetics,BIO348,Lecture with Practical Exercises,Daniel Bopp,English,BIO 348 Concepts in Modern Genetics
Scientific Writing and Experimental Design for Life Sciences,BIO557,Lecture with Practical Exercises,George Hausmann,English,BIO 557 Scientific Writing and Experimental Design for Life Sciences
Seminar: Sakralisierung und Raum,53LM003c,Seminar,Linda Eichenberger,German,STRW MA-Seminar: Theories of the Study of religion/s
Language course: Akkadian I,91L0021,Sprachkurs,Margaret Jaques,German,Language course: Akkadian I
Language course: Advanced Akkadian Language and Texts,91L0031b,Sprachkurs,Margaret Jaques,German,Language course: Advanced Akkadian Language and Texts
Language course: Introduction to the Sumerian grammar,91L0036,Sprachkurs,Margaret Jaques,German,Language course: Introduction to the Sumerian grammar
Italiano A1,_I_A1,Sprachkurs,Anna Dal Negro,Italian,Italiano A1
Italiano B2: Per il contesto accademico,_I_Lcsp,Sprachkurs,Anna Dal Negro,Italian,Italiano B2: Per il contesto accademico
Italiano A2,_I_A2,Sprachkurs,Alessia Tarantino,Italian,Italiano A2
Italiano B1-B2: Grammatica in contesto comunicativo,_I_GB12,Sprachkurs,Alessia Tarantino,Italian,Italiano B1-B2: Grammatica in contesto comunicativo
Seminar: Religion and modern society (RKE.S410.1),56LP012,PHZH SEK I Module,Philipp Hetmanczyk,German,Seminar: Religion and modern society (RKE.S410)
Seminar: Religion and modern society (RKE.S410.2),56LP012,PHZH SEK I Module,Philipp Hetmanczyk,German,Seminar: Religion and modern society (RKE.S410)
Allgemeine Didaktik: Lehren und Lernen an Maturitätsschulen,222ADi,Course,Eliana Maria Brianza,German,General Didactics: Teaching and Learning at Upper Secondary Schools
Aktuelles aus der Teilchen- undAstrophysik,PHY003.1,Forschungsseminar,Laura Baudis,English,PHY 003 Current Topics in Particle Physics and Astrophysics
The Zurich Theoretical Physics Colloquiu,PHY005.1,Forschungsseminar,Thomas Gehrmann,German,PHY 005 The Zurich Theoretical Physics Colloquium
Schrödinger Colloquium,PHY013.1,Colloquium,Laura Baudis,English,PHY 013 Schrödinger Colloquium
Physik I für Naturwissenschaften,PHY118.1,Course,Nicola Serra,English,PHY 118 Physics I for natural sciences
NT.S430 Fachwissenschaft Physik 1,PHY191.1,PHZH SEK I Module,Wolfgang Bührer,German,NT.S430 Fachwissenschaft Physik 1
Mechanik,PHY311.1,Course,Stefano Pozzorini,English,PHY 311 Mechanics
Kondensierte Materie,PHY401.1,Course,Marc Janoschek,English,PHY 401 Physics of Condensed Matter
Festkörperphysik Praktikum,PHY220,Praktikum,Matthias Hengsberger,English,PHY 220 Solid State Physics Lab
Kern- und Teilchenphysik I Praktikum,PHY221,Praktikum,Stefanos Leontsinis,German,PHY 221 Nuclear and Particle Physics  I Lab
QCD and Scattering Amplitudes,PHY564.1,Course,Aude Gehrmann-De Ridder,German,PHY 564 QCD and Scattering Amplitudes
Exercises QCD and Scattering Amplitudes,PHY564.2,Exercise Group,Aude Gehrmann-De Ridder,German,PHY 564 QCD and Scattering Amplitudes
La formation de la norme française au 17e siècle,390-005a,Seminar,Martin-Dietrich Glessgen,French,The Linguistic Change
Feministische Filme und Schweizer Frauengeschichte(n),506l005a,Seminar,Gina Dellagiacoma,German,Feminist Films and Swiss Women’s History
True Crime: Aushandlungen von Fiktionalität in PLM,506l513a,Seminar,Christine Lötscher,German,True Crime. Fictionality in Popular Literature and Media
Probleme der Wirtschaftsgeschichte,599-503a,Lecture with Practical Exercises,Matthieu Leimgruber,German,Issues in Economic History
"Der römische Limes: Anlage, Geschichte und Funktion der römischen Grenzschutzanlagen",600-005a,Seminar,Michael Speidel,German,Ancient History 3
Gruppe 04: Reformen – Auf dem Papier und in der Praxis,600-007a,Seminar,Jonas Simon Gloor,"German, English",Introductory Course I
Gruppe 06: Mobil sein im Mittelalter und der Frühen Neuzeit,600-007a,Seminar,Louisa Hoppe,German,Introductory Course I
Gruppe 07: Land und Tiere nutzen. Umgang mit natürlichen Ressourcen vom Mittelalter bis in die Gegenwart,600-007a,Seminar,Salome Egloff,German,Introductory Course I
Gruppe 09: Staatenbildung,600-007a,Seminar,Max Lieberman,German,Introductory Course I
Alles verklungen? Eine Kulturgeschichte der mittelalterlichen Musik,600-011a,Seminar,Johannes Luther,German,Medieval History 1
Polizei- und Gefängniskritik in der Schweiz,600-015a,Seminar,Ruben Hackler,German,Modern History 1
Geschichte der Schweiz jenseits der Heteronormativität – eine Archivrecherche,600-020a,Seminar,Barbara Holler,German,Modern History 6
Gewaltgeschichte in Afrika,600-024a,Seminar,Franziska Rüedi,"German, English",Modern History 10
La langue française sur l'axe diachronique (groupe 1),390-009a,Seminar,Martin-Dietrich Glessgen,French,Core Areas
Prolegomena (Linguistique – Linguistica - Lingüística),410-001a,Sonstiges,Martin-Dietrich Glessgen,Other,Prolegomena (Linguistics)
Schreib- und Lektürekurs Skandinavistik: Landeskunde,360l231a,Exercise Group,Anna Schaffner,Swedish,Scandinavian writing and reading course
La genèse des langues romanes,390l024a,Course,Hélène Carles,French,The Formation of the Romance Languages
Introduction à l'ancien occitan,390l025a,Lecture with Practical Exercises,Hélène Carles,French,Introduction to Old Occitan
Introduction to Programming and Computational Thinking for Lawyers,120WM16,Lecture with Practical Exercises,Alberto Bacchelli,English,Introduction to Programming and Computational Thinking for Lawyers
Fondamenti di linguistica diacronica e dialettologia,410-004a,Seminar,Federica Breimaier,Italian,Introduction to Diachronic Linguistics and Dialectology
Epigenetics,BIO243,Course,Célia Baroux,German,BIO 243 Epigenetics
DNA metabolism and cancer,BIO257,Course,Pavel Janscak,English,BIO 257 DNA metabolism and cancer
"Translational cancer research: new technologies, mouse models and clinical approaches",BIO242,Course,Bernd Bodenmiller,English,"BIO 242 Translational cancer research: new technologies, mouse models and clinical"
Lessicografia ed etimologia italo- romanze: i dialetti meridionali,410l032a,Seminar,Michele Loporcaro,Italian,Italo-Romance lexicography and etymology: southern Italian dialects
«Züri brännt»: die 1980er-Jugendunruhen aus kommunikationsgeschichtlicher Perspektive,360-544a,Seminar,Daniel Knuchel,German,Change and variation: functional aspects
Inorganic Chemistry I: Main Group Chemistry - Exploring Elemental Diversity,CHE201.1,Lecture with Practical Exercises,Roland K.O. Sigel,"German, English",CHE 201 Inorganic Chemistry I: Main Group Chemistry - Exploring Elemental Diversity
Inorganic Chemistry III: Synthesis and Reactivity of Elements from across the Periodic Table,CHE303.1,Lecture with Practical Exercises,Jason Philip Holland,English,CHE 303 Inorganic Chemistry III: Synthesis and Reactivity of Elements from across
Molecular and Cellular Neurobiology,BME322,Course,Christian Grimm,English,BME 322 Molecular and Cellular Neurobiology
Physiology and anatomy I,BME235,Course,Giovanni Camici,German,BME 235 Physiology and anatomy I
Scientific writing and publishing,BME410,Lecture with Practical Exercises,Christian Grimm,English,BME 410 Scientific writing and publishing
Metabolism and Nutrition,BME317,Lecture with Practical Exercises,Christina Boyle,English,BME 317 Metabolism and Nutrition
Basics in human toxicology,BME324,Course,Michael Arand,English,BME 324 Basics in human toxicology
Glycosylation,BME316,Course,Lubor Borsig,English,BME 316 Glycosylation
Frontiers in Animal Behaviour,BIO331,Course,Damien Farine,English,BIO 331 Frontiers in Animal Behaviour
Current Research in Evolutionary Ecology and Genetics of Natural Populations,BIO607,Seminar,Lukas Keller,English,BIO 607 Current Research in Evolutionary Ecology and Genetics of Natural
Environmental Policy of the EU,EEE264,Course,Tamaki Ohmura,English,EEE 264 Environmental Policy of the EU
Einführung in die synchrone Sprachwissenschaft,360-212a,Sprachkurs,Stefan Savic,German,Scandinavian Languages: Comparative Language Studies
Deutsch verstehen und sprechen; B1,_D_Zvesp,Sprachkurs,Miriam Vorbrugg,German,Deutsch verstehen und sprechen; B1
Basic German 1; A1,_D_GA11,Sprachkurs,Petra Blöchlinger,German,German 1: A1.1
Basic German 1; A1,_D_GA11,Sprachkurs,Sabine Buchmann Llanaj,German,German 1: A1.1
Basic German 1; A1,_D_ZGA11,Sprachkurs,Sabine Buchmann Llanaj,German,German 1: A1.1
Highspeed German 1 + 2: A1,_D_ZHI12,Sprachkurs,Lea Gass,German,Highspeed German 1 + 2: A1
Basic German 3; A2,_D_ZGA21,Sprachkurs,Petra Blöchlinger,German,German 3: A2.1
Highspeed German 3 + 4: A2,_D_ZHI34,Sprachkurs,Petra Blöchlinger,German,Highspeed German 3 + 4: A2
"Basic German 4; A2: Vocabulary, speakin",_D_GA22,Sprachkurs,Anja Gredig,German,German 4: A2.2
"Basic German 4; A2: Listening, reading,",_D_ZGA22,Sprachkurs,Lea Gass,German,German 4: A2.2
German 5; A2-B1: Einstieg ins Niveau B1,_D_GA2B1,Sprachkurs,Sabine Buchmann Llanaj,German,German 5: A2.2/B1.1
German 5; A2-B1: Einstieg ins Niveau B1,_D_ZGA2B,Sprachkurs,Miriam Vorbrugg,German,German 5: A2.2/B1.1
Español B1: Inicial,_Sp_B1I,Sprachkurs,Joaquin Ruano Cespedes,Spanish,Español B1: Inicial
Español A1,_Sp_A1,Sprachkurs,Joaquin Ruano Cespedes,Spanish,Español A1
Español A1,_Sp_A1,Sprachkurs,Joaquin Ruano Cespedes,Spanish,Español A1
Swedish I A1,_SWE_I,Sprachkurs,Franziska Kreis,German,Swedish I A1
Group Seminar: Current Research,BIO710,Colloquium,Thomas Wicker,German,BIO 710 Group seminar
Fachdidaktik Deutsch II (Weber),090De2,Seminar,Christine Weber,German,Subject Didactics German II
Fachdidaktik Deutsch II (Wampfler),090De2,Seminar,Philippe Wampfler,German,Subject Didactics German II
Fachdidaktik Deutsch III: Leistungsbeurteilung,090De3,Seminar,Christine Weber,German,Subject Didactics German III (3 ECTS)
Professionelle Fähigkeiten im Journalismus,254l124a,Seminar,Juliane Lischka,German,Professional Skills in Journalism
Politische Informationen und Digitale Plattformen,254l511a,Course,Jakob Ohme,German,Political Information and Digital Platforms
Français B1 : Mise à niveau,_F_MB1,Sprachkurs,Cyril Destefani,French,Français B1 : Mise à niveau
Français B2 : Mise à niveau,_F_MB2,Sprachkurs,Cyril Destefani,French,Français B2 : Mise à niveau
Français A2-B1 : Cours de base,_F_CAB,Sprachkurs,Cyril Destefani,French,Français A2-B1 : Cours de base
Fachdidaktik Geographie I (Rafflenbeul),090Geo1,Seminar,Julia Rafflenbeul Herren,German,Subject Didactics Geography I
Fachdidaktik Geographie I (Hesske),090Geo1,Seminar,Stefan Hesske,German,Subject Didactics Geography I
Basic German 3; A2,_D_GA21,Sprachkurs,Stefanie McKenna,German,German 3: A2.1
Theoretical Astrophysics,AST512.1,Course,Robert Feldmann,English,AST 512 Theoretical Astrophysics
Exercises Theoretical Astrophysics,AST512.2,Exercise Group,Robert Feldmann,English,AST 512 Theoretical Astrophysics
Introduction to Astrobiology,AST201.1,Course,Florian Kehl,English,AST 201 Introduction to Astrobiology
Praktikum Einsatz der Computersimulation in den Naturwissenschaften I,ESC201.2,Praktikum,Stefan Schafroth,English,ESC 201 Introduction to Computer Simulations I
Phonetic Data Analysis,521-010a,Seminar,Dieter Andreas Studer,English,Phonetic Data Analysis
Statistik 1 (Teil 1),200-001a,Course,Marina Haller,German,"Introduction to Statistics and Emotional, Motivational and Social Psychology"
Emotionspsychologie,200-001b,Course,Andrea Beatrix Horn Wintsch,German,"Introduction to Statistics and Emotional, Motivational and Social Psychology"
Fachdidaktik Physik I,090Phy1,Seminar,Andrea Michael Oettli,German,Subject Didactics Physics I
Fachdidaktik Religion III: Einsatz von Spielfilmsequenzen im Fach Religion,090Rel3,Seminar,Karel Hanke,German,Subject Didactics Religion III (3 ECTS)
"Seminar: Bioethics, Biolaw and Emerging Technologies",120BA-2,Seminar,Roberto Andorno,English,Bachelor's Thesis
