Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
Semesterarbeit,UWW163,Semesterarbeit,Claudia Hegglin Braun,"German, English",UWW 163 Practical Term Paper
"Zurich Interaction Seminar: Experimental ecology, population biology and genetics",ECO401,Seminar,N/A,English,ECO 401 Zurich Interaction Seminar: Ecology &amp; Evolution
Topics in Evolutionary Genetics and Computational Biology,BIO366,Seminar,Andreas Wagner,English,BIO 366 Topics in Evolutionary Genetics and Computational Biology
Master Thesis in Animal Behaviour,BIO509,Master Paper,Damien Farine,English,BIO 509 Master Thesis in Animal Behaviour
Master Thesis in Ecology,BIO510,Master Paper,Arpat Ozgul,"English, German",BIO 510 Master Thesis in Ecology
Bioacoustics,BIO625,Seminar,Marta Manser,English,BIO 625 Bioacoustics
Event Organisation im Umweltbereich,UWW164,Praktikum,Claudia Hegglin Braun,"German, English",UWW 164 Event Organisation in the Environmental Field
Group Seminar: Research Updates,BIO713,Seminar,Kentaro Shimizu,English,BIO 713 Group Seminar: Research Updates
Curatorial Internship in the Zurich Zoo,BIO783,Praktikum,Leyla Davis,"English, German",BIO 783 Curatorial Internship in the Zurich Zoo
Research Internship in Ecology,BIO357,Praktikum,Owen Petchey,English,BIO 357 Research Internship in Ecology
Research Internship in Animal Behaviour,BIO358,Praktikum,Damien Farine,English,BIO 358 Research Internship in Animal Behaviour
Research Internship inEvolutionary Biology and Systematics,BIO378,Sonstiges,Simon Aeschbacher,English,BIO 378 Research Internship in Evolutionary Biology and Systematics
Museum Internship,BIO780,Praktikum,Gabriel Aguirre Fernandez,"English, German",BIO 780 Museum Internship
Scientific Writing for Organismal Biologists,BIO556,Seminar,Simon Aeschbacher,English,BIO 556 Scientific Writing for Organismal Biologists
Masterarbeit,226-MAa,Master Paper,N/A,German,Master's Thesis
Masterarbeit,232-MAa,Master Paper,N/A,German,Master's Thesis
"QO Rabaukig, rebellisch, randständig: Marginale Figuren in der Literatur des Mittelalters und der Frühen Neuzeit",360-110a,Seminar,N/A,German,Medieval and Early Modern German Literature - Readings and Interpretations A
QO Literarische Portraits,360-110a,Seminar,N/A,German,Medieval and Early Modern German Literature - Readings and Interpretations A
QO Diversität lesen. Gegenwartsliteratur,360-114a,Colloquium,N/A,German,Literature in a Cultural Context
QO Das Gelegenheitsgedicht,360-114a,Colloquium,N/A,German,Literature in a Cultural Context
QO Abenteuer und Intrige: Mittelhochdeutsche Brautwerbungsepen,360-114a,Colloquium,N/A,German,Literature in a Cultural Context
QO De François Rabelais à Maryse Condé: lire le monde à travers la littérature,390-003a,Seminararbeit ohne Veranstaltung,N/A,French,From François Rabelais to Maryse Condé: Reading the World through Literature
QO Historisch-soziolinguistische Variationsforschung am Beispiel des Niederländischen,360-505a,Seminar,N/A,German,Variational Linguistics of Dutch
QO Sterben und Recycling in der Morphosyntax der germanischen Sprachen,360-506a,Seminar,N/A,German,Struktur der germanischen Sprachen im Vergleich
QO Littérature moderne: transferts didactiques et culturels,390-501a,Semesterarbeit,N/A,French,Modern Literature: Didactics and Cultural Transfers
QO Culture et communication,390-510a,Seminararbeit ohne Veranstaltung,N/A,French,Culture and Communication
Memoire de Master,390-MAa,Master Paper,N/A,French,Master's Thesis
Basic German 1; A1,_D_ZGA11,Sprachkurs,Ursula Bolliger Allain,German,German 1: A1.1
QO Guiron le Courtois et la tradition du roman arthurien en prose,390k570a,Seminar,N/A,French,Guiron le Courtois and the Tradition of Arthurian Prose Romances
QO Lydie Salvayre,390k571a,Seminar,N/A,French,Lydie Salvayre
QO Strumenti e metodi avanzati in linguistica,410-005a,Seminar,N/A,Italian,Advanced Methods and Research Tools in Linguistics
QO Letteratura medievale e rinascimentale: testi e strumenti,410-013a,Seminar,N/A,Italian,Medieval and Renaissance Literature: Texts and Instruments
"QO Stage esteso (Fortsetzung aus letztem Semester, nicht separat buchbar)",410-505a,Praktikum,Tatiana Crivelli Speciale,Italian,Extended Internship
Tesi di Master,410-MAa,Master Paper,N/A,Italian,Master's Thesis
QO I dialetti lombardi (in Svizzera e in Italia),410k575a,Seminar,N/A,Italian,Lombard Dialects (in Switzerland and Italy)
QO Réalisation d'un projet pratique,390k572a,Sonstiges,N/A,French,Conducting a Practical Project
"QO Umberto Eco: filosofo, teorico e romanziere",410k576a,Seminar,N/A,Italian,"Umberto Eco: Philosopher, Theorist and Novelist"
Rhetorik – Poetik – Performanz,360-515a,Semesterarbeit,N/A,German,Rhetoric - Poetics - Performance
Literatur und Ästhetik,360-517a,Semesterarbeit,N/A,German,Literature and Aesthetics
Literaturgeschichtliche Konstellationen,360-519a,Semesterarbeit,N/A,German,Constellations of Literary History
QO Análisis de Textos Literarios Hispanoamericanos,427-005a,Seminar,N/A,Spanish,Analysis of Hispanic American Literary Texts
QO Problemas Fundamentales de Gramática del Español,427-014a,Seminar,N/A,Spanish,Linguistic and Cultural Analysis
QO La Celestina,427-501a,Seminar,N/A,Spanish,Analysis of Literary Texts fron Middle Ages to Golden Age
"QO Dossier de Linguística Iberorromânica (Fortsetzung aus letztem Semester, nicht separat buchbar)",427-510a,Praktikum,Johannes Kabatek,Spanish,Dossier of Ibero-Romance Linguistics
"QO Presentación en un Congreso (Fortsetzung aus letztem Semester, nicht separat buchbar)",427-511a,Sonstiges,Johannes Kabatek,Spanish,Conference Presentation
"QO Apresentação em um Congresso (Fortsetzung aus letztem Semester, nicht separat buchbar)",427-515a,Sonstiges,Johannes Kabatek,"Spanish, Portuguese",Conference Presentation
Tesis de Maestría,427-MAa,Master Paper,N/A,Spanish,Master's Thesis
"QO Kongresspräsentation (Fortsetzung aus letztem Semester, nicht separat buchbar)",430-503a,Sonstiges,Johannes Kabatek,Other,Conference Presentation
"QO Lectura da basa (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-001a,Selbststudium mit Leistungsnachweis,Rico Franc Valär,Rhaeto-Romanic,Introductive Reading
"QO Lavur scientifica approfundada – Litteratura, (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-002a,Selbststudium mit Leistungsnachweis,N/A,Rhaeto-Romanic,Advanced Research Paper - Literature
"QO Lavur scientifica approfundada – Linguistica (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-003a,Selbststudium mit Leistungsnachweis,N/A,Rhaeto-Romanic,Advanced Research Paper - Linguistics
"QO Lectura approfundada – Litteratura (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-004a,Selbststudium mit Leistungsnachweis,N/A,Rhaeto-Romanic,Rhaeto-Romanic Literature
"QO Lectura approfundada – Linguistica (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-005a,Selbststudium mit Leistungsnachweis,N/A,Rhaeto-Romanic,Advanced Reading – Linguistics
"QO Vertiefende Forschungspraxis (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-006a,Selbststudium mit Leistungsnachweis,N/A,Rhaeto-Romanic,Advanced Research Practice
"QO Vertiefende Lektüre  (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-007a,Selbststudium mit Leistungsnachweis,N/A,Rhaeto-Romanic,Advanced Reading
Español A2: Inicial,_Sp_A2I,Sprachkurs,Maria Victoria Ruiz Lozano Hänni,Spanish,Español A2: Inicial
QO Investigaciones de Lingüística Sistémica,427-503a,Seminar,N/A,Spanish,Investigations in Systemic Linguistics
"QO Rätoromanische Kultur (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-503a,Selbststudium mit Leistungsnachweis,N/A,Rhaeto-Romanic,Rhaeto-Romanic Culture
"QO Lavur scientifica approfundada – Litteratura (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-506a,Selbststudium mit Leistungsnachweis,N/A,Rhaeto-Romanic,Rhaeto-Romanic Literature
"QO Lavur scientifica approfundada – Linguistica (Fortsetzung aus letztem Semester, nicht separat buchbar)",431-507a,Selbststudium mit Leistungsnachweis,N/A,Rhaeto-Romanic,Rhaeto-Romanic Linguistics
Masterarbeit,500-MAa,Master Paper,N/A,German,Master's Thesis
QO Medien der Avantgarde,504k585a,Seminar,N/A,German,Avant-Garde media
Betreute Selbststudieneinheit,360-513a,Selbststudium mit Leistungsnachweis,Christian Kiening,German,Theoretical Perspectives
Seminar: Empirical Analysis of the Law: A Challenge-Based Approach Using R,120BA-2,Seminar,Tilmann Altwicker,English,Bachelor's Thesis
Seminar: Strafprozessrecht am Bundesgericht,120BA-2,Seminar,Felix Bommer,German,Bachelor's Thesis
Seminar: Vereinte Nationen (Die Schweiz im UNO-Sicherheitsrat),120BA-2,Seminar,Oliver Diggelmann,German,Bachelor's Thesis
Betreute Selbststudieneinheit,360-513a,Selbststudium mit Leistungsnachweis,Mireille Schnyder,German,Theoretical Perspectives
Seminar: Verfassungsrecht der Schweiz,120BA-2,Seminar,Andreas Glaser,German,Bachelor's Thesis
Seminar: Zentrale Probleme im Strafrecht AT &amp; Buchprojekt,120BA-2,Seminar,Sarah Summers,German,Bachelor's Thesis
Seminar zum Schweizerischen und Internationalen Steuerrecht,120BA-2,Seminar,René Matteotti,German,Bachelor's Thesis
Seminar im Europarecht,120BA-2,Seminar,Matthias Oesch,German,Bachelor's Thesis
Seminar: Verträge im Zeitalter von Digitalisierung,120BA-2,Seminar,Joachim Gerhard Frick,German,Bachelor's Thesis
Übungsleitung/Tutorat 2,521-021a,Sonstiges,Simon Clematide,English,Student Teaching Assistant 2
Programmierprojekt 2,521-022a,Selbststudium mit Leistungsnachweis,Simon Clematide,English,Programming Project 2
Practical Training In-House,521-510a,Praktikum,Simon Clematide,English,Practical Training In-House
Practical Training Off-Site,521-511a,Praktikum,Simon Clematide,English,Practical Training Off-Site
Programming Project 1,521-512a,Sonstiges,Simon Clematide,English,Programming Project
Student Teaching Assistant 1,521-513a,Sonstiges,Simon Clematide,English,Student Teaching Assistent
Student Teaching Assistant 2,521-516a,Sonstiges,Simon Clematide,English,Student Teaching Assistant 2
Programming Project 2,521-517a,Sonstiges,Simon Clematide,English,Programming Project 2
Bachelorarbeit,521-BAa,Bachelor Paper,N/A,German,Bachelor's Thesis
Master's Thesis,521-MAa,Master Paper,N/A,German,Master's Thesis
Kindheit in den neueren skandinavischen Literaturen,360-602a,Seminar,Klaus Müller-Wille,German,Current Topics in Scandinavian Studies
Kindheit in den älteren skandinavischen Literaturen,360-602b,Seminar,Lena Rohrbach,German,Current Topics in Scandinavian Studies
Seminar: Empirical Analysis of the Law: A Challenge-Based Approach Using R,90MA-2,Seminar,Tilmann Altwicker,English,Master's Thesis
Seminar: Strafprozessrecht am Bundesgericht,90MA-2,Seminar,Felix Bommer,German,Master's Thesis
Seminar: Vereinte Nationen (Die Schweiz im UNO-Sicherheitsrat),90MA-2,Seminar,Oliver Diggelmann,German,Master's Thesis
Seminar: Revidierte ZPO und revidierte StPO auf dem Prüfstand der Zivilrechtsdurchsetzung,90MA-2,Seminar,Lorenz Droese,German,Master's Thesis
Seminar: Verfassungsrecht der Schweiz,90MA-2,Seminar,Andreas Glaser,German,Master's Thesis
Seminar: Zentrale Probleme im Strafrecht AT &amp; Buchprojekt,90MA-2,Seminar,Gunhild Barbara Godenzi,German,Master's Thesis
Seminar: Wirtschaftsethik,90MA-2,Seminar,Christoph Beat Graber,German,Master's Thesis
Seminar zum Schweizerischen und Internationalen Steuerrecht,90MA-2,Seminar,René Matteotti,German,Master's Thesis
Seminar im Europarecht,90MA-2,Seminar,Matthias Oesch,German,Master's Thesis
Seminar: Verträge im Zeitalter von Digitalisierung,90MA-2,Seminar,Joachim Gerhard Frick,German,Master's Thesis
Charting New Realms: AI as a Catalyst in Digital Humanities,521l002a,Seminar,Phillip Ströbel,English,Charting New Realms: AI as a Catalyst in Digital Humanities
Letture postcoloniali,410l037a,Course,Igiaba Scego,Italian,Postcolonial Readings
Hospitationspraktikum,090BPEP,Praktikum,Christel Brüggenbrock,German,Lesson Shadowing
"Übungslektionen im Rahmen der Fachdidaktik (10 Lektionen, davon 5 unterrichtet)",090BPUE,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Lessons training
"Übungslektionen im Rahmen der Fachdidaktik des 1. Unterrichtsfachs (10 Lektionen, davon 5 unterrichtet)",090BPUZ1,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Lessons training as part of the 1st subject didactics
"Übungslektionen im Rahmen der Fachdidaktik des 2. Unterrichtsfachs (10 Lektionen, davon 5 unterrichtet)",090BPUZ2,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Lessons training as part of the  2nd subject didactics
"Übungslektionen im Rahmen der Fachdidaktik im Zusatzfach (10 Lektionen, davon 5 unterrichtet)",090BPUEZ,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Lessons training
"Übungslektionen W+R (20 Lektionen, davon 10 unterrichtet)",090WRUE,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Lessons training
"Unterrichtspraktikum I (50 Lektionen, davon 30 unterrichtet)",090BPP1,Praktikum,Philosophische Fakultät N.N.-Dozent,German,Teaching Internship I
"Unterrichtspraktikum II-E (40 Lektionen, davon 25 unterrichtet)",090BPP2,Praktikum,Philosophische Fakultät N.N.-Dozent,German,Teaching Internship II-E
Praktikumsjournal im Rahmen des 1. Unterrichtspraktikums,090BPPJ,Praktikum,Philosophische Fakultät N.N.-Dozent,German,Internship Journal as Part of the 1st Teaching Internship
"Unterrichtspraktikum II-Z, im zweiten Fach (30 Lektionen, davon 20 unterrichtet)",090BPUP2,Praktikum,Philosophische Fakultät N.N.-Dozent,German,Teaching Internship II-Z
"Unterrichtspraktikum im Zusatzfach (30 Lektionen, davon 20 unterrichtet)",090BPUPZ,Praktikum,Philosophische Fakultät N.N.-Dozent,German,Teaching Internship
"Unterrichtspraktikum II-W im Fach «Wirtschaft und Recht» (30 Lektionen, davon 20 unterrichtet)",090BPPW2,Praktikum,Philosophische Fakultät N.N.-Dozent,German,Teaching Internship II-W
"Unterrichtspraktikum Z-W1 im Zusatzfach Wirtschaft und Recht an einem Gymnasium (30 Lektionen, davon 20 unterrichtet)",090BPZW1,Praktikum,Philosophische Fakultät N.N.-Dozent,German,Teaching Internship Z-W1
"Unterrichtspraktikum Z-W2 im ZF Wirtschaft und Recht an einer kaufm. BMS (30 Lektionen, davon 20 unterrichtet)",090BPZW2,Praktikum,Philosophische Fakultät N.N.-Dozent,German,Teaching Internship Z-W2
"Übungslektionen im Zusatzfach «Wirtschaft und Recht» (15 Lektionen, davon 8 unterrichtet)",090BPUW,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Lessons Training
Neuroimaging Block Course,BIO644,Doktorandenseminar,Lars Michels,English,BIO 644 Neuroimaging Block Course
Crash Course in Statistics for Neuroscientists,BIO645,Doktorandenseminar,Daniel Johannes Stekhoven,English,BIO 645 Crash Course in Statistics for Neuroscientists
Fachdidaktisches Forschungsseminar,090MAFDF,Seminar,Kai Niebert,German,Research in Science Education
"Basics of instrumentation, measurement, and analysis",INI502.1,Lecture with Practical Exercises,N/A,English,"INI 502 Basics of instrumentation, measurement, and analysis"
Exercises Neuromorphic Engineering I,INI404.2,Exercise Group,Tobias Delbruck,English,INI 404 Neuromorphic Engineering I
Exercises Bioelectronics and Biosensors,INI436.2,Exercise Group,N/A,English,INI 436 Bioelectronics and Biosensors
Bioelectronics and Biosensors,INI436.1,Course,N/A,English,INI 436 Bioelectronics and Biosensors
Exercises Systems Neuroscience,INI415.2,Exercise Group,N/A,English,INI 415 Systems Neuroscience
Neuroinformatics - Colloquia,INI701.1,Colloquium,Richard Hahnloser,English,INI 701 Neuroinformatics - Colloquia
Research Seminar on Statistics ETH/UZH,STA670,Colloquium,Peter Bühlmann,English,STA 670 Research Seminar on Statistics
Probability II,MAT922.1,Course,Alejandro Rosales Ortiz,English,MAT 922 DP Probability II
