Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
Seminar: Religion and modern society (RKE.S410.2),56LP011,PHZH SEK I Module,Lea Sara Mägli,German,Seminar: Religion and modern society (RKE.S410),Wednesday,Morning,10,12
Methoden der Digital Humanities anwenden und reflektieren,DH,Seminar,Christine Grundig,German,Methoden der Digital Humanities anwenden und reflektieren,Wednesday,Morning,10,12
Das Deutsche Seminar - Ethnographischer Abgesang auf einen Lehr- und Lernort,360-105a,Seminar,Heiko Hausendorf,German,Analyzing language empirically: Present- day language,Wednesday,Afternoon,14,15
Physikalisches Kolloquium,PHY002.1,Colloquium,"Christof Aegerter, Laura Baudis, Lea Caminada, Florencia Canelli, Johan Chang, Thomas Gehrmann, Massimiliano Grazzini, Gino Isidori, Marc Janoschek, Philippe Jetzer, Ben Kilminster, Titus Mangham-Neupert, Fabian Natterer, Stefano Pozzorini, Andreas Schilling, Nicola Serra, Adrian Signer",German,PHY 002 The Zurich Physics Colloquium,Wednesday,Afternoon,16,17
Forschungsseminar in kondensierter Materie,PHY004.1,Forschungsseminar,N/A,German,PHY 004 Seminar in Condensed Matter Physics,Wednesday,Morning,11,12
Übungen Mechanik Gr. 1,PHY311.2,Exercise Group,Stefano Pozzorini,German,PHY 311 Mechanics,Wednesday,Afternoon,15,17
Übungen Mechanik Gr. 2,PHY311.2,Exercise Group,Stefano Pozzorini,English,PHY 311 Mechanics,Wednesday,Morning,8,9
Quantenmechanik I,PHY331.1,Course,Massimiliano Grazzini,German,PHY 331 Quantum Mechanics I,Wednesday,Afternoon,13,14
Experimentelle Methoden und Instrumente der Teilchenphysik,PHY461.1,Course,"Lea Caminada, Urs Langenegger, Stefanos Leontsinis, Anna Macchiolo, Katharina Müller, Thomas Schietinger, Olaf Steinkamp",English,PHY 461 Experimental Methods and Instruments of Particle Physics,Wednesday,Afternoon,14,15
Physics and Mathematics of Radiotherapy Planning,PHY471,Course,Jan Unkelbach,German,PHY 471 Physics and Mathematics of Radiotherapy Planning,Wednesday,Morning,10,12
Vertiefung zu Physik I,PHY110,Course,Matthias Hengsberger,German,PHY 110 Extended Physics I,Wednesday,Morning,8,9
Phenomenology of Particle Physics II,PHY452.1,Course,"Thomas Gehrmann, Kay Schönwald",German,PHY 452 Elementary Particle Theory,Wednesday,Morning,10,12
Exercises Physics and Mathematics of Radiotherapy Planning,PHY471,Exercise Group,Jan Unkelbach,German,PHY 471 Physics and Mathematics of Radiotherapy Planning,Wednesday,Afternoon,12,12
Le Dragon et le Graal: à la découverte de la littérature française du Moyen Age (Exercices),390-004a,Exercise Group,Stephanie Wittwer,French,The Dragon and the Grail: Discovering Medieval French Literature,Wednesday,Morning,10,12
Colloquium,506-598a,Colloquium,Bernhard Tschofen,German,Master Colloquium,Wednesday,Afternoon,16,18
Ethno Graphic - Graphic Novels in der empirischen Kulturwissenschaft,506l003a,Seminar,Todd Sekuler,German,Ethno-Graphic: Graphic Novels,Wednesday,Morning,10,12
Kopräsenz. Über das natürliche Zuhause von Sprache,360l121a,Course,Heiko Hausendorf,German,Copresence. On the natural home of speech,Wednesday,Morning,8,9
Kinder- und Jugendmedien und Populärkultur: Theoretische Zugänge,506l406a,Course,Christine Lötscher,German,Children's and Young Adult Literature and Popular Culture: Theoretical Approaches,Wednesday,Afternoon,12,13
Kulturwissenschaftliche Vortragsreihe,506l409a,Colloquium,Natalie Borsy,German,Cultural Studies – Lecture Series HS 24,Wednesday,Afternoon,13,13
Melancholia and Dystopia,506l512a,Exercise Group,Silvy Chakkalakal,German,Melancholia and Dystopia,Wednesday,Morning,10,12
Berufsperspektiven,506l415a,Sonstiges,N/A,German,Career Prospects,N/A,N/A,N/A,N/A
Einführung in die Zeitgeschichte,598-506a,Seminar,Svenja Goltermann,German,Introduction to Contemporary History,Wednesday,Afternoon,14,15
Wissenschaftliches Schreiben,360l128a,Seminar,Ann-Marie Moser,German,Academic writing,Wednesday,Afternoon,14,15
Künstliche Intelligenz und Digital History - Fluch oder Segen?,600-001a,Seminar,Christine Grundig,German,Methods and Theories,Wednesday,Afternoon,12,13
Einführungsvorlesung,600-008a,Course,"Gesine Krüger, Roberto Zaugg",German,Introductory Lecture Fall,Wednesday,Afternoon,16,18
Gruppe 05: Kriminalpolitik und Rechtspraxis,600-007a,Seminar,"Jens Bartels, Jonas Simon Gloor",German,Introductory Course I,Wednesday,Afternoon,14,15
Gruppe 08: Frauen in der Geschichtsschreibung,600-007a,Seminar,"Nicola Blum, Zanele Leu","German, English",Introductory Course I,Wednesday,Morning,10,12
Gruppe 12: Öffentlicher Raum und Öffentlichkeit,600-007a,Seminar,"Omar El Manfalouty, Moe Omiya","German, English",Introductory Course I,Wednesday,Morning,10,12
Gruppe 13: Religion und Kultur: eine Geschichte der Religionspraxis,600-007a,Seminar,"Laurent Burrus, Thomas Franz Wittmann",German,Introductory Course I,Wednesday,Afternoon,14,15
Herrschaftspraxis und Gesellschaft im 8. und 9. Jahrhundert,600-013a,Seminar,Sebastian Scholz,German,Medieval History 3,Wednesday,Morning,10,12
Umstrittene Territorien: Kosovo und Nagorno Karabach,600-025a,Seminar,Daniel Ursprung,German,Modern History 11,Wednesday,Morning,10,12
Exercise: Methodical approaches to classical Islamic sources,57LB002b,Exercise Group,Doris Decker,German,Methods: Exercises in religio-historical textual analysis and interpretation,Wednesday,Morning,10,12
Digitale Literatur(wissenschaft),360l134a,Colloquium,Clemens Özelt,German,Digital Literatur/Humanities,Wednesday,Afternoon,14,15
Who's who au royaume de Logres? Introduction au métavers arthurien.,390l020a,Course,Richard Trachsler,French,Who's who in the Kingdom of Logres? An Introduction to the Arthurian Metaverse.,Wednesday,Afternoon,12,13
Field research: Religious objects athome and in the museum,57SS001,Block Course,"Mattias Brand, Vanessa Kopplin",German,STRW Seminar: Field research: Religious objects at home and in the museum,Wednesday,Morning,10,14
Le voyage en poésie: 16e - 21e siècles,390l021a,Course,Christina Vogel,French,Travelling in Poetry: 16th - 21st Centuries,Wednesday,Afternoon,14,15
Scrittura scientifica in linguistica,410l038a,Exercise Group,Alberto Giudici,Italian,Academic Writing in Linguistics,Wednesday,Afternoon,14,15
Theories of Fiction and Fictionality,390l022a,Course,Thomas Klinkert,English,Theories of Fiction and Fictionality,Wednesday,Afternoon,16,18
Forschungskolloquium NDL,360l555a,Colloquium,Frauke Berndt,German,Research Colloquium for Modern German Literature,Wednesday,Evening,18,20
"La Suite ""historique"" du ""Merlin"". Problèmes d'édition",390l573a,Seminar,Richard Trachsler,French,"The ""Suite historique"" of the ""Merlin"" Romance. Editorial problems",Wednesday,Afternoon,16,18
"Temi, forme, modi, teorie e storie di letteratura italiana (gruppo 2)",410-006a,Seminar,Johannes Bartuschat,Italian,Introduction to Textual Analysis and Literary Criticism,Wednesday,Afternoon,14,15
"Beffa, facezia, novella: il racconto comico in Italia tra Medieovo e Rinascimento",410l033a,Course,Johannes Bartuschat,Italian,"Beffa, facezia, novella: The comic tale in Italy from the Middle Ages to the",Wednesday,Afternoon,12,13
Gesprächslinguistik und Medizin,360-546a,Seminar,Yvonne Ilg,German,Present-day language: Functions,Wednesday,Afternoon,14,15
Introduction to Data Analytics and Python,DSA101.1,Lecture with Practical Exercises,"Alexandria Liang, Meredith Christine Schuman",English,DSA 101 Introduction to Data Analytics and Python,Wednesday,Morning,10,12
Deutsch lesen und schreiben; B2,_D_Zlesc,Sprachkurs,Claudio Consani,German,Deutsch lesen und schreiben; B2,Wednesday,Afternoon,12,13
German B1,_D_ZGeB1,Sprachkurs,Corinna Viviani,German,German B1,Wednesday,Afternoon,12,13
"Erweiterung des Wortschatzes; Vorlesung mit Uebungen, A2-B1 (German)",_D_ErWoV,Sprachkurs,Frank Kauffmann,German,"Erweiterung des Wortschatzes; Vorlesung mit Uebungen, A2-B1 (German)",Wednesday,Afternoon,12,13
German C1,_D_GerC1,Sprachkurs,Lea Gass,German,German C1,Wednesday,Afternoon,16,17
Akademisches Schreiben; B2.2-C1.1 (German),_D_AkadS,Sprachkurs,Sabine Schilling,German,Akademisches Schreiben; B2.2-C1.1 (German),Wednesday,Morning,10,11
Analysieren und Argumentieren auf Deutsch; B2-C1,_D_Analy,Sprachkurs,N/A,German,N/A,N/A,N/A,N/A,N/A
"Lesen und Schreiben im Studium, B2 (German)",_D_LuSB2,Sprachkurs,Claudio Consani,German,"Lesen und Schreiben im Studium, B2 (German)",Wednesday,Afternoon,16,17
"Schreibberatung - autonomes Schreiben, ab B1 (German)",_D_Schre,Sprachkurs,Sabine Schilling,German,"Schreibberatung - autonomes Schreiben, ab B1 (German)",Wednesday,Afternoon,14,15
Deutsch sprechen im realen Kontext; B2,_D_RealK,Sprachkurs,Frank Kauffmann,German,Deutsch sprechen im realen Kontext; B2,Wednesday,Afternoon,14,15
Deutsch verstehen und sprechen; B1,_D_VESB1,Sprachkurs,Sabine Buchmann Llanaj,German,Deutsch verstehen und sprechen; B1,Wednesday,Morning,10,11
German B1: Kommunizieren,_D_ZB1Ko,Sprachkurs,Sabine Schilling,German,German B1: Kommunizieren,Wednesday,Morning,8,10
Basic German 1; A1,_D_GA11,Sprachkurs,Petra Blöchlinger,German,German 1: A1.1,Wednesday,Afternoon,16,17
Basic German 1; A1,_D_ZGA11,Sprachkurs,Melanie Kutz,German,German 1: A1.1,Wednesday,Afternoon,12,13
Basic German 2; A1,_D_GA12,Sprachkurs,Petra Blöchlinger,German,German 2: A1.2,Wednesday,Afternoon,12,13
Basic German 2; A1,_D_GA12,Sprachkurs,Miriam Vorbrugg,German,German 2: A1.2,Wednesday,Morning,9,11
Basic German 2; A1,_D_ZGA12,Sprachkurs,Miriam Vorbrugg,German,German 2: A1.2,Wednesday,Afternoon,12,13
Basic German 2; A1,_D_ZGA12,Sprachkurs,Ursina Tones,German,German 2: A1.2,Wednesday,Afternoon,16,17
Basic German 3; A2,_D_GA21,Sprachkurs,Claudio Consani,German,German 3: A2.1,Wednesday,Morning,8,9
Basic German 3; A2,_D_GA21,Sprachkurs,Lea Gass,German,German 3: A2.1,Wednesday,Afternoon,12,13
Basic German 3; A2,_D_ZGA21,Sprachkurs,Ursina Tones,German,German 3: A2.1,Wednesday,Morning,11,13
"Basic German 4; A2: Listening, reading,",_D_ZGA22,Sprachkurs,Sabine Buchmann Llanaj,German,German 4: A2.2,Wednesday,Morning,8,9
"Basic German 4; A2: Listening, reading,",_D_ZGA22,Sprachkurs,Ursina Tones,German,German 4: A2.2,Wednesday,Evening,18,19
German 5; A2-B1: Einstieg ins Niveau B1,_D_GA2B1,Sprachkurs,Corinna Viviani,German,German 5: A2.2/B1.1,Wednesday,Afternoon,16,17
German 5; A2-B1: Einstieg ins Niveau B1,_D_ZGA2B,Sprachkurs,Corinna Viviani,German,German 5: A2.2/B1.1,Wednesday,Morning,8,10
Español B2-C1: Lengua y cine,_Sp_LC,Sprachkurs,Mercedes Iturrizaga Slosiar,Spanish,Español B2-C1: Lengua y cine,Wednesday,Evening,18,19
Español B1: Inicial,_Sp_B1I,Sprachkurs,Mercedes Iturrizaga Slosiar,Spanish,Español B1: Inicial,Wednesday,Afternoon,12,13
Español B1: Consolidación,_Sp_B1C,Sprachkurs,Maria Victoria Ruiz Lozano Hänni,Spanish,Español B1: Consolidación,Wednesday,Afternoon,16,17
Español A2: Inicial,_Sp_A2I,Sprachkurs,Joaquin Ruano Cespedes,Spanish,Español A2: Inicial,Wednesday,Afternoon,12,13
Español A2: Consolidación,_Sp_A2C,Sprachkurs,Joaquin Ruano Cespedes,Spanish,Español A2: Consolidación,Wednesday,Evening,18,19
Español A2: Consolidación,_Sp_A2C,Sprachkurs,Mercedes Iturrizaga Slosiar,Spanish,Español A2: Consolidación,Wednesday,Afternoon,16,17
Español A1,_Sp_A1,Sprachkurs,Maria Victoria Ruiz Lozano Hänni,Spanish,Español A1,Wednesday,Evening,18,19
Español A1,_Sp_A1,Sprachkurs,Maria Victoria Ruiz Lozano Hänni,Spanish,Español A1,Wednesday,Afternoon,12,13
Español A1,_Sp_A1,Sprachkurs,Joaquin Ruano Cespedes,Spanish,Español A1,Wednesday,Afternoon,16,17
Self Study Likelihood and Regression I,STA402.2,Exercise Group,N/A,German,STA 402 Likelihood and Regression I,Wednesday,Morning,11,14
Practicum Likelihood and Regression I,STA402.2,Exercise Group,N/A,German,STA 402 Likelihood and Regression I,Wednesday,Afternoon,14,15
BIO 709 Group seminar: Current research,BIO709,Seminar,Christoph Ringli,German,BIO 709 Group seminar: Current research,Wednesday,Afternoon,14,15
Plant Biology Workshop,BIO702,Forschungsseminar,"Sylvain Bischof, Leo Eberl, Ueli Grossniklaus, Jakob Pernthaler, Joelle Schläpfer, Sara Simonini, Cyril Zipfel, Marcel van der Heijden",German,BIO 702 Plant Biology Workshop,Wednesday,Morning,11,12
Liebe und Hass,NE,Course,"Jawad Alzeer, Beate Beer, Jan Andrea Bernhard, Brigitte Boothe, Michelle Dreiding, Sabine Hoidn, Margaret Jaques, Paulus Kaufmann, Patricia Lannen, Rektorat und Univerwaltung N.N.-Dozent, Wolfgang Rother, Eleonora Wicki",German,Liebe und Hass,Wednesday,Evening,18,19
Political Participation and Digital Democracies,254l603a,Seminar,Jakob Ohme,English,Political Participation and Digital Democracies,Wednesday,Morning,10,12
Demokratie im digitalen Zeitalter: Wie die Internetnutzung politische Öffentlichkeit transformiert,254l120a,Seminar,Renate Fischer-Schmitt,German,Democracy in the digital age: How internet use has transformed the political public,Wednesday,Afternoon,16,18
"Strategic Communication of Net Zero:Company Reports, Sustainability Claimsand Greenwashing, Teil 2",250-700b,Seminar,Nadine Strauss,German,Research Seminar: Strategic Communication,Wednesday,Afternoon,12,13
BME 683 Wagi Lunch Seminar,BME683,Seminar,"Giovanni Camici, Gabriela Kania",English,BME 683 Wagi Lunch Seminar,Wednesday,Afternoon,12,13
Fachdidaktik Geographie III,090Geo3,Lecture with Practical Exercises,"Peter Abegglen, Patrik Weiss",German,Subject Didactics Geography III (3 ECTS),Wednesday,Afternoon,16,18
Fachdidaktik Geschichte I (Müller),090Ge1,Seminar,Thomas Christian Müller,German,Subject Didactics History I,Wednesday,Morning,8,9
Fachdidaktik Latein III,090Lat3,Seminar,Islème Sassi,German,Subject Didactics Latin III (4 ECTS),Wednesday,Afternoon,14,15
Current research in galaxy evolution,AST007.1,Forschungsseminar,"Robert Feldmann, Aurel Schneider",English,AST 007 Current research in galaxy evolution,Wednesday,Afternoon,12,13
Proseminar Astrophysics,AST291.1,Seminar,Ravit Helled,English,AST 291 Proseminar Astrophysics,Wednesday,Morning,10,12
General Relativity,AST511.1,Course,Jaiyul Yoo,English,AST 511 General Relativity,Wednesday,Morning,10,12
High Performance Computing,ESC401.1,Course,Douglas Potter,English,ESC 401 High Performance Computing,Wednesday,Afternoon,13,14
Sprachtechnologische Webapplikationen,521-013a,Lecture with Practical Exercises,Jannis Nikos Vamvas,English,Language Technology and Web Applications,Wednesday,Morning,10,12
"Wissenschaftliches Arbeiten, Übung Gruppe 1",254-011a,Exercise Group,Céline Odermatt,German,Academic Work,Wednesday,Morning,8,9
"Wissenschaftliches Arbeiten, Übung Gruppe 2",254-011a,Exercise Group,Céline Odermatt,German,Academic Work,Wednesday,Morning,8,9
"Wissenschaftliches Arbeiten, Übung Gruppe 3",254-011a,Exercise Group,Céline Odermatt,German,Academic Work,Wednesday,Morning,10,12
"Wissenschaftliches Arbeiten, Übung Gruppe 4",254-011a,Exercise Group,Céline Odermatt,German,Academic Work,Wednesday,Morning,10,12
"Wissenschaftliches Arbeiten, Übung Gruppe 5",254-011a,Exercise Group,Céline Odermatt,German,Academic Work,Wednesday,Afternoon,14,15
"Wissenschaftliches Arbeiten, Übung Gruppe 6",254-011a,Exercise Group,Céline Odermatt,German,Academic Work,Wednesday,Afternoon,14,15
Entwicklungspsychologie (Teil 1),200-002b,Course,Moritz Daum,German,"Introduction Methods, Cognition, Development, Biol. Psychology",Wednesday,Afternoon,14,15
Fachdidaktik Mathematik I,090Mat1,Seminar,Daniela Grawehr Morath,German,Subject Didactics Mathematics I,Wednesday,Afternoon,14,15
Fachdidaktik Mathematik III,090Mat3,Seminar,Philipp Spindler,German,Subject Didactics Mathematics III (3 ECTS),Wednesday,Afternoon,16,18
Didaktik des Immersionsunterrichts an Maturitätsschulen (Englisch),090Imm,Seminar,Michael Bühler,English,English Language Immersion Pedagogy,Wednesday,Afternoon,14,18
Infamie und Unvernunft. Fallgeschichten im 18. Jahrhundert,360-117a,Seminar,Anatol Heller,German,German Literary Studies: History II,Wednesday,Afternoon,16,18
Einführung in die Literaturtheorie,360-112a,Course,Cornelia Pierstorff,German,German Literary Studies: Methods and Theories,Wednesday,Morning,10,12
"Von der Lexik zur Pragmatik. Deutschland, Österreich und die Schweiz im Vergleich",360-105a,Seminar,Christa Dürscheid,German,Analyzing language empirically: Present- day language,Wednesday,Morning,10,12
Deep Learning in Artificial and Biological Neuronal Networks,INI507.1,Course,N/A,English,INI 507 Learning in Deep Artificial and Biological Neuronal Networks,Wednesday,Morning,9,12
Epidemiology and Biostatistics Methods  Seminar,STA880DP,Seminar,Roger Kouyos,English,STA 880DP Epidemiology and Biostatistics Methods Seminar (fall semester),Wednesday,Afternoon,15,17
Algebra,MAT211.1,Course,Andrew Kresch,English,MAT 211 Algebra,Wednesday,Afternoon,13,14
Arbeitsgemeinschaft in Codierungstheorie und Kryptographie,MAT076.1,Arbeitsgemeinschaft,N/A,English,MAT 076 Neuchatel - St.Gallen - Zurich Seminar in Coding Theory and Cryptography,Wednesday,Afternoon,15,17
Geometrie-Seminar,MAT772.1,Forschungsseminar,N/A,German,MAT 772 Seminar on Geometry,Wednesday,Afternoon,16,17
Zurich Colloquium in Applied and Computational Mathematics,MAT870.1,Forschungsseminar,N/A,English,MAT 870 Zurich Colloquium in Applied and Computational Mathematics,Wednesday,Afternoon,16,18
Seminar über stochastische Prozesse,MAT971.1,Forschungsseminar,N/A,English,MAT 971 Seminar on stochastic processes,Wednesday,Afternoon,17,18
Ergodic Theory and Dynamical Systems Seminar,MAT760.1,Forschungsseminar,N/A,English,MAT 760 Ergodic Theory and Dynamical Systems Seminar,Wednesday,Afternoon,13,14
Mathematical Finance II,FIM202.1,Course,Delia Coculescu,English,FIM 202 Mathematical Finance II,Wednesday,Morning,10,12
Begleitseminar Einführung Germanistische Linguistik A (Gruppe 3),360-101a,Seminar,Ann-Marie Moser,German,Introduction to German Linguistics A,Wednesday,Morning,10,12
Begleitseminar Einführung Germanistische Linguistik A (Gruppe 6),360-101a,Seminar,Guido Seiler,German,Introduction to German Linguistics A,Wednesday,Afternoon,16,18
Einführung in die Neuere deutsche Literaturwissenschaft: Begleitseminar 6,360-104a,Seminar,Johannes Hees-Pelikan,German,Introduction to Modern German Literature,Wednesday,Afternoon,14,15
Ältere deutsche Literatur - Grundlagen und Methoden (Seminar 3),360-109a,Seminar,Laura Velte,German,Medieval and Early Modern German Literature - Basics and Methods,Wednesday,Afternoon,14,15
Evolutionäre Anthropologie,BIO133.1,Lecture with Practical Exercises,"Judith Maria Burkart, Michael Krützen, Andrea Migliano","German, English",BIO 133 Anthropology,Wednesday,Morning,8,9
Form und Funktion der Pflanzen (Vorlesung),BIO131.1,Lecture with Practical Exercises,"Emilie Demarsy, Beat Keller, Christoph Ringli, Cyril Zipfel",German,BIO 131 Form and Function of Plants,Wednesday,Morning,10,12
Rechnergestützte Datenauswertung,200-101a,Course,Thomas Welchowski,German,Computational Data Analysis,Wednesday,Afternoon,16,18
Kognitionspsychologie 2,200-200a,Course,Klaus Oberauer,German,Cognition 2,Wednesday,Morning,10,12
"GGP.S410.2 Grundkurs Geschichte 1, Gruppe 2",600x410a,PHZH SEK I Module,Kijan Espahangizi,German,GGP.S410: Basic Course History 1,Wednesday,Morning,10,12
"GGP.S410.4 Grundkurs Geschichte 1, Gruppe 4",600x410a,PHZH SEK I Module,Kijan Espahangizi,German,GGP.S410: Basic Course History 1,Wednesday,Morning,8,9
Frau Minnes Abgesang. Die Rhetorisierung höfischer Liebe im Spätmittelalter (13.- 15. Jh.),360-118a,Seminar,Kathia Kohler,German,Medieval and Early Modern German Literature – Readings and Interpretations B,Wednesday,Afternoon,12,13
Spracherwerb Isländisch a,360-219a,Sprachkurs,Ursula Giger,German,Icelandic Language Acquisition,Wednesday,Afternoon,12,13
Sprachpraxis Isländisch,360-220a,Sprachkurs,Ursula Giger,German,Icelandic Language Practice,Wednesday,Afternoon,14,15
Nuclear and Particle Physics I,PHY211.1,Course,Lea Caminada,German,PHY 211 Nuclear and Particle Physics  I,Wednesday,Morning,10,12
Antike Rechtsgeschichte,90GL1-2,Course,José Luis Alonso,German,Ancient Legal History,Wednesday,Morning,8,9
Recht und Religion,90GL16-1,Course,Lorenz Engi,German,Law and Religion,Wednesday,Afternoon,14,15
Anthropologische Linguistik,272-018a,Course,"John Mansfield, Weijian Meng",English,Anthropological Linguistics,Wednesday,Afternoon,14,15
Statistik für Linguistinnen und Linguisten,272-016a,Lecture with Practical Exercises,Sebastian Krapp,"German, English",Statistics for Linguists,Wednesday,Afternoon,12,13
Variation in Child Language Development,272-509a,Seminar,Sabine Stoll,English,Variation in Child Language Development,Wednesday,Afternoon,14,15
Conditions of Language Dynamics,272-504a,Seminar,Sarah Babinski,English,Conditions of Language Dynamics,Wednesday,Afternoon,16,18
Introduction au droit français,120WM17,Course,Estelle Fragu,French,Introduction to French Law,Wednesday,Afternoon,14,18
Klinische Paar- und Familienpsychologie,200-403a,Course,Guy Bodenmann,German,Clinical Psychology with a Special Focus on Children/Youth and Couples/Families,Wednesday,Morning,8,9
Academic writing for UZH B2 (English),_E_AcWrB,Sprachkurs,David Camorani,English,Academic writing for UZH B2 (English),Wednesday,Morning,8,9
Theoretische Perspektiven der Geschlechterforschung,245-500a,Course,Bettina Dennerlein,German,Theories in Gender Studies (Introduction),Wednesday,Morning,10,12
Presentation skills B2.2-C1 (semester weeks 1-7)(English),_E_PS1,Sprachkurs,David Camorani,English,Presentation skills B2.2-C1 (semester weeks 1-7)(English),Wednesday,Afternoon,14,15
TOEFL test preparation B2-C2,_E_TOEF1,Sprachkurs,David Camorani,English,TOEFL test preparation B2-C2 (semester weeks 1-7) (English),Wednesday,Afternoon,12,13
English for law B2,_E_Law2,Sprachkurs,Paschal Maher,English,Legal English 2,Wednesday,Afternoon,12,13
Satire in der persischen Literatur,306l054a,Exercise Group,Hamid Hosravi,German,Satirical Anecdotes in Persian Literature,Wednesday,Afternoon,14,15
Applying for jobs in English B2-C2 (semester weeks 1-7),_E_AJE1,Sprachkurs,Michelle Norgate,English,Applying for jobs in English B2-C2 (semester weeks 1-7),Wednesday,Afternoon,16,17
Cambridge C1 Advanced test preparation B2.2-C1 (English),_E_C1AE,Sprachkurs,Michelle Norgate,English,Cambridge C1 Advanced test preparation B2.2-C1 (English),Wednesday,Afternoon,12,13
Cambridge C1 Advanced test preparation for UZH B2.2-C1 (English),_E_C1AEU,Sprachkurs,Katie Schwendimann,English,Cambridge C1 Advanced test preparation for UZH B2.2-C1 (English),Wednesday,Morning,8,9
Cambridge C2 Proficiency test preparation C1-C2 (English),_E_C2PE,Sprachkurs,Katie Schwendimann,English,Cambridge C2 Proficiency preparation,Wednesday,Afternoon,12,13
Foundation grammar B1-B2.1 (English),_E_GrCPB,Sprachkurs,Rupert Taylor,English,Grammar consolidation and progress B1- B2.1 (English),Wednesday,Afternoon,12,13
Writing and speaking B2-C1 (English),_E_WrSBC,Sprachkurs,Rupert Taylor,English,Writing and speaking B2-C1 (English),Wednesday,Afternoon,16,17
Forensische Psychiatrie,90WM7-1,Course,"Marcel Aebi, Jérôme Endrass, Elmar Habermeyer, Johannes Kirchebner, Astrid Rossegger, Catharina Schmidt, Dorothea Stiefel, Thierry Urwyler, Leonardo Vertone",German,Forensic Psychiatry,Wednesday,Afternoon,17,19
Lateinische Sprachübungen II,323-003a,Exercise Group,Christian Utzinger,German,Latin Prose Composition II,Wednesday,Afternoon,12,13
Restaurierung archäologischer Objekte,682-514a,Praktikum,Urs Lang,German,Restoration of archaeological objects,Wednesday,Morning,10,12
Numerical Methods in Informatics (L+E),22BI0003,Lecture with Practical Exercises,Tulin Kaman,English,Numerical Methods in Informatics (L+E),Wednesday,Morning,8,9
Ethische und ästhetische Fragen in Bildung und Erziehung,226-510a,Lecture with Practical Exercises,Roland Reichenbach,German,Ethical and Aesthetik Questions in Education,Wednesday,Morning,10,12
Einführung in die Musikgeschichte bis 1600,760-007a,Exercise Group,Angelika Moths,German,Introduction to Music History before 1600,Wednesday,Afternoon,16,18
Futures Literacy - Who cares? Bildungstheoretische Anfragen,226l512a,Seminar,Anna Park,German,Futures Literacy - Who cares? Education theory inquiries,Wednesday,Afternoon,12,13
Grundkurs lateinische Sprachkompetenz,323l007a,Exercise Group,Shana Fehr,German,Language Class: Consolidation of Latin Grammar,Wednesday,Morning,8,9
Lateinische Stilübungen I,323l012a,Exercise Group,Christian Utzinger,German,Advanced Latin Prose Composition I,Wednesday,Afternoon,16,18
Qualitative Sozialforschung,254-052a,Course,Brigitte Gasser,German,Qualitative Social Research,Wednesday,Morning,8,9
Literarische Gemeinschaften (Vorlesung Mittellatein),324l501a,Course,Carmen Cardelle,German,Literary Communities (Lecture Medieval Latin),Wednesday,Morning,10,12
Geschichte der Textkritik,324l511a,Exercise Group,Philipp Roelli,German,On the History of Textual Criticism,Wednesday,Afternoon,12,13
Scientific programming for neuroeconomic experiments (S),DOEC0267,Doktorandenseminar,Christian Ruff,English,Scientific programming for neuroeconomic experiments (S),Wednesday,Morning,10,12
Current Topics in Neuroeconomics andDecision Neuroscience (S),DOEC0634,Doktorandenseminar,Christian Ruff,English,Current Topics in Neuroeconomics and Decision Neuroscience (S),Wednesday,Afternoon,12,14
Impact Investing and Financial Inclusion (L),22MO0055,Course,Annette Krauss,English,Impact Investing and Financial Inclusion (L),Wednesday,Afternoon,12,13
Seminar on Responsible Leadership (S),22MO0080,Seminar,Stefan Schembera,English,Seminar on Responsible Leadership (S),Wednesday,Morning,10,18
Grundlagen interdisziplinären Arbeitens,683-001a,Lecture with Practical Exercises,"Jonas Miro Blum, Timo Leonardo Geitlinger, Rouven Turck","German, English",Principles of interdisciplinary work,Wednesday,Morning,10,12
Doctoral Seminar Information Management,DINF1126,Seminar,Gerhard Schwabe,English,Doctoral Seminar Information Management,Wednesday,Afternoon,12,13
The Practice of Strategic Management (S),22MO0052,Seminar,"Theresa Langenmayr, Tania Ulrike Räcker",English,The Practice of Strategic Management (S),Wednesday,Morning,9,12
Randomized Algorithms (L),22MI0023,Course,Alexander Offtermatt Souza,English,Randomized Algorithms (L),Wednesday,Afternoon,14,18
Introduction to Game Theory (E),22BO0020,Exercise Group,Sara Khayouti,English,Introduction to Game Theory (L+E),Wednesday,Afternoon,14,15
Protocols for Multi-media Communications (PMMK) (L+E),22MI0010,Lecture with Practical Exercises,Burkhard Stiller,English,Protocols for Multi-media Communications (PMMK) (L+E),Wednesday,Morning,8,12
Computer Network Security Principles,22MI0022,Lecture with Practical Exercises,"Bruno Bastos Rodrigues, Alberto Huertas Celdran, Burkhard Stiller",English,Computer Network Security Principles,Wednesday,Morning,10,12
Interdisziplinäres Arbeiten in archäologischen Forschungsprojekten,683-002a,Seminar,Julia Schönicke,"German, English",Basics in IAS,Wednesday,Afternoon,14,15
Computational Neuroimaging Clinic,BMT19001,Seminar,Klaas Enno Stephan,German,Computational Neuroimaging Clinic,Wednesday,Morning,10,11
Literaturseminar für Doktoranden,PAT0M100,Seminar,Adriano Aguzzi,German,Literaturseminar für Doktoranden,Wednesday,Afternoon,17,19
