Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
Bachelor Thesis Linguistics (Timofeeva),440-BAa,Student Work,N/A,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
American Literature and Citizenship,440k008a,Course,Philip Gerard,English,American Literature and Citizenship,Friday,Morning,10.25,12.0
Advanced Research Internship: Character Networks and Literary Analysis,440k512a,Practical Training,"Martin Mühlheim, Kim Sandra Robe, Mansi Tiwari",English,Advanced Research Internship: Character Networks and Literary Analysis,Friday,Afternoon,16.25,19.0
Introduction to R and RStudio,240G912a,Seminar,Sebastian Schnettler,English,R for Basic Social Science Statistics,Monday,Morning,9.5,13.0
Synthesis and Assembly of Building Blocks,KRI305.1,Lecture with Practical Exercises,Math.-naturwiss. Fakultät N.N.-Dozent,English,KRI 305 Synthesis and Assembly of Building Blocks,Monday,Afternoon,13.75,15.5
Theoretical Philosophy,160G120a,Colloquium,Hans-Johann Glock,"German, English",Theoretical Philosophy,N/A,N/A,N/A,N/A
Werte und Gründe,160G121a,Colloquium,Christoph Halbig,"German, English",Values and Reasons,N/A,N/A,N/A,N/A
Nationalism and National Identity,615-002a,Seminar,Luca Manucci,English,Comparative Politics (Seminar),Monday,Morning,10.0,17.0
Analysis of Longitudinal and Clustered Data with Mixed Models,200G750a,Seminar,Andreas Bender,English,Analysis of Longitudinal and Clustered Data with Mixed Models,Wednesday,Morning,9.0,17.0
Study trip to USA (25.03.24-07.04.24),54SS038,Field Trip,"Rafael Walthert, Loic Manuel Bawidamann",German,Study trip to USA (25.03.24-07.04.24),N/A,N/A,N/A,N/A
Chirurgische Therapie angeborener Herzfehler,CHI21002,Other,"Markus Wilhelm, Michael Hofmann, Martin Oliver Schmiady",German,Chirurgische Therapie angeborener Herzfehler,N/A,N/A,N/A,N/A
Numerical Methods for Hyperbolic Partial Differential Equations,MAT827.1,Course,Yongle Liu,German,MAT 827 Numerical Methods for Hyperbolic Partial Differential Equations,Monday,Afternoon,16.25,18.0
Exercises Numerical Methods for Hyperbolic Partial Differential Equations,MAT827.2,Exercise Group,Yongle Liu,German,MAT 827 Numerical Methods for Hyperbolic Partial Differential Equations,Friday,Morning,8.0,9.75
"Gender, Power and Art in Japan",642-005a,Seminar,Ewa Machotka,English,Moving Arts Between East Asia and the West,Wednesday,Afternoon,12.25,13.75
Image-Text Interplay in East Asian Art: From Calligraphy to Manga,642k020a,Course,Ewa Machotka,English,Image-Text Interplay in East Asian Art: From Calligraphy to Manga,Thursday,Afternoon,12.25,13.75
(Wiederholungsprüfung) Einführung in die Ältere deutsche Literaturwissenschaft,360-103a,Examination,"Christian Kiening, Mireille Schnyder",German,Introduction to Medieval German Studies,Tuesday,Morning,10.25,12.0
(Wiederholungsprüfung) Neuere deutsche Literatur – historisch I,360-111a,Examination,Daniel Müller Nielaba,German,German Literary Studies: History I,N/A,N/A,N/A,N/A
Lektürekanon,642-501a,Independent Study,Ewa Machotka,"German, English",Essential Readings in Western and East Asian Languages,N/A,N/A,N/A,N/A
Die Kunst der 1990er Jahre,640k048a,Exercise Group,Dominique Lounés Laleg,German,Die Kunst der 1990er Jahre,Wednesday,Afternoon,12.25,13.75
Einführung in die Kunstgeschichte Chinas,642-012a,Exercise Group,Dahi Jung,"German, English",Practical Class with Regional Focus - China,Tuesday,Morning,10.25,12.0
From Acquisition to Exhibition: East Asian Objects in the Museum Context,642k021a,Exercise Group,Isabelle Céline Leemann,"German, English",From Acquisition to Exhibition: East Asian Objects in the Museum Context,Monday,Afternoon,14.0,15.75
Suzanne Duchamp,640k049a,Exercise Group,Talia Barash Kwartler,German,Suzanne Duchamp,Thursday,Afternoon,14.0,15.75
Exkursion nach Rotterdam anlässlich des Symposiums: Ways of Seeing // with The,Seeing,Field Trip,"Bärbel Küster, Rosa Sancarlo",German,Exkursion nach Rotterdam anlässlich des Symposiums: Ways of Seeing // with The,N/A,N/A,N/A,N/A
Module B - Tumors and the immune system,BIO667,Lecture with Practical Exercises,"Achim Weber, Jean-Pierre Bourquin, Patrick Roth, Thorsten Zenz, Maries van den Broek, Chiara Francesca Magnani, Miro Emanuel Räber, Christian Stockmann, Stefan Balabanov, Roberto Speck, Beat Christian Bornhauser, Alexandre Pierre André Theocharides, Lara Valeska Maul-Duwendag, Egle Ramelyte, Karina Silina",English,BIO 667 Tumors and the immune system - Module B,Friday,Morning,8.0,17.0
N/A,MAT005.2,Exercise Group,N/A,German,MAT 005 Coding Theory,Friday,Afternoon,15.0,17.0
Biology of Orchids,BIOGPPS,Other,Math.-naturwiss. Fakultät N.N.-Dozent,German,Biology of Orchids,N/A,N/A,N/A,N/A
International Summer School on Alpine Plant Life,BIOGPPS,Other,Math.-naturwiss. Fakultät N.N.-Dozent,German,International Summer School on Alpine Plant Life,N/A,N/A,N/A,N/A
Übungen im Römischen Privatrecht Gruppe 5,60PM5-3,Exercise Group,"Rafael Brägger, Rechtswissensch. Fakultät N.N.-Dozent",German,"Römisches Privatrecht, 2. Teil Pflichtmodul (keine Prüfungsanmeldung)",Monday,Afternoon,12.25,13.75
Übungen im Römischen Privatrecht Gruppe 6,60PM5-3,Exercise Group,"Rafael Brägger, Rechtswissensch. Fakultät N.N.-Dozent",German,"Römisches Privatrecht, 2. Teil Pflichtmodul (keine Prüfungsanmeldung)",Monday,Afternoon,12.25,13.75
Bachelor Thesis Literature (Verstl),440-BAa,Student Work,N/A,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelor Thesis Literature (Essi),440-BAa,Student Work,N/A,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Master Thesis Literature (Karremann),440-MAa,Student Work,N/A,English,Master's Thesis,N/A,N/A,N/A,N/A
Master Thesis Literature (Frank),440-MAa,Student Work,N/A,English,Master's Thesis,N/A,N/A,N/A,N/A
Master Thesis Linguistics (Hundt),440-MAa,Student Work,N/A,English,Master's Thesis,N/A,N/A,N/A,N/A
Seminar: Islam in Osteuropa: Religiöse Institutionen und muslimisches Alltagsleben in,Ges.54SS039,Seminar,Dominik Müller,German,HVRW BA-Seminar: Reading seminar: Material Religion,Friday,Morning,10.25,12.0
Foundations of Strategy Management Research,DOEC0901,Seminar,Thomas Keil,English,Foundations of Strategy Management Research,Tuesday,Morning,9.0,17.0
Performance Feedback Research (S),DOEC1143,Seminar,Henrich Rollef Greve,English,Performance Feedback Research (S),Monday,Morning,9.0,17.0
BME 339 Biomedical Informatics,BME339,Course,"Michael Krauthammer, Bjoern Menze, Michael Baudis, Philipp Fürnstahl, Joanna Kathleen Hastings, Viktor von Wyl",German,BME 339 Biomedical Informatics,Tuesday,Morning,8.0,9.75
Educational Policy and Governance (S),22MO0218,Seminar,Katarina Zigova,English,Educational Policy and Governance (S),Friday,Afternoon,14.0,15.5
Quantitative Methoden: Item Response Theory (R-basiert),226G879a,Seminar,Marcin Jakub Tomasik,German,Quantitative Methods: Item Response Theory (R-Based),Friday,Morning,8.5,12.0
Rechtsmedizin für Assoziierte Teilnehmende auf Masterstufe,90WMB1,Course,"Brigitte Tag, Stephan Bolliger",German,Rechtsmedizin für Assoziierte Teilnehmende auf Masterstufe,Friday,Afternoon,12.25,13.75
Research Internship in Plant Biology,BIO315,Practical Training,"Ueli Grossniklaus, Cyril Zipfel, Sylvain Bischof, Joelle Schläpfer, Christoph Ringli, Thomas Wicker, Célia Baroux",German,BIO 315 Research Internship in Plant Biology,N/A,N/A,N/A,N/A
Forschungspraktikum Mikrobiologie,BIO316,Practical Training,"Leo Eberl, Jakob Pernthaler, Thomas Posch, Gabriella Pessi",German,BIO 316 Reserach Internship in Microbiology,N/A,N/A,N/A,N/A
Master Thesis in Microbiology,BIO504,Student Work,"Leo Eberl, Jakob Pernthaler",German,BIO 504 Master Thesis in Microbiology,N/A,N/A,N/A,N/A
Master Thesis in Plant Sciences,BIO505,Student Work,"Ueli Grossniklaus, Cyril Zipfel, Sylvain Bischof, Joelle Schläpfer",German,BIO 505 Master Thesis in Plant Sciences,N/A,N/A,N/A,N/A
Plant Biology Forum,BIO701,Colloquium,"Leo Eberl, Ueli Grossniklaus, Jakob Pernthaler, Marcel van der Heijden, Sylvain Bischof, Joelle Schläpfer, Sara Simonini",German,BIO 701 Forum for Plant Biology,Friday,Afternoon,16.0,17.0
Plant Biology Workshop,BIO702,Seminar,"Leo Eberl, Ueli Grossniklaus, Jakob Pernthaler, Cyril Zipfel, Marcel van der Heijden, Sylvain Bischof, Joelle Schläpfer, Sara Simonini",German,BIO 702 Plant Biology Workshop,Wednesday,Morning,11.25,12.0
Group Seminar: Current Research,BIO704,Seminar,Ueli Grossniklaus,German,BIO 704 Group Seminar: Current Research,Friday,Morning,9.0,11.0
Group Seminar Current Research,BIO706,Seminar,Cyril Zipfel,German,BIO 706 Group Seminar Current Research,Thursday,Morning,9.0,13.0
Gruppenseminar aktuelle Forschung Mikrobiologie,BIO707,Seminar,"Leo Eberl, Gabriella Pessi",German,BIO 707 Group Seminar: Current Research in Microbiology,Tuesday,Morning,9.0,11.0
Group Seminar: Current Research,BIO710,Colloquium,Thomas Wicker,German,BIO 710 Group seminar,Monday,Morning,9.0,11.0
Mikrobiologisches Kolloquium für Fortgeschrittene,BIO711,Colloquium,Leo Eberl,German,BIO 711 Advanced Seminar in Microbiology,Friday,Afternoon,15.0,16.0
Limnologisches Kolloquium für Fortgeschrittene,BIO712,Colloquium,Jakob Pernthaler,German,BIO 712 Limnology Colloquium for Advanced,Friday,Afternoon,15.0,16.0
Scientific Writing for PhD students,BIO670,Seminar,"Isabelle Arnold Wallén, Pavel Janscak",English,BIO 670 Scientific Writing for PhD students,Wednesday,Morning,9.0,17.0
"Social groups, electoral politics and representation",615-002a,Seminar,Isabelle Thérèse Marguerite Guinaudeau,English,Comparative Politics (Seminar),Wednesday,Afternoon,14.0,15.75
Efficient Algorithms for Frequently Asked Questions (L+E),22BMI010,Lecture with Practical Exercises,Dan Olteanu,English,Efficient Algorithms for Frequently Asked Questions (L+E),Monday,Afternoon,14.0,15.75
"Aufbaukurs Methoden und Statistik, Tutorat Gr. 01",615-019a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Intermediate Methods and Statistics,Thursday,Afternoon,14.0,15.75
"Aufbaukurs Methoden und Statistik, Tutorat Gr. 02",615-019a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Intermediate Methods and Statistics,Thursday,Afternoon,14.0,15.75
"Aufbaukurs Methoden und Statistik, Tutorat Gr. 03",615-019a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Intermediate Methods and Statistics,Thursday,Afternoon,16.25,18.0
"Aufbaukurs Methoden und Statistik, Tutorat Gr. 04",615-019a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Intermediate Methods and Statistics,Thursday,Afternoon,16.25,18.0
"Aufbaukurs Methoden und Statistik, Tutorat Gr. 05",615-019a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Intermediate Methods and Statistics,Friday,Afternoon,14.0,15.75
"Aufbaukurs Methoden und Statistik, Tutorat Gr. 06",615-019a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Intermediate Methods and Statistics,Friday,Afternoon,14.0,15.75
"Aufbaukurs Methoden und Statistik, Tutorat Gr. 07",615-019a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Intermediate Methods and Statistics,Friday,Afternoon,14.0,15.75
"Aufbaukurs Methoden und Statistik, Tutorat Gr. 08",615-019a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Intermediate Methods and Statistics,Friday,Afternoon,16.25,18.0
"Aufbaukurs Methoden und Statistik, Tutorat Gr. 09",615-019a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Intermediate Methods and Statistics,Friday,Afternoon,16.25,18.0
"Aufbaukurs Methoden und Statistik, Tutorat Gr. 10",615-019a,Exercise Group,Philosophische Fakultät N.N.-Dozent,German,Intermediate Methods and Statistics,Friday,Afternoon,16.25,18.0
How do governements set priorities? Policy Agenda Setting and Framing,615k511a,Seminar,Isabelle Thérèse Marguerite Guinaudeau,English,How do governements set priorities? Policy Agenda Setting and Framing,Wednesday,Afternoon,16.25,18.0
Intermediate R for Doctoral Students,200G770a,Seminar,Julia Anna Kopf,English,Intermediate R for Doctoral Students,Friday,Morning,10.25,15.75
Forschungswerkstatt Geistes- und Sozialwissenschaften,306G203a,Other,Helena Brigitte Hof,"German, English",PhD Working Group Arts and Social Sciences,N/A,N/A,N/A,N/A
Exercises Geometry of Numbers,MAT548.2,Exercise Group,Alexander Gorodnik,English,MAT 548 Geometry of Numbers,Tuesday,Morning,10.25,12.0
Qualifikationsarbeit ohne Veranstaltung bei Prof. Dr. Doreen Flick-Holtsch,222QAOVF,Seminar,Doreen Flick-Holtsch,German,Qualifikationsarbeit ohne Veranstaltung bei Prof. Dr. Doreen Flick-Holtsch,N/A,N/A,N/A,N/A
Econometrics for Policy Analysts: Cases (S),22MO0169,Seminar,David Yanagizawa-Drott,English,Econometrics for Policy Analysts: Cases (S),Friday,Morning,9.5,12.0
"RWP Seminar: Gutes Essen. Ernährung zwischen Religion, Wirtschaft und Politik",61SS113,Seminar,Christoph Lucas Zapf,German,"Advanced Module: World Society, Globalisation, Seminar",Tuesday,Afternoon,12.25,13.75
"DR Vorlesung: Digital Religion(s): Methoden, Technologien, und Zukünfte",24SV019,Course,Bethany Victoria Lois Singler,English,"Basis Module: Religion, Lecture",Thursday,Afternoon,16.25,18.0
N/A,BIO413,Block Course,"Thorsten Buch, Johannes vom Berg",English,BIO 413 Genome modification in mammals,Tuesday,Afternoon,13.0,17.0
PhD Course in Biomedical R&amp;D 2024 - Unlocking the Future of Medicine,WRM_30_J,Course,Rechtswissensch. Fakultät N.N.-Dozent,English,PhD Course in Biomedical R&amp;D 2024 - Unlocking the Future of Medicine: A Deep,Monday,Morning,9.25,17.0
Hierachische Matrizen (H-Matrizen),MAT826.1,Course,Stefan A. Sauter,German,MAT 826 Hierachical Matrices (H-Matrices),Wednesday,Morning,10.25,12.0
Übungen Hierachische Matrize (H-Matrizen),MAT826.2,Exercise Group,Stefan A. Sauter,German,MAT 826 Hierachical Matrices (H-Matrices),Wednesday,Morning,8.0,9.75
Advanced Mathematics for Data Science,MAT956,Course,Ashkan Nikeghbali,English,MAT 956 Advanced Mathematics for Data Science,Wednesday,Morning,10.25,12.0
Exercises Advanced Mathematics for Data Science,MAT956,Exercise Group,Ashkan Nikeghbali,English,MAT 956 Advanced Mathematics for Data Science,Friday,Morning,10.25,12.0
Practical training in numerics,MAT820.1,Seminar,Stefan A. Sauter,German,MAT 820 Practical training in numerics,Tuesday,Afternoon,17.0,18.0
Einführung in Digital Humanities,324k600a,Seminar,N/A,German,Introduction to Digital Humanities,N/A,N/A,N/A,N/A
Fachdidaktik Informatik II,090FDin2,Course,Paul Miotti,German,Subject Didactics Computer Science II,Tuesday,Morning,8.0,17.0
Harmonic Analysis,MAT610.1,Course,Klaus Martin Widmayer,German,MAT 610 Harmonic Analysis,Tuesday,Morning,10.25,12.0
Exercises Harmonic Analysis,MAT610.2,Exercise Group,Klaus Martin Widmayer,German,MAT 610 Harmonic Analysis,Wednesday,Afternoon,13.0,14.75
Computational Finance,FIM201.1,Course,Selim Gökay,English,FIM 201 Computational Finance,Tuesday,Afternoon,15.0,17.0
Elective Module: Biomedical Informatics,24MAS001,Seminar,"Michael Krauthammer, Michael Baudis, Joanna Kathleen Hastings, Viktor von Wyl",English,Biomedical Informatics,N/A,N/A,N/A,N/A
From Ignorance to Awareness: Metacognitive Development during Childhood and,Adolescence200k573a,Seminar,Mariëtte Henrica van Loon,English,From Ignorance to Awareness: Metacognitive Development during Childhood and,Thursday,Afternoon,12.25,13.75
"Masterarbeitsgruppe ""Neurolinguistik"" (G25)",200-901a,Exercise Group,Alexis Georges Hervais-Adelman,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"Masterarbeitsgruppe ""Metakognitive Entwicklung von Kindern und Jugendlichen"" (G45)",200-901a,Exercise Group,Mariëtte Henrica van Loon,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"Masterarbeitsgruppe ""Klinische Intervention und Global Mental Health"" (G46)",200-901a,Exercise Group,Clare Ann Killikelly,"German, English",Master's Working Group 1,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Neurolinguistik"" (G25)",200-902a,Colloquium,Alexis Georges Hervais-Adelman,"German, English",Research Colloquium 1,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Klinische Intervention und Global Mental Health"" (G46)",200-902a,Colloquium,Clare Ann Killikelly,"German, English",Research Colloquium 1,N/A,N/A,N/A,N/A
"Masterprüfung ""Neurolinguistik"" (G25)",200-909a,Independent Study,Alexis Georges Hervais-Adelman,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"Masterprüfung ""Metakognitive Entwicklung von Kindern und Jugendlichen"" (G45)",200-909a,Independent Study,Mariëtte Henrica van Loon,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"Masterprüfung ""Klinische Intervention und Global Mental Health"" (G46)",200-909a,Independent Study,Clare Ann Killikelly,"German, English",Master's Exam,N/A,N/A,N/A,N/A
"Bachelorarbeit ""Metakognitive Entwicklung von Kindern und Jugendlichen"" (G45)",200-BAa,Student Work,Mariëtte Henrica van Loon,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
"Masterarbeit ""Metakognitive Entwicklung von Kindern und Jugendlichen"" (G45)",200-MAa,Student Work,Mariëtte Henrica van Loon,German,Master's Thesis,N/A,N/A,N/A,N/A
"Masterarbeit ""Klinische Intervention und Global Mental Health"" (G46)",200-MAa,Student Work,Clare Ann Killikelly,German,Master's Thesis,N/A,N/A,N/A,N/A
"Studierendentagung DGEKW: ""Erzähl mir was!""",506k511a,Independent Study,Mischa Elias Gallati Zimmermann,German,Students’ Conference DGEKW 2024,Friday,Afternoon,13.0,13.75
Dealing confidently with adversity,K_SCAe,Block Course,Rektorat und Univerwaltung N.N.-Dozent,English,Dealing confidently with adversity,Wednesday,Morning,9.0,17.0
Labor Lunch (S),DOEC6131,Seminar,"David Dorn, Hans-Joachim Voth, Rainer Winkelmann, Josef Zweimüller, Ulf Zölitz, Anne Ardila Brenoe, Ana Costa-Ramon, Vera Amanda Malin Dahlstrand",English,Labor Lunch (S),N/A,N/A,N/A,N/A
Development Lunch (S),DOEC6132,Seminar,"Hans-Joachim Voth, David Yanagizawa-Drott, Lorenzo Casaburi, Vera Amanda Malin Dahlstrand, Dina Pomeranz",English,Development Lunch (S),N/A,N/A,N/A,N/A
Optimizing Digital Therapeutics,22MI0040,Other,Tobias Kowatsch,English,Optimizing Digital Therapeutics,Tuesday,Morning,8.0,12.0
Game Theory,MAT910.1,Course,Delia Coculescu,English,MAT 910 Game Theory,Monday,Morning,8.0,9.75
Exercises Game Theory,MAT910.2,Exercise Group,Delia Coculescu,English,MAT 910 Game Theory,Monday,Afternoon,15.0,15.75
Counting in Negative Curvature,MAT614.1,Course,N/A,English,MAT 614 Counting in Negative Curvature,Monday,Afternoon,15.0,17.0
Masterarbeit,721-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,721-BAa,Student Work,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Sprachphilosophie (Vertiefung) (Pfisterer),160-513a,Other,Christoph Caspar Pfisterer,German,Philosophy of language (advanced),N/A,N/A,N/A,N/A
Supersymmetry and Morse Theory,MAT615.1,Course,Morris Brooks,English,MAT 615 Supersymmetry and Morse Theory,Friday,Afternoon,13.0,14.75
Managing Bitcoin- and Ethereum-based Services (S),22MO0220,Seminar,Helmut Max Dietl,English,Managing Bitcoin- and Ethereum-based Services (S),Thursday,Afternoon,13.0,14.0
Radikale Religion: Askese - Enthusiasmus - Schwärmerei,367G420a,Colloquium,"Daniela Yvonne Fuhrmann, Niklaus Eugen Largier",German,Radical Religion: Ascetism - Enthusiasm - Schwärmerei,N/A,N/A,N/A,N/A
Theorietag,367G417a,Colloquium,Kristin Gjesdal,"German, English",Theory Day,Monday,Evening,18.0,20.0
Seminar: Game Theory,MAT911.1,Seminar,Jonguk Yang,English,MAT 911 Seminar: Game Theory,Tuesday,Afternoon,13.0,14.75
Laser Matter Interaction,PHY426,Course,Davide Bleiner,English,PHY 426 Laser Matter Interaction,Wednesday,Afternoon,16.0,18.0
Eine Woche Hospitation in einer privaten Zahnarztpraxis während den Semesterferien,ZPRAX_B,Practical Training,N/A,German,Internship Dental Clinic,N/A,N/A,N/A,N/A
N/A,GEO847.1,Lecture with Practical Exercises,"Benedikt Korf, Gareth Seitz",German,GEO 847 Spatial Theory Lab II,Friday,Afternoon,12.25,13.75
Enterprise Packaged Software (VU),22MI0041,Lecture with Practical Exercises,Ralph Mogicato,English,Enterprise Packaged Software (VU),Wednesday,Afternoon,14.0,15.75
Summer School: Usbekistan,306k400a,Field Trip,James Weaver,"German, English",Summer School: Usbekistan,N/A,N/A,N/A,N/A
Quantitative and Molecular Systems Biology GR. D (Practical Course),BIO123.2,Practical Training,Valentina Marcelli,German,BIO 123 Quantitative and Molecular Systems Biology,Friday,Afternoon,13.0,17.0
Particle physics experiment at PSI,PHY462,Practical Training,Lea Caminada,"German, English",PHY 462 Particle physics experiment at PSI,N/A,N/A,N/A,N/A
PhD Seminar IV,22CL_009,Seminar,"Beatrix Latal Hajnal, Markus Grütter, Alisa Michelle Berger",English,PhD Seminar IV,Tuesday,Afternoon,16.25,17.75
Research Colloquium in East Asian Art History,642k515a,Colloquium,Ewa Machotka,"English, German",Research Colloquium in East Asian Art History,Wednesday,Afternoon,14.0,15.75
(Wiederholungsprüfung) Abschlussprüfung,226-501a,Examination,Philosophische Fakultät N.N.-Dozent,German,Final Exam,N/A,N/A,N/A,N/A
(Wiederholungsprüfung) Curs da Rumantsch Grischun,431j050a,Examination,"Rico Franc Valär, Viola Nesa Cadruvi",German,Language Course Rumantsch Grischun,N/A,N/A,N/A,N/A
(Wiederholungsprüfung) Cuors da rumantsch vallader (als Fremdsprache),431j051a,Examination,Bettina Vital,German,Language Course Vallader,N/A,N/A,N/A,N/A
Selbständig durchgeführte Feldforschung Beginn im Frühlingssemester 2024,721k420a,Independent Study,N/A,German,Individual Fieldwork,N/A,N/A,N/A,N/A
Selbständig durchgeführte Feldforschung Beginn im Herbstsemester 2023,721j420b,Independent Study,N/A,German,Individual Fieldwork,N/A,N/A,N/A,N/A
Experimentalpsychologisches Praktikum Plenumsveranstaltung,200-102b,Practical Training,"Klaus Oberauer, Carolin Strobl, Johannes Ullrich, Nicolas Oliver Langer, Marina Haller, Michael Dominik Krämer",German,Introduction to Experimental Psychology,Friday,Afternoon,12.25,13.75
Mehrebenenanalyse,200k800h,Seminar,Noemi Felicia Berliner,German,Multilevel Analysis,Friday,Afternoon,12.0,18.0
Praktikum in einem Anwendungsbereich der Ethnologie Beginn im Herbstsemester 2023,721j475b,Practical Training,N/A,German,Internship in Applied Social Anthropology,N/A,N/A,N/A,N/A
Praktikum in einem Anwendungsbereich der Ethnologie Beginn im Frühlingsssemester,2024721k475a,Practical Training,N/A,German,Internship in Applied Social Anthropology,N/A,N/A,N/A,N/A
Effective Software Testing (L+E),22BMI006,Lecture with Practical Exercises,Alberto Bacchelli,English,Effective Software Testing (L+E),Tuesday,Afternoon,14.0,18.0
Special Topics in ParticleTheory,PHY579.1,Course,Harald Ita,English,Special Topics in Particle Theory,Tuesday,Afternoon,15.0,17.0
Exercises Special Topics in Particle,PHY579.2,Exercise Group,Harald Ita,English,Special Topics in Particle Theory,Tuesday,Afternoon,17.25,18.0
QO Masterarbeit Prähistorische Archäologie (Fortsetzung aus HS23),682-MAa,Student Work,Philippe Della Casa,German,Master's Thesis,N/A,N/A,N/A,N/A
QO Masterarbeit Klassische Archäologie (Fortsetzung aus HS23),682-MAa,Student Work,Corinna Simone Reinhardt,German,Master's Thesis,N/A,N/A,N/A,N/A
QO Masterarbeit Mittelalterarchäologie (Fortsetzung aus HS23),682-MAa,Student Work,Carola Jäggi,German,Master's Thesis,N/A,N/A,N/A,N/A
Advanced Microeconomics 2 (E),22MO0014,Exercise Group,"Stine Solveig Helmke, Marta Mojoli",English,Advanced Microeconomics II (L+E),Monday,Morning,10.25,12.0
Basics of Islamic Ethics,27SS000,Seminar,Hadil Lababidi,German,IE Seminar: Grundlagen der islamischen E,Thursday,Morning,8.0,9.75
Seminar on Markov Models,MAT928.1,Seminar,Samuel Koovely,English,MAT 928 Seminar on Markov Models,Tuesday,Morning,8.0,9.75
"Forschungskolloquium ""Metakognitive Entwicklung von Kindern und Jugendlichen"" (G45)",200-902a,Colloquium,Mariëtte Henrica van Loon,"German, English",Research Colloquium 1,N/A,N/A,N/A,N/A
Seminar: Introduction to category theory,MAT563.1,Seminar,Maksymilian Piotr Manko,English,MAT 563 Seminar: Applied category theory,Friday,Afternoon,15.0,17.0
Seminar: Mathematical Method of Classical Mechanics,MAT630.1,Seminar,Fernando Argentieri,English,MAT 630 Seminar: Mathematical Method of Classical Mechanics,Friday,Morning,10.25,12.0
Introduction to Riemannian Geometry,MAT645.1,Course,Nima Moshayedi,English,MAT 645 Introduction to Riemannian Geometry,Tuesday,Afternoon,13.0,14.75
Exercises Introduction to Riemannian Geometry,MAT645.2,Exercise Group,Nima Moshayedi,English,MAT 645 Introduction to Riemannian Geometry,Monday,Morning,8.0,9.75
"Geschichte II: Global (Anti- Imperialismus und Dekolonisation, 1919- 1975)",600k100a,Course,Harald Fischer-Tiné,German,Lecture ETH,Wednesday,Afternoon,16.25,18.0
Computergest. Experimentieren II,PHY253,Practical Training,Roland Bernet,German,SPI 302 Computer-Assisted Experimentation II,Friday,Afternoon,13.0,16.0
Hodge Theory and Algebraic Cycles part 2,MAT714.1,Course,Joseph Ayoub,English,MAT 714 Hodge Theory and Algebraic Cycles part 2,Monday,Morning,10.25,12.0
Introduction to Retrieval and Recommendation (L+E),22BI0020,Lecture with Practical Exercises,"Oana-Andreea Inel, Luca Marco Rossetto",English,Introduction to Retrieval and Recommendation (L+E),Wednesday,Afternoon,14.0,15.75
"Behavioral Corporate Governance, Ethics, and Compliance (S)",22BO0127,Seminar,"Alexander Florian Wagner, Baiba Renerte",English,"Behavioral Corporate Governance, Ethics, and Compliance (S)",Friday,Afternoon,14.0,18.0
Data scraping and experimental evidence in sports management (S),DOEC1144,Seminar,"Cornel Maria Nesseler, Petr Parshakov",English,Data scraping and experimental evidence in sports management (S),Monday,Morning,11.0,12.0
Seminar: Explainable AI (BSc),22BIS023,Seminar,Abraham Bernstein,English,Seminar: Explainable AI (BSc),Wednesday,Afternoon,12.25,13.75
Seminar: Explainable AI (MSc),22MIS023,Seminar,Abraham Bernstein,English,Seminar: Explainable AI (MSc),Wednesday,Afternoon,12.25,13.75
Tagung: «Museen und Teilhabe: Wirkungen gemeinsam erforschen»,506k515a,Independent Study,"Bernhard Tschofen, Friedrich Ernst von Bose",German,Conference Attendance:  Conference,Monday,Morning,9.5,18.0
The Ethics of the Analytics (Studierenden-Workshop),160k046a,Other,Philosophische Fakultät N.N.-Dozent,English,The Ethics of the Analytics,Friday,Afternoon,12.25,13.75
Strategic Management of Innovation (S),22MO0221,Seminar,Anja Schulze,English,Strategic Management of Innovation (S),Friday,Afternoon,13.25,15.0
MCM1b: Chiropractic Technique 1b – Lecture and Practical,CPPRA112,Course,"Lindsay Mary Gorrell, Werner Michael Heller, Michel Kressig, Marc Veenemans, Urs Beat Zahner","German, English","Chiroractic Courses MCM1b: Chiropractic Technique, NMS Diagnosis Ib, Diagnostic",N/A,N/A,N/A,N/A
