Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
Statistik (Ü) (Statistics),22AOEC10,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Statistik (V+Ü) (Statistics),Wednesday,Morning,10.25,12.0
Statistik (Ü) (Statistics),22AOEC10,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Statistik (V+Ü) (Statistics),Wednesday,Afternoon,12.25,13.75
Statistik (Ü) (Statistics),22AOEC10,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Statistik (V+Ü) (Statistics),Thursday,Morning,10.25,12.0
Statistik (Ü) (Statistics),22AOEC10,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Statistik (V+Ü) (Statistics),Thursday,Morning,10.25,12.0
Statistik (Ü) (Statistics),22AOEC10,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Statistik (V+Ü) (Statistics),Thursday,Afternoon,12.25,13.75
Statistik (Ü) (Statistics),22AOEC10,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Statistik (V+Ü) (Statistics),Thursday,Afternoon,12.25,13.75
Statistik (Ü) (Statistics),22AOEC10,Exercise Group,Wirtschaftswiss. Fakultät N.N.-Dozent,German,Statistik (V+Ü) (Statistics),Friday,Morning,10.25,12.0
Time Series Analysis (L),22MO0166,Course,Damian Kozbur,English,Time Series Analysis (L+E),Monday,Afternoon,16.25,18.0
Time Series Analysis (E),22MO0166,Exercise Group,Philipp Zhang,English,Time Series Analysis (L+E),Tuesday,Morning,10.25,12.0
Econometrics Seminar,DOEC6120,Seminar,"Rainer Winkelmann, Michael Wolf, Damian Kozbur",English,Econometrics Seminar,Thursday,Afternoon,14.25,15.25
Pioneering Economics: The Department of Economics at UZH (L),22BO0079,Course,David Yanagizawa-Drott,English,Pioneering Economics: The Department of Economics at UZH (L),Monday,Afternoon,14.0,15.75
Econometrics for Policy Analysts (L),22MO0168,Course,David Yanagizawa-Drott,English,Econometrics for Policy Analysts (L+E),Wednesday,Morning,10.25,12.0
Econometrics for Policy Analysts (E),22MO0168,Exercise Group,"Lorenzo Maria Casale, Lukas Johannes Rodrian",English,Econometrics for Policy Analysts (L+E),Thursday,Afternoon,16.25,18.0
PhD Course: Lab-in-the-Field Experiments I: Hypothesis Generation and Qualitative,DOEC1090,Course,David Yanagizawa-Drott,English,PhD Course: Lab-in-the-Field Experiments I: Hypothesis Generation and Qualitative,Saturday,Morning,8.0,18.0
PhD Course: Lab-in-the-Field Experiments II: From Theory to Empirical Design (L),DOEC1091,Seminar,David Yanagizawa-Drott,English,PhD Course: Lab-in-the-Field Experiments II: From Theory to Empirical Design (L),Tuesday,Afternoon,14.5,17.5
Re-examination Fortgeschrittene Mikroökonomik für die BWL (Re-ex Adv. Microeconomics,Business22MO0005,Examination,"Stefan Zeisberger, Ester Maria Hildburg Trutwin",German,Fortgeschrittene Mikroökonomik für die BWL (V+Ü) (Advanced Microeconomics for,Wednesday,Afternoon,12.25,13.75
Empirical Microeconomics Seminar (S),DOEC6111,Seminar,"David Dorn, Florian Scheuer, Hans-Joachim Voth, David Yanagizawa-Drott, Josef Zweimüller, Lorenzo Casaburi, Ulf Zölitz, Anne Ardila Brenoe, Ana Costa-Ramon, Vera Amanda Malin Dahlstrand, Dina Pomeranz",English,Empirical Microeconomics Seminar (S),Tuesday,Afternoon,12.0,13.25
"Labor Markets, Inequality and Welfare State Programs (S)",22BO0107,Seminar,Josef Zweimüller,English,"Labor Markets, Inequality and Welfare State Programs (S)",Monday,Afternoon,14.0,18.0
PhD Course: Social insurance and the Labor Market (L),DOEC0842,Course,Josef Zweimüller,English,PhD Course: Social insurance and the Labor Market (L),Wednesday,Afternoon,14.0,15.75
Sustainable Investing (L),22MO0106,Course,Zacharias Sautner,English,Sustainable Investing (L),Wednesday,Morning,10.25,12.0
Persönlichkeitspsychologie,200-300a,Course,Wiebke Bleidorn,German,Personality Psychology,Wednesday,Afternoon,14.0,15.75
Biostatistik,Z_Biost.,Course,Malgorzata Roos,German,"Individual Examination Master 1.2, theoretical, dental and medical Basics",N/A,N/A,N/A,N/A
lokale Schmerzausschaltung,Z_OCH3.2,Course,Fabienne Andrina Bosshard,German,"Individual Examination Bachelor 3.2, theoretical, dental and medical Basics",N/A,N/A,N/A,N/A
Radiologie und Strahlenschutz,3.2,Course,"Bernd Stadlinger, Fabienne Andrina Bosshard",German,"Individual Examination Bachelor 3.2, theoretical, dental and medical Basics",N/A,N/A,N/A,N/A
Oralchirurgie I,Z_OCH3.3,Course,"Fabienne Andrina Bosshard, Valérie Schmidt-Ziltener",German,"Individual Examination Bachelor 3.2, theoretical, dental and medical Basics",N/A,N/A,N/A,N/A
Propädeutisch klinischer Kurs in der Poliklinik für Oralchirurgie,Z_OCH3.1,Exercise Group,"Bernd Stadlinger, Silvio Valdec, Fabienne Andrina Bosshard, Valérie Schmidt-Ziltener",German,Propaedeutic Clinical Course in the Clinic of Oral Surgery,N/A,N/A,N/A,N/A
Praktischer Kurs in Reanimation,Z_REA,Exercise Group,"Philipp Metzler, Bernd Stadlinger",German,Propaedeutic Clinical Course in the Clinic of Oral Surgery,N/A,N/A,N/A,N/A
Praktischer Kurs in Terminalanästhesie,ST,Exercise Group,Fabienne Andrina Bosshard,German,Propaedeutic Clinical Course in the Clinic of Oral Surgery,N/A,N/A,N/A,N/A
Russisch Grundstufe 2,480-011a,Language Course,Anna Möhl,"Russian, German",Russian Basic Level 2,Monday,Afternoon,12.25,13.75
Russisch Mittelstufe 2,480-013a,Language Course,Irina Andrianova Huber,Russian,Russian Intermediate 2,Monday,Afternoon,12.25,13.75
Polnisch Grundstufe 2,480-015a,Language Course,Karolina Maria Fastyn,"German, Polish",Polish Basic Level 2,Monday,Afternoon,16.25,18.0
Polnisch Mittelstufe 2,480-017a,Language Course,Karolina Maria Fastyn,"Polish, German",Polish Intermediate 2,Wednesday,Afternoon,14.0,15.75
Tschechisch Grundstufe 2,480-019a,Language Course,Tomas Glanc,"German, Czech",Czech Basic Level 2,Monday,Afternoon,16.25,18.0
Tschechisch Mittelstufe 2,480-021a,Language Course,Tomas Glanc,"Czech, German",Czech Intermediate 2,Monday,Evening,18.25,20.0
Bosnisch / Kroatisch / Montenegrinisch / Serbisch BKMS Grundstufe 2,Bosnisch,Kroatisch,Jelena Gall,German,BKMS Basic Level 2,Tuesday,Afternoon,16.25,18.0
Bosnisch / Kroatisch / Montenegrinisch / Serbisch BKMS Mittelstufe 2,Bosnisch,Kroatisch,Jelena Gall,German,BKMS Intermediate 2,Tuesday,Afternoon,12.25,13.75
Notfallmassnahmen und Reanimation,Z_OCH3.1,Course,Valérie Schmidt-Ziltener,German,"Individual Examination Bachelor 3.2, theoretical, dental and medical Basics",N/A,N/A,N/A,N/A
The Chilling Effects of Dataveillance: Empirical Case Studies,248-702a,Seminar,"Sarah Daoust-Braun, Noemi Festic",English,Research Seminar in Internet &amp; Society 3,Thursday,Morning,10.25,12.0
Public Law and Economics,90WM95-1,Course,Yoan Hermstrüwer,English,Public Law and Economics,Wednesday,Morning,10.25,12.0
Bachelorarbeit - Workshop,200-BAb,Exercise Group,Melanie Braun,"German, English",Bachelor's Thesis,Friday,Morning,9.0,11.5
Russisch Ausbaustufe 2,480-027a,Language Course,Olga Burenina-Petrova,Russian,Russian Advanced Level 2,Monday,Afternoon,12.25,13.75
Schriftliche Arbeit: Slavistische Sprachwissenschaft (BA): 1,480-032a,Independent Study,Florian Wandl,German,Paper: Slavonic Linguistics (BA): 1,N/A,N/A,N/A,N/A
Praktischer Kurs in Radiologie und Strahlenschutz,Z_RAD,Exercise Group,"Valérie Schmidt-Ziltener, Andreas Wieser",German,Propaedeutic Clinical Course in the Clinic of Oral Surgery,N/A,N/A,N/A,N/A
Klinischer Kurs in Oralchirurgie II,Z_OCH4.1,Exercise Group,"Bernd Stadlinger, Silvio Valdec, Fabienne Andrina Bosshard, Valérie Schmidt-Ziltener",German,Clinical Course in Oral Surgery,N/A,N/A,N/A,N/A
Repetitorium in Oralchirurgie,P_OC,Revision Course,"Bernd Stadlinger, Silvio Valdec",German,"Revision, Lectures of 5th Study Year of Dental Medicine",N/A,N/A,N/A,N/A
Klinischer Kurs in Oralchirurgie,Z_OCHM2,Exercise Group,"Bernd Stadlinger, Silvio Valdec, Fabienne Andrina Bosshard, Valérie Schmidt-Ziltener",German,Clinical Course in Oral Surgery,N/A,N/A,N/A,N/A
Master Colloquium Hargittai,248-891a,Colloquium,Eszter Hargittai,English,Master Colloquium D,N/A,N/A,N/A,N/A
Master Colloquium Latzer,248-891a,Colloquium,Michael Latzer,German,Master Colloquium D,N/A,N/A,N/A,N/A
Master Colloquium Schäfer,248-891a,Colloquium,Mike Steffen Schäfer,German,Master Colloquium D,N/A,N/A,N/A,N/A
Master Thesis,248-MAa,Student Work,N/A,English,Master's Thesis,N/A,N/A,N/A,N/A
Masterkolloquium Just,249-891a,Colloquium,Natascha Katharina Just,German,Master's Colloquium C,N/A,N/A,N/A,N/A
Masterkolloquium Esser,249-891a,Colloquium,Frank Esser,German,Master's Colloquium C,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Allgemeine Psychologie: Motivation"" (G09)",200-902a,Colloquium,Veronika Brandstätter-Morawietz,German,Research Colloquium 1,Thursday,Morning,10.25,12.0
"Forschungskolloquium ""Arbeits- und Organisationspsychologie"" (G11)",200-902a,Colloquium,"Martin Kleinmann, Johanna Sophie Bayon, Barbara Körner, Annika Schmitz-Wilhelmy, Valerie Sophie Schröder, Anna Luca Stuart, Christian Utzinger, Nina Melissa Aurelié Wegmann-Beck, Nathalie Katharina von Rooy",German,Research Colloquium 1,Tuesday,Afternoon,14.0,15.75
Feministische Kapitalismuskritik,245k517a,Seminar,Bettina Dennerlein,German,Feminist Critique of Capitalism,Wednesday,Morning,10.25,12.0
"Cultural Heritage, Identities and Religion in a Postcolonial World",278-501a,Seminar,Rebecca Sauer,English,Culture and Society in Asia and the Middle East,Thursday,Morning,10.25,12.0
Français A1 : Mise à niveau,_F_MA1,Language Course,Manon Huguenot,French,Français A1 : Mise à niveau,Thursday,Afternoon,16.25,17.75
"Forschungskolloquium ""Entwicklungspsychologie: Säuglings- und Kindesalter"" (G01)",200-902a,Colloquium,Moritz Daum,German,Research Colloquium 1,Thursday,Morning,10.25,12.0
"Forschungskolloquium ""Entwicklungspsychologie: Erwachsenenalter"" (G02)",200-902a,Colloquium,Alexandra M. Freund,German,Research Colloquium 1,Wednesday,Afternoon,14.0,15.75
"Forschungskolloquium ""Gerontopsychologie und Gerontologie"" (G04)",200-902a,Colloquium,Mike Martin,German,Research Colloquium 1,Wednesday,Afternoon,14.0,15.75
"Forschungskolloquium ""Allgemeine Psychologie: Kognition"" (G05)",200-902a,Colloquium,Lea Bartsch,German,Research Colloquium 1,Monday,Morning,10.25,12.0
"Forschungskolloquium ""Psychologische Methodenlehre, Evaluation und Statistik"" (G06)",200-902a,Colloquium,Carolin Strobl,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Klinische Entwicklungspsychologie"" (G07)",200-902a,Colloquium,Lilly Shanahan,German,Research Colloquium 1,Tuesday,Afternoon,14.0,15.75
"Forschungskolloquium ""Methoden der Plastizitätsforschung"" (G08)",200-902a,Colloquium,Nicolas Oliver Langer,German,Research Colloquium 1,Wednesday,Afternoon,16.25,18.0
Masterarbeit,249-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Masterkolloquium Friemel,250-891a,Colloquium,Thomas N. Friemel,German,Master's Colloquium B,N/A,N/A,N/A,N/A
Masterkolloquium Wirth,250-891a,Colloquium,Werner Wirth,German,Master's Colloquium B,N/A,N/A,N/A,N/A
Masterkolloquium Strauss,250-891a,Colloquium,Nadine Strauss,German,Master's Colloquium B,N/A,N/A,N/A,N/A
Masterkolloquium Eisenegger,250-891a,Colloquium,Mark Eisenegger,German,Master's Colloquium B,N/A,N/A,N/A,N/A
Masterarbeit,250-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Masterkolloquium Süss,254-891a,Colloquium,Daniel Giuseppe Süss,German,Master Colloquium A,N/A,N/A,N/A,N/A
Masterarbeit,254-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,254-BAa,Student Work,Xiaoyue Yan,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,254-BAa,Student Work,Lukas Tribelhorn,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,254-BAa,Student Work,Markos Mpadanes,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,254-BAa,Student Work,Lukas Florian Hess,English,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,254-BAa,Student Work,Linards Udris,German,Bachelor's Thesis,Tuesday,Afternoon,14.0,15.75
Bachelorarbeit,254-BAa,Student Work,Juliane Lischka,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,254-BAa,Student Work,Kiran Juliana Kappeler,German,Bachelor's Thesis,Wednesday,Afternoon,14.0,15.75
Bachelorarbeit,254-BAa,Student Work,Alena Birrer,German,Bachelor's Thesis,Wednesday,Morning,9.0,12.0
Bachelorarbeit,254-BAa,Student Work,Silke Fürst,German,Bachelor's Thesis,Tuesday,Afternoon,14.0,15.75
Bachelorarbeit,254-BAa,Student Work,Christian Pipal,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
EEE 221 Multidisziplinäre Frühlingsexkursionen,EEE221,Block Course,"Oliver Franz Hawlitschek, Tamaki Ohmura",German,EEE 221 Multidisciplinary Spring Field Trips,N/A,N/A,N/A,N/A
Designing Digital Futures,248k605a,Seminar,Sandra Clio Cortesi,English,Designing Digital Futures,Thursday,Afternoon,12.25,15.75
Science Communication in the Digital Age,248k606a,Seminar,Sophia Charlotte Volk,English,Science Communication in the Digital Age,Tuesday,Afternoon,14.0,15.75
Medien- und Internet-Governance,249-700a,Seminar,Natascha Katharina Just,German,Research Seminar: Political Communication,Thursday,Afternoon,16.25,18.0
Kommunikationskampagnen im Gesundheitsbereich,250k604a,Seminar,Thomas N. Friemel,German,Health Communication Campaigns,Tuesday,Morning,10.25,12.0
Basistheorien der Kommunikationswissenschaft,254-002a,Course,Mike Steffen Schäfer,German,Basic Theories of Communication Science,Thursday,Afternoon,12.25,13.75
Probleme nationaler Philosophiegeschichte: das 20. Jh.,279-500a,Colloquium,Raji Carl Ludwig Steineck,"German, English",History and Philosophy (Colloquium),N/A,N/A,N/A,N/A
"Forschungskolloquium ""Angewandte Sozial- und Gesundheitspsychologie"" (G13)",200-902a,Colloquium,Urte Scholz,German,Research Colloquium 1,Thursday,Afternoon,14.0,15.75
"The People's Republic of China: Society, Economics and Politics",280-203a,Course,Simona Alba Grano,English,Chinese Society (Introduction),Thursday,Morning,10.25,12.0
Das Buch des Fürsten Shang - Quellentexte,280-590a,Exercise Group,Wolfgang Behr,"German, English","History, Society, Culture (Guided Source Reading)",Tuesday,Morning,10.25,12.0
Taiwan: The Most Dangerous Place on Earth?,280k216a,Seminar,Simona Alba Grano,English,Taiwan: The Most Dangerous Place on Earth?,Wednesday,Morning,10.25,12.0
Français : Orientation,_F_OrAB,Language Course,Manon Huguenot,French,Français : Orientation,Thursday,Evening,18.0,19.5
Das Buch des Fürsten Shang -- eine altchinesische Schrift über Macht und Herrschaft,280k603a,Seminar,Rafael Suter,German,The Book of Lord Shang -- On Rule and Power in Ancient China,Friday,Morning,8.0,9.75
Forschungsprojekte (Kolloquium Ma- Arbeit),290-705a,Colloquium,David Chiavacci,"German, English",Research Projects (Colloquium Master's Thesis),N/A,N/A,N/A,N/A
MENA Research Seminar,306-601a,Seminar,"Bettina Dennerlein, Rebecca Sauer",English,Cultural Transformations (Arabic World and Middle East),Monday,Afternoon,15.0,18.0
Einführung: Koran-Exegese in Geschichte und Gegenwart,306k212a,Seminar,Rebecca Sauer,German,Introduction to Quranic Exegesis (Past and Present),Thursday,Afternoon,16.25,18.0
"Forschungskolloquium ""Sozialpsychologie"" (G14)",200-902a,Colloquium,"Johannes Ullrich, Léïla Anne Eisner, Lisa Katharina Frisch, Tabea Hässler, Simone Sebben, Robert Tobias",German,Research Colloquium 1,Tuesday,Afternoon,14.0,15.75
"Forschungskolloquium  ""Klinische Psychologie Kinder/Jugendliche und Paare/",200-902a,Colloquium,"Guy Bodenmann, Christina Breitenstein",German,Research Colloquium 1,Wednesday,Morning,10.25,12.0
"Forschungskolloquium ""Klinische Psychologie und Psychotherapie"" (G16)",200-902a,Colloquium,Ulrike Maria Barbara Ehlert,German,Research Colloquium 1,Thursday,Afternoon,14.0,15.75
Leseliste Slavische Literaturen,480-006a,Independent Study,Tomas Glanc,German,Reading List Slavonic Literatures,N/A,N/A,N/A,N/A
Krisenkommunikation in der digitalen Ära,250-700a,Seminar,"Mark Eisenegger, Daniel Martin Vogler",German,Research Seminar: Strategic Communication,Thursday,Morning,10.25,12.0
"Strategic Communication of Net Zero: Company Reports, Sustainability Claims and",Greenwashing250-700b,Seminar,Nadine Strauss,English,Research Seminar: Strategic Communication,Wednesday,Afternoon,12.25,13.75
Russisch Grundstufe 2 (Tutorat),480-011a,Tutorial,Anna Möhl,German,Russian Basic Level 2,Monday,Afternoon,14.0,15.75
Das schweizerische Mediensystem,254-053a,Course,"Matthias Cédric Brändli, Thomas Häussler, Samuel Studer",German,Switzerland's Media System in Transition,Friday,Afternoon,16.25,18.0
Medienrecht,254-054a,Course,Philip Kübler,German,Communication and Media Law,Monday,Afternoon,16.25,18.0
Werbung,254-056a,Course,Dieter Brecheis,German,Advertising,Friday,Morning,10.25,12.0
Schriftliche Arbeit: Slavistische Sprachwissenschaft (BA): 2,480-033a,Independent Study,Florian Wandl,German,Paper: Slavonic Linguistics (BA): 2,N/A,N/A,N/A,N/A
Schriftliche Arbeit: Slavistische Sprachwissenschaft (BA): 3,480-034a,Independent Study,Florian Wandl,German,Paper: Slavonic Linguistics (BA): 3,N/A,N/A,N/A,N/A
Schriftliche Arbeit: Slavistische Literaturwissenschaft (BA): 1,480-035a,Independent Study,Matthias Meindl,German,Paper: Slavonic Literatures (BA): 1,N/A,N/A,N/A,N/A
Wissenschaftstheorie und Forschungslogik,254-502a,Course,Werner Wirth,German,Theory of Science and Principles of Research,Tuesday,Afternoon,16.25,18.0
Fachdidaktik Geographie III,090GG3,Lecture with Practical Exercises,"Peter Abegglen, Patrik Weiss",German,Subject Didactics Geography III,Wednesday,Afternoon,16.25,18.0
Sustainability now! Inequalities as an obstacle to achieve sustainable development,NJ,Course,"Aline Steinbrecher Frei, Jeannette Monika Behringer",English,Sustainability now! Inequalities as an obstacle to achieve sustainable development,Thursday,Evening,18.25,19.75
Studium Digitale,SD,Course,"Abraham Bernstein, Sarah Rahel Ebling, Sara Irina Fabrikant, Michael Krauthammer, Carolin Strobl, Thomas N. Friemel, Thomas Fritz, Rico Sennrich, Markus Christen, Brigitte Gasser, Sven Helmer, Lea Iris Stahel, Stephanie Volz",German,Studium Digitale,N/A,N/A,N/A,N/A
Methoden der Digital Humanities anwenden und reflektieren,DH,Seminar,Christine Natalie Grundig,German,Methoden der Digital Humanities anwenden und reflektieren,Monday,Afternoon,12.25,13.75
Methoden der Digital Humanities: Automatische Texterkennung (OCR),DH_3,Block Course,Christine Natalie Grundig,German,Methoden der Digital Humanities: Automatische Texterkennung (OCR),N/A,N/A,N/A,N/A
Introductory course in flow cytometry,BIO632,Lecture with Practical Exercises,"Claudia Dumrese, Tatiane Gorski, Priyanikha Jayakumar, Manuel Schulthess-Lutz, Philipp Elmar Schätzle, Mario Wickert",English,BIO 632 Introductory course in flow cytometry,Tuesday,Morning,9.0,14.0
Introductory course in flow cytometry,BIO632,Lecture with Practical Exercises,"Claudia Dumrese, Tatiane Gorski, Priyanikha Jayakumar, Manuel Schulthess-Lutz, Philipp Elmar Schätzle, Mario Wickert",English,BIO 632 Introductory course in flow cytometry,Tuesday,Morning,9.0,14.0
Texte des antiken China,280-053a,Exercise Group,Rafael Suter,German,Ancient China: Texts,Monday,Afternoon,16.25,18.0
Schriftliche Arbeit: Slavistische Literaturwissenschaft (BA): 2,480-036a,Independent Study,Matthias Meindl,German,Paper: Slavonic Literatures (BA): 2,N/A,N/A,N/A,N/A
Schriftliche Arbeit: Slavistische Literaturwissenschaft (BA): 3,480-037a,Independent Study,Matthias Meindl,German,Paper: Slavonic Literatures (BA): 3,N/A,N/A,N/A,N/A
(Wiederholungsprüfung) Wissenschaftstheorie und Forschungslogik,254-502a,Examination,Werner Wirth,German,Theory of Science and Principles of Research,Tuesday,Afternoon,16.25,18.0
Literatur und Historiographie Osteuropas,480-038a,Independent Study,Jeronim Perovic,German,Literature and Historiography of Eastern Europe,N/A,N/A,N/A,N/A
Leseliste Literaturtheorie,480-506a,Independent Study,Matthias Meindl,German,Reading List Literary Theory,N/A,N/A,N/A,N/A
Leseliste Literatur 2. Slavine,480-507a,Independent Study,Tomas Glanc,German,Reading List Literature 2nd Slavonic Language,N/A,N/A,N/A,N/A
Schriftliche Arbeit: Slavistische Sprachwissenschaft (MA): 1,480-531a,Independent Study,Florian Wandl,German,Paper: Slavonic Linguistics (MA): 1,N/A,N/A,N/A,N/A
Schriftliche Arbeit: Slavistische Sprachwissenschaft (MA): 2,480-532a,Independent Study,Florian Wandl,German,Paper: Slavonic Linguistics (MA): 2,N/A,N/A,N/A,N/A
Schriftliche Arbeit: Slavistische Sprachwissenschaft (MA): 3,480-533a,Independent Study,Florian Wandl,German,Paper: Slavonic Linguistics (MA): 3,N/A,N/A,N/A,N/A
Schriftliche Arbeit: Slavistische Literaturwissenschaft (MA): 1,480-534a,Independent Study,Matthias Meindl,German,Paper: Slavonic Literatures (MA): 1,N/A,N/A,N/A,N/A
Schriftliche Arbeit: Slavistische Literaturwissenschaft (MA): 2,480-535a,Independent Study,Matthias Meindl,German,Paper: Slavonic Literatures (MA): 2,N/A,N/A,N/A,N/A
Schriftliche Arbeit: Slavistische Literaturwissenschaft (MA): 3,480-536a,Independent Study,Matthias Meindl,German,Paper: Slavonic Literatures (MA): 3,N/A,N/A,N/A,N/A
Kolloquium Slavistische Linguistik FS24,480-537a,Colloquium,Florian Wandl,German,Colloquium on Master's Thesis,N/A,N/A,N/A,N/A
Kolloquium Slavistische Literaturwissenschaft FS24,480-537a,Colloquium,Tomas Glanc,German,Colloquium on Master's Thesis,N/A,N/A,N/A,N/A
"Literatur, Film, Theater oder Sprache aktuell",480-538a,Independent Study,Sylvia Sasse,German,"Literature, Film, Theater or Language today",N/A,N/A,N/A,N/A
Bachelorarbeit,480-BAa,Student Work,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Masterarbeit,480-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Schlüsseltexte der belarusischen Literatur,480k001a,Seminar,Iryna Herasimovich,German,Key Texts of Belarusian Literature,Friday,Morning,10.25,12.0
"European Avant-Gardes: Migration, Exile, Transfer (online)",480k002a,Seminar,Tomas Glanc,English,"European Avant-Gardes: Migration, Exile, Transfer (online)",Tuesday,Afternoon,14.0,15.75
Die Kanon. Was bleibt? Slavische Literaturen neu gelesen,480k003a,Seminar,Philine Bickhardt,German,The female literary canon. What remains? Slavic literatures revisited,Wednesday,Morning,10.25,12.0
Sprachvertiefung Russisch: Goetheanum und Umfeld. Russischsprachige Künstler:innen,480k004a,Language Course,Olga Burenina-Petrova,Russian,Language Immersion Russian: Goetheanum and Surroundings. Russian-speaking,Monday,Afternoon,14.0,15.75
Geschichte der islamischen Welt ab ca. 1800,306-101a,Course,Tobias Heinzelmann,German,History of the Islamic World from ca. 1800,Tuesday,Afternoon,16.25,18.0
Sprachvertiefung Russisch Lektüre: Literatur der russischen Avantgarde 1910-1920,480k005a,Language Course,Olga Burenina-Petrova,Russian,Language Immersion Russian Reading: Literature of the Russian Avant-Garde,Tuesday,Morning,10.25,12.0
Sprachvertiefung BKMS Lektüre: Zeitgenössische Autorinnen,480k006a,Language Course,Jelena Gall,German,Language Immersion BKMS Reading: Contemporary Female Authors,Thursday,Morning,10.25,12.0
Sprachvertiefung Tschechisch Lektüre: Höhepunkte der zeitgenössischen tschechischen,Prosa480k007a,Language Course,Tomas Glanc,"Czech, German",Language Immersion Czech Reading: Highlights of Contemporary Czech Prose,Monday,Evening,18.25,20.0
Sprachvertiefung Polnisch Lektüre: Polnische Prosa (Erzählungen) des 20. und 21,Jahrhunderts480k008a,Language Course,Karolina Maria Fastyn,"Polish, German",Language Immersion Polish Reading: Polish Prose (Stories) of the 20th and 21st,Wednesday,Afternoon,14.0,15.75
Die West-Slavia und ihre Nachbarn: Verwandtschaft und Sprachkontakt,480k009a,Seminar,Aleksej Tikhonov,German,West Slavia and its Neighbors: Linguistic Relatives and Language Contact,Tuesday,Afternoon,12.25,13.75
"Dialekte des Bosnischen, Kroatischen, Montenegrinischen und Serbischen",480k010a,Seminar,Florian Wandl,German,"Dialects of Bosnian, Croatian, Montenegrin and Serbian",Tuesday,Morning,10.25,12.0
Sprachaufenthalt,480-040a,Independent Study,N/A,German,Language stay,N/A,N/A,N/A,N/A
Imperium und Nation - close reading von Texten der russischen Kultur seit dem 19. Jh.,480k506a,Seminar,Matthias Meindl,German,Empire and Nation - Reading of Theoretical Texts and Texts of Russian Culture since,Thursday,Afternoon,14.0,15.75
Forschungsprojektbeitrag,480k501a,Independent Study,N/A,German,Contribution to a Research Project,N/A,N/A,N/A,N/A
Beitrag zur Lehre,480k502a,Independent Study,N/A,German,Contribution to Teaching,N/A,N/A,N/A,N/A
FD Wirtschaft und Recht V: Komplexe Lehr-/Lernarrangements,090WiRe5,Block Course,Patrick Hunn,German,Subject Didactics Economy and Law V:,Wednesday,Morning,7.5,9.25
"Internship in a BioTech, MedTech or pharmaceutical company",BEP105,Practical Training,Jessica Plucain,German,"BEP 105 Internship in a BioTech, MedTech or pharmaceutical company",N/A,N/A,N/A,N/A
Empirische Sozialforschung,240-003a,Course,Marc Szydlik,German,Empirical Social Research,Wednesday,Afternoon,12.25,13.75
(Wiederholungsprüfung) Empirische Sozialforschung,240-003a,Examination,Marc Szydlik,German,Empirical Social Research,Wednesday,Afternoon,12.25,13.75
Wirtschaft und Gesellschaft,240-005a,Lecture with Practical Exercises,Lea Iris Stahel,German,Economy and Society,Monday,Afternoon,14.0,15.75
(Wiederholungsprüfung) Wirtschaft und Gesellschaft,240-005a,Examination,Lea Iris Stahel,German,Economy and Society,Monday,Afternoon,14.0,15.75
"Forschungskolloquium ""Gesundheitspsychologie des Kindes- und Jugendalters"" (G17)",200-902a,Colloquium,Markus Andreas Landolt,German,Research Colloquium 1,Wednesday,Morning,10.25,12.0
"Forschungskolloquium ""Psychopathologie und Klinische Intervention"" (G18)",200-902a,Colloquium,"Andreas Maercker, Clare Ann Killikelly, Myriam Thoma, Anais Aeschlimann, Rahel Christina Bachem, David Johannes Eberle, Jun Wen",English,Research Colloquium 1,Thursday,Afternoon,14.0,15.75
"Forschungskolloquium ""Klinische Psychologie mit Schwerpunkt",200-902a,Colloquium,"Birgit Watzke, Marie Drüge, Hannah Savion Hesse, Louisa Antonia Maria Anna Jagmetti, Mariia Weber, Markus Wolf","German, English",Research Colloquium 1,Tuesday,Afternoon,14.0,15.75
Statistik II,240-007a,Course,Marco Giesselmann,German,Statistics II,Thursday,Afternoon,12.25,13.75
Primate Behavior - Empirical Research,BIO211,Block Course,Judith Maria Burkart,English,"BIO 211 Primate Behavior and Cognition: Concepts, Methods and Tools",Tuesday,Afternoon,13.0,17.0
