Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
Interdisciplinary Introduction to Machine Learning,ML,Lecture with Practical Exercises,Giacomo Indiveri,English,Interdisciplinary Introduction to Machine Learning
"Qualitative Methoden: analysieren, interpretieren, formulieren (Gruppe 3)",506-023a,Seminar,Todd Mitchell Sekuler,German,Qualitative Analysis and Interpretation
"Schriftliche Arbeit zum Proseminar ""Musik und Architektur in der Frühen Neuzeit: Theorie",760k019a,Independent Study,Tobias Christian Weissmann,German,"Schriftliche Arbeit zum Proseminar ""Musik und Architektur in der Frühen Neuzeit:"
Current trends in progressive schools and classrooms,222Ctp,Seminar,Eliana Maria Brianza,English,Current trends in progressive schools and classrooms
Postdigitale Ästhetik,360k547a,Colloquium,Jan Noël Thon,German,Postdigitale Ästhetik
"""Nichts"" schreiben: Literarische Einsätze der Negation",360-515a,Colloquium,Daniel Müller Nielaba,German,Rhetoric - Poetics - Performance
"""Nichts"" schreiben: Literarische Einsätze der Negation",360-515a,Seminar,Daniel Müller Nielaba,German,Rhetoric - Poetics - Performance
Digitale Religion(en) - Digitale Theologie(n),UZHI_4,Course,Thomas Schlag,"German, English",Digitale Religion(en) - Digitale Theologie(n)
"Interdisziplinärer Kurs ""Gesundheitswesen und Ethik in der Zahnmedizin""",Z_Ethik,Course,Bernd Stadlinger,German,Interdisciplinary Course in Healthcare and Ethics in Dentistry
"Fortpflanzung im Spannungsfeld von Medizin, Religion und Politik",UZHI_5,Course,Linda Alice Bosshart,"German, English","Fortpflanzung im Spannungsfeld von Medizin, Religion und Politik"
Ethical and reflective prompt engineering for ChatGPT and Co.,DSI_GPT,Seminar,Noah Bubenhofer,English,Ethical and reflective prompt engineering for ChatGPT and Co.
Demokratie und Care,245k620a,Seminar,Katrin Meyer,German,Democracy and Care
Moderne und zeitgenössische chinesische Literatur (Einführung),280-101a,Course,Sujie Jin,English,Modern and Contemporary Chinese Literature (Introduction)
OSINT 2: Technical Introduction and Operational Security,DSI_OSI2,Seminar,Markus Christen,English,OSINT 2: Technical Introduction and Operational Security
"Hospitation in der Klinik für Allgemein-, Behinderten- und Seniorenzahnmedizin",ZGER1.2,Exercise Group,Murali Srinivasan,German,"Clinical Propaedeutic Course in Clinic of General, Special Care and Geriatric Dentistry"
Grundlagen der Japanologie: Philologie,290-001b,Exercise Group,Raji Carl Ludwig Steineck,German,Introduction to Japanese Studies
Kanbun,290-502a,Lecture with Practical Exercises,Daniela Tan,German,Kanbun/Kundoku
Using language models to mine public opinion,DSI_ULM,Block Course,Christina Haag,English,Using language models to mine public opinion
Texte zum Naturverständnis in der japanischen Geschichte,290-601a,Exercise Group,Raji Carl Ludwig Steineck,German,Japanese Source Texts: Cursory Reading
Sozial-kognitive Entwicklung,200k202a,Seminar,Stephanie Wermelinger,German,Social-cognitive development
Cognitive and Motivational Development Across Adulthood,200k202b,Seminar,Jasmin Brummer,English,Cognitive and Motivational Development Across Adulthood
Healthy Longevity and Innovation,200k202c,Seminar,Burcu Demiray,English,Healthy Longevity and Innovation
Eine praktische Einführung in die Forschung neuronaler Entwicklungsstörungen,200k202d,Seminar,Nicolas Oliver Langer,German,A hands-on introduction to research of neurodevelopmental disorders
The Psychology of Human-Animal Intergroup Relations,200k303a,Seminar,Christopher James Hopwood,English,The Psychology of Human-Animal Intergroup Relations
"Dishonesty, corruption, and unethical behavior: An introduction to behavioral ethics",200k303d,Seminar,Jörg Alexander J. Gross,English,"Dishonesty, corruption, and unethical behavior: An introduction to behavioral ethics"
Motivation in der Partnerschaft,200k303y,Seminar,Julia Katharina Schäfer,German,Motivation in romantic relationships
Exhaustion and Recovery,200k303z,Seminar,Beatrice-Alexandra Tarapoanca,English,Exhaustion and Recovery
Arbeitsgemeinschaft in Codierungstheorie und Kryptographie,MAT076.1,Student Work,N/A,German,MAT 076 Neuchatel - St.Gallen - Zurich Seminar in Coding Theory and Cryptography
Analysis II,MAT122.1,Course,Corinna Ulcigrai,German,MAT 122 Analysis II
"Übungen Analysis II, Gr. 1",MAT122.2,Exercise Group,N/A,German,MAT 122 Analysis II
Stochastik,MAT901.1,Course,Jean Bertoin,German,MAT 901 Stochastics
Zahlentheorie (MA S420),MAT153.1,PHZH SEK I Module,Franz X. Müller,German,MAT 153 Number Theory
UE/TU Zahlentheorie (MA S420),MAT153.2,PHZH SEK I Module,Franz X. Müller,German,MAT 153 Number Theory
Stochastik für die Naturwissenschaften,MAT183.1,Course,Christoph Luchsinger,German,MAT 183 Stochastics for Natural Sciences
"Übungen Stochastik für die Naturwissenschaften, Gruppe Mi",MAT183.2,Exercise Group,N/A,German,MAT 183 Stochastics for Natural Sciences
"Übungen Stochastik für die Naturwissenschaften, Gruppe Fr (Englisch)",MAT183.2,Exercise Group,N/A,English,MAT 183 Stochastics for Natural Sciences
Talks in mathematical physics,MAT074.1,Seminar,N/A,German,MAT 074 Talks in mathematical physics
Seminar über stochastische Prozesse,MAT971.1,Seminar,N/A,German,MAT 971 Seminar on stochastic processes
Zurich Colloquium in Mathematics,MAT070.1,Colloquium,N/A,German,MAT 070 Zurich Colloquium in Mathematics
Zurich Graduate Colloquium,MAT075.1,Colloquium,N/A,German,MAT 075 Zurich Graduate Colloquium
Fragestunde Stochastik für die Naturwissenschaften,MAT183.3,Exercise Group,N/A,German,MAT 183 Stochastics for Natural Sciences
"Übungen Stochastik für die Naturwissenschaften, Gruppe Do",MAT183.2,Exercise Group,N/A,German,MAT 183 Stochastics for Natural Sciences
Lineare Algebra II,MAT112.1,Course,Andrew Kresch,German,MAT 112 Linear Algebra II
Numerik I für Mathematik,MAT801.1,Course,Rémi Abgrall,English,MAT 801 Numerics I
Übungen Stochastik Gr. 1,MAT901.2,Exercise Group,N/A,German,MAT 901 Stochastics
Übungen Stochastik Gr. 2,MAT901.2,Exercise Group,N/A,German,MAT 901 Stochastics
Übungen Stochastik Gr. 3,MAT901.2,Exercise Group,N/A,German,MAT 901 Stochastics
Übungen Lin. Algebra II Ausweichgruppe,MAT112.2,Exercise Group,Andrew Kresch,German,MAT 112 Linear Algebra II
Übungen Lin. Algebra II Gr. 1,MAT112.2,Exercise Group,Andrew Kresch,German,MAT 112 Linear Algebra II
Übungen Lin. Algebra II Gr. 2,MAT112.2,Exercise Group,Andrew Kresch,German,MAT 112 Linear Algebra II
Übungen Lin. Algebra II Gr. 3,MAT112.2,Exercise Group,Andrew Kresch,German,MAT 112 Linear Algebra II
Übungen Numerik I für Mathematik Gr. 2,MAT801.2,Exercise Group,N/A,English,MAT 801 Numerics I
Übungen Numerik I für Mathematik Gr. 1,MAT801.2,Exercise Group,N/A,English,MAT 801 Numerics I
"Übungen Analysis II, Gr. 2",MAT122.2,Exercise Group,N/A,German,MAT 122 Analysis II
"Übungen Analysis II, Gr. 3",MAT122.2,Exercise Group,N/A,German,MAT 122 Analysis II
"Zwangsspektrumsstörungen – zwischen Vergleichen, Kontrollieren und",Impulskontrollschwierigkeiten200k404b,Seminar,Tanja Roth,German,"Obsessive–compulsive spectrum - between comparing, checking, and impulse control"
"Übungen Analysis II, Ausweichgruppe",MAT122.2,Exercise Group,N/A,German,MAT 122 Analysis II
Analysis für die Chemie,MAT184.1,Course,Reinhard Furrer,German,MAT 184 Analysis for Chemistry
Übungen Analysis für die Chemie Gr.1,MAT184.2,Exercise Group,N/A,German,MAT 184 Analysis for Chemistry
Analysis II für Physik,MAT132.1,Course,Anna Beliakova,German,MAT 132 Analysis II for Physics
Übungen Analysis II für Physik,MAT132.2,Exercise Group,Anna Beliakova,German,MAT 132 Analysis II for Physics
Oberseminar: Algebraische Geometrie,MAT770.1,Seminar,N/A,English,MAT 770 Graduate Seminar: Algebraic Geometry
Geometrie-Seminar,MAT772.1,Seminar,N/A,English,MAT 772 Seminar on Geometry
Zurich Colloquium in Applied and Computational Mathematics,MAT870.1,Seminar,N/A,English,MAT 870 Zurich Colloquium in Applied and Computational Mathematics
R-Kurs Stochastik für NW (fakultativ),MAT183.2,Exercise Group,N/A,German,MAT 183 Stochastics for Natural Sciences
Fragestunde Stochastik für die Naturwissenschaften,MAT183.3,Exercise Group,N/A,German,MAT 183 Stochastics for Natural Sciences
Übungen Numerik I für Mathematik Gr. 3,MAT801.2,Exercise Group,N/A,English,MAT 801 Numerics I
Lineare Algebra II für Physik,MAT142.1,Course,Lennart Döppenschmitt,German,MAT 142 Linear Algebra II for Physics
Übungen Lineare Algebra II für Physik,MAT142.2,Exercise Group,Lennart Döppenschmitt,German,MAT 142 Linear Algebra II for Physics
Übungen Analysis für die Chemie Gr.2,MAT184.2,Exercise Group,N/A,German,MAT 184 Analysis for Chemistry
Ergodic Theory and Dynamical Systems Seminar,MAT760.1,Seminar,N/A,English,MAT 760 Ergodic Theory and Dynamical Systems Seminar
Seminar on Galois theory,MAT592.1,Seminar,Andrew Kresch,English,MAT 592 Seminar on Galois theory
1st year study center,MAT112.3,Exercise Group,Andrew Kresch,English,MAT 112 Linear Algebra II
Analysis II First Year Study Center,MAT122.3,Exercise Group,N/A,German,MAT 122 Analysis II
Complex Analysis,MAT604.1,Course,Claire Burrin,English,MAT 604 Complex Analysis
Exercises Complex Analysis,MAT604.2,Exercise Group,N/A,English,MAT 604 Complex Analysis
Foundations of Mathematics II (MA.S420),MAT151.1,PHZH SEK I Module,Claudia Carla Maria Albertini Schorn,German,Fundamentals of Mathematics II (MA.S420)
Exercices Foundations of Mathematics II (MA.S420),MAT151.2,PHZH SEK I Module,N/A,German,Fundamentals of Mathematics II (MA.S420)
Tutorial Foundations of Mathematics II (MA.S420),MAT151.3,PHZH SEK I Module,N/A,German,Fundamentals of Mathematics II (MA.S420)
Statistics for Mathematicians,MAT903.1,Course,Alexandre Dominique Bovet,English,MAT 903 Statistics for Mathematicians
Exercises Statistics for Mathematicians,MAT903.2,Exercise Group,N/A,English,MAT 903 Statistics for Mathematicians
Introduction to mathematical finance,MAT519.1,Course,Delia Coculescu,English,MAT 519 Introduction to mathematical finance
Exercises Introduction to Mathematical Finance Gr 1,MAT519.2,Exercise Group,N/A,English,MAT 519 Introduction to mathematical finance
Exercises Introduction to Mathematical Finance Gr.2,MAT519.2,Exercise Group,N/A,English,MAT 519 Introduction to mathematical finance
Tutor*innenqualifikations-Programm für Mathematik,MAT020,Tutorial,N/A,"German, English",MAT 020 tutor qualification program in Mathematics
Verhaltensmedizinische Aspekte der weiblichen Reproduktion,200k404c,Seminar,Jessica Grub,German,Biopsychosocial aspects of female reproduction
Mental Health Across Cultures,200k404e,Seminar,Amber Gayle Thalmayer,English,Menthal Health Across Cultures
Psychopathologie im Film,200k404f,Seminar,Andreas Maercker,German,Psychopathology in the movies
"Personality disorders – Theories, findings and therapeutic possibilities",200k404x,Seminar,Rita Tatiana Amiel Castro Meyer,English,"Personality disorders – Theories, findings and therapeutic possibilities"
Gästekolloquium DeNC,200k520a,Colloquium,Moritz Daum,"German, English",Guest Colloquium DeNC
Gästekolloquium SEOP,200k530a,Colloquium,Martin Kleinmann,"German, English",Guest Colloquium SEOP
Gästekolloquium HEA,200k540a,Colloquium,Birgit Watzke,"German, English",Guest Colloquium HEA
Selbstkontrolle und Selbstregulation,200k550a,Seminar,Sebastian Ferdinand Bürgler,German,Self-control and self-regulation
Basic German 2; A1,_D_B_12,Language Course,Melanie Kutz,German,Basic German 2; A1
Methoden einer Entwicklungspsychologie der Lebensspanne,200k701b,Seminar,Mike Martin,German,Methods of a lifespan developmental psychology
Humans versus algorithms: When minds meet machines in the domain of forecasting,200k551a,Seminar,Renato Frey,English,Humans versus algorithms: When minds meet machines in the domain of forecasting
Interpersonal Psychology,200k552a,Seminar,Christopher James Hopwood,English,Interpersonal Psychology
Gesundheitsförderung über die Lebensspanne,200k553a,Seminar,Walter Johann Bierbauer,German,Health promotion across the lifespan
Psychologische Grundlagen der Veränderung umweltrelevanter Verhaltensweisen,200k571a,Seminar,Robert Tobias,German,Psychological Foundations of changing environmental behaviours
Typical and atypical brain development,200k572a,Seminar,Nora M. Raschle,English,Typical and atypical brain development
Uncertainty: Fundamentals and social significance,200k583a,Seminar,Simone Sebben,English,Uncertainty: Fundamentals and social significance
Personality stability and change across the lifespan,200k590a,Seminar,Peter Martin Hähner,English,Personality stability and change across the lifespan
Einführung in die Pharmakopsychologie,200k591,Seminar,Boris B. Quednow,German,Introduction into Pharmacopsychology
Beyond the clock: Time Perception in the Brain,200k574a,Seminar,Yifan Zeng,English,Beyond the clock: Time Perception in the Brain
Umsetzung und Auswertung von neurophysiologischen Experimenten,200k576a,Seminar,Marius Franz Tröndle,German,Designing and analyzing neurophysiological experiments
Eyewitness memory and interviewing,200k577a,Seminar,Tuule Grolig,English,Eyewitness memory and interviewing
Language and Thought,200k578a,Seminar,Basil Christoph Preisig,English,Language and Thought
New Frontiers in Youth Research: Unhealthy and Risky Behaviors During Adolescence,200k579a,Seminar,Lilly Shanahan,English,New Frontiers in Youth Research: Unhealthy and Risky Behaviors During Adolescence
Ambulatory Assessment Methoden zur Erfassung der Gesundheit im Alltag,200k581a,Seminar,Konstantin Schenkel,German,Ambulatory Assessment Methods for assessing health in everyday life
Brush up on stats! Praktische Datenanalyse mit R,200k582a,Seminar,Rüdiger Georg Mutz,German,Brush up on stats! Practical Data Analysis with R
Spezielle Themen - Psychische Störungen im Kindes- und Jugendalter,200k593a,Seminar,Susanne Walitza,German,Special topics - Mental disorders in childhood and adolescence
Einführung in die therapeutische Gesprächsführung,200k594a,Seminar,David E. Altenstein-Yamanaka,German,Basics of psychotherapeutical communication skills
Praktische Datenanalyse mit SPSS und R,200k598a,Seminar,Julia Anna Kopf,German,Applied data analysis with SPSS and R
Monolingualer und bilingualer Spracherwerb im Vergleich,200k701a,Seminar,Sebastian Sauppe,German,The effects of monolingual and bilingual language acquisition
Gesundheitsverhalten aus psychobiologischer Sicht,200k702p,Seminar,Julia Jeannine Schmid,German,Health behavior from a psychobiological perspective
Development in the context of school and education,200k703a,Seminar,Nicola Sabrina Beck,English,Development in the context of school and education
Cutting Edge Advances in Cognitive Psychology &amp; Open Science,200k703b,Seminar,Caro Beatrice G Hautekiet,English,Cutting Edge Advances in Cognitive Psychology &amp; Open Science
Stress: Prävention und Bewältigung in Theorie und Praxis,200k703e,Seminar,Urte Scholz,German,Stress: prevention and management in theory and practice
Italiano A2,_I_A2,Language Course,Mara Sangoi,Italian,Italiano A2
Italiano A2-B1: Grammatica in contesto comunicativo,_I_GA2B1,Language Course,Mara Sangoi,German,Italiano A2-B1: Grammatica in contesto comunicativo
Italiano B1 (Parte II),-I-2,Language Course,Nicoletta Rivetto,Italian,Italiano B1 (Parte II)
Konstruktion und Moderation von Verhaltenstrainings,200k703f,Seminar,Andreja Wirz,German,Training Design and Facilitation
An Introduction to Social Dilemmas and Human Cooperation,200k701e,Seminar,Filippo Toscano,English,An Introduction to Social Dilemmas and Human Cooperation
Social relationships and health,200k701f,Seminar,Timon Witold Jannik Elmer,English,Social relationships and health
Der praktische Nutzen der Sozialpsychologie in Psychotherapie und Coaching,200k701g,Seminar,Anna Lisa Aydin,German,The practical use of socialpsychological research in psychotherapy and coaching
Psychische Störungen im Kindes- und Jugendalter,200k701j,Course,Guy Bodenmann,German,Psychological disorders in children and adolescents
Successful Development Across Adulthood,200k702a,Seminar,Zita Mayer,English,Successful Development Across Adulthood
Memory through the ages,200k702b,Seminar,Charline Peylo,English,Memory through the ages
Personnel Psychology,200k702e,Course,Anna Luca Stuart,English,Personnel Psychology
Diagnostik und Prävention bei Paaren,200k702j,Seminar,Mirjam Kessler,German,Diagnostics and prevention with couples
Ätiologie und Diagnostik und Behandlung bei ausgewählten Störungen in der,Verhaltensmedizin200k702k,Seminar,Susanne Fischer,German,"Aetiology, diagnostics and therapy of selected disorders in behavioural medicine"
"Aktuelle Themen: Fokus auf Psychosen, Sucht und Persönlichkeitsstörungen (Seminar",200k702l,Seminar,Andreas Maercker,German,"Current Topics: Focus on psychoses, substance abuse, and personality disorder"
"Psychotherapieforschung – Konzepte, Methoden, aktuelle Befunde",200k702m,Seminar,Markus Wolf,German,"Psychotherapy Research – Concepts, Methods, Evidence"
Verhaltenstherapeutische Methoden zur Behandlung von Störungen im Kindes- und,Jugendalter200k702n,Seminar,Guy Bodenmann,German,Methods of cognitive-behavioral therapy with children and adolescents
Biopsychologische Methoden A,200k702o,Seminar,Janek Simon Lobmaier,German,Biopsychological methods A
Kommunikation mit Menschen und Maschinen,360-105b,Seminar,Christa Dürscheid,German,Analyzing language empirically: Present- day language
History of the English Language 2: Focus on Middle English (Group 1: Foreign Influences,440-110a,Seminar,Marina Asian Caparros,English,History of the English Language 2: Focus on Middle English
History of the English Language 2: Focus on Middle English (Group 2: Middle English,440-110a,Seminar,Johanna Letizia Vogelsanger,English,History of the English Language 2: Focus on Middle English
History of the English Language 2: Focus on Middle English (Group 3: Animals in Middle,440-110a,Seminar,Annina Seiler Rübekeil,English,History of the English Language 2: Focus on Middle English
History of the English Language 2: Focus on Middle English (Group 4: Travelling and,440-110a,Seminar,Nicole Studer,English,History of the English Language 2: Focus on Middle English
History of the English Language 2: Focus on Middle English (Group 5: Poetical,440-110a,Seminar,Lorenzo Moretti,English,History of the English Language 2: Focus on Middle English
History of the English Language 2: Focus on Middle English (Group 6: Love and Chivalry,440-110a,Seminar,Eva Maria Zehentner,English,History of the English Language 2: Focus on Middle English
History of the English Language 2: Focus on Middle English: Focus on Middle English,440-110a,Course,Lorenzo Moretti,English,History of the English Language 2: Focus on Middle English
A: Grapholinguistics,440-123a,Seminar,Annina Seiler Rübekeil,English,Focus on Variation and Change
B: Old English Metrics and the Language of Poetry,440-123a,Seminar,William Oliver Brockbank,English,Focus on Variation and Change
C: Morphosyntactic Change,440-123a,Seminar,Eva Maria Zehentner,English,Focus on Variation and Change
A: Chunking,440-124a,Seminar,Simone Eveline Pfenninger,English,Focus on Language and the Mind
B: Learner Language and SLA,440-124a,Seminar,Hans Martin Lehmann,English,Focus on Language and the Mind
A: Undiscovered Countries: Depth Psychology and Postcolonial Critique,440-225a,Seminar,Martin Mühlheim,English,Literary and Cultural Analysis: Introduction to Theory
B: Queer Theory,440-225a,Seminar,Alan Kieran Mattli,English,Literary and Cultural Analysis: Introduction to Theory
A: Private Histories: The Rise of the First-Person Narrative,440-226a,Seminar,Anne-Claire Daniele Michoux,English,Literary and Cultural Analysis: Texts and Their Afterlives
B: Impostors,440-226a,Seminar,Fritz Gutbrodt,English,Literary and Cultural Analysis: Texts and Their Afterlives
A: Beyond the Page: Unveiling the Metafictional Landscape,440-227a,Seminar,Kim Sandra Robe,English,Literary and Cultural Analysis: Intermediality
B: Meet the Tudors: Historical Fictions and the Court of Henry VIII,440-227a,Seminar,Antoinina Bevan Zlatar,English,Literary and Cultural Analysis: Intermediality
A: Race in the Renaissance,440-228a,Seminar,Sophie Emma Battell,English,Literary and Cultural Analysis: (Post-)Colonial Perspectives
B: The Imperial Gothic,440-228a,Seminar,Barbara Straumann,English,Literary and Cultural Analysis: (Post-)Colonial Perspectives
Ipotesi Roma (ETH),410k035a,Course,Lorenzo Romito,Italian,Hypothesis Rome (ETH)
Die Kunst der Zusammenarbeit: Wissenschaftliche Erkenntnisse nutzen um effektive,gestalten200k703g,Seminar,Jan B. Schmutz-Henestrosa,German,The art of collaboration: using scientific insights to create effective teams
Self-control in daily life across the lifespan,200k703h,Seminar,Mathias Allemand,German,Self-control in daily life across the lifespan
Verhaltenstherapie mit Paaren: Hintergründe und Praxis,200k703j,Seminar,Guy Bodenmann,German,Couple therapy: Theoretical background and methods
"Achtsamkeit, Werteorientierung und Klärungsorientierung: Ansätze einer modernen",Verhaltenstherapie200k703k,Seminar,Marie Drüge,German,"Mindfulness, value orientation, and clarification orientation: approaches to modern"
Ätiologie und Diagnostik psychischer Störungen aus verhaltenstherapeutischer Sicht,200k703l,Seminar,Ulrike Maria Barbara Ehlert,German,Etiological concepts and diagnostic procedures of psychiatric disorders from the
Psychotherapeutische Behandlung emotionaler Störungen,200k703m,Seminar,Birgit Kleim,German,Advances and new technologies in understanding and treating PTSD
Fallbezogenes Lernen in der Psychopathologie,200k703o,Seminar,Myriam Thoma,German,Case-related learning in psychopathology I
Game-based Learning - Entwicklung von interdisziplinären Lernspielen,GBL,Seminar,Roland Schläfli,German,Game-based Learning - Entwicklung von interdisziplinären Lernspielen
Grundlagen der Kinderpsychotraumatologie,200k703p,Seminar,Markus Andreas Landolt,German,Child Psychotraumatology: Basics
Vom castrum zum castellum: Burgen und verwandte Bauformen. Archäologie und,Architektur640k035a,Course,Elias Flatscher,German,From castrum to castellum: archaeology and architecture of castles and similar
Bachelorarbeit,640-BAa,Student Work,Bärbel Küster,German,Bachelor's Thesis
Masterarbeit,640-MAa,Student Work,N/A,German,Master's Thesis
Forschungskolloquium,640k526a,Colloquium,Tristan Antoine Helmut Weddigen,English,Colloquium
Farbe. Materialität und Wirkung,640-019a,Exercise Group,Joris van Gastel,German,Exercise in Front of Originals
"Navigating Economic Sanctions: Effectiveness, Rationales, and Global Implications",615-010a,Seminar,Thies Niemeier,English,International Politics (Seminar)
Race in International Relations,615-010a,Seminar,Shuting Ling,English,International Politics (Seminar)
Fifty Shades of Democracy,615-012a,Seminar,Robin Tashi Gut,German,Democracy Studies (Seminar)
Bachelorarbeit,615-BAa,Student Work,N/A,German,Bachelor's Thesis
Frieden und Konflikt in den Internationalen Beziehungen,615-BAa,Seminar,Manuela Spindler,German,Bachelor's Thesis
International Economic Institutions,615-BAa,Seminar,Tuuli-Anna Saaria Huikuri,English,Bachelor's Thesis
Governance und Demokratie,615-BAa,Seminar,Sonam Palmo Brunner,German,Bachelor's Thesis
European Integration,615-BAa,Seminar,Jonathan B. Slapin,English,Bachelor's Thesis
Parliaments and Democracy,615-BAa,Seminar,Felipe Arturo Perilla Reyes,English,Bachelor's Thesis
Political Mobilization and Violence,615-BAa,Seminar,Maria Belen Gonzalez,English,Bachelor's Thesis
Fallkolloquium in Seniorenzahnmedizin,ZGERM2.1,Colloquium,Murali Srinivasan,German,Clinical Course in Gerontology and Geriatric Dentistry
Repetitorium in Seniorenzahnmedizin und Geriatrie,P_GER,Revision Course,Murali Srinivasan,German,"Revision, Lectures of 5th Study Year of Dental Medicine"
"Klinischer Kurs, 4 Tage Hospitation in der mobilen Zahnklink mobiDent",ZGERM2.2,Exercise Group,Murali Srinivasan,German,Clinical Course in Gerontology and Geriatric Dentistry
3 Halbtage Hospitation im Stadtspital Waid,ZGERM2.7,Exercise Group,Otto Meyer,German,Clinical Course in Gerontology and Geriatric Dentistry
"Einführung in Pfadanalyse, konfirmatorische Faktorenanalyse und",R200k800a,Seminar,Daniel Seddig,German,"Introduction to path analysis, confirmatory factor analysis, and structural equation"
Organisms of the tidal coast: Algae and invertebrates,BIO239,Block Course,Ueli Grossniklaus,German,BIO 239 Organisms of the tidal coast: Algae and invertebrates
Plant cell wall development,BIO287,Block Course,Christoph Ringli,German,BIO 287 Plant cell wall development
Aquatic microbial ecology,BIO290,Block Course,Jakob Pernthaler,German,BIO 290 Aquatic microbial ecology
Human and veterinary medical Bacteriology,BIO292,Block Course,Hubert Hilbi,German,BIO 292 Human and veterinary medical Bacteriology
Reading List and Oral Exam,645-501a,Independent Study,Tristan Antoine Helmut Weddigen,English,Elements of Art History in the Global Context
Der Körper in der Kunst der Frühen Neuzeit,640-009a,Seminar,Joris van Gastel,German,Specialisation in Art History of the Early Modern Period
Herrschaftssitze im Mittelalter - zwischen Sicherheit und Repräsentation,640-506a,Seminar,Carola Jäggi,German,Architecture of the Middle Ages
Forschungskolloquium,640k527a,Colloquium,Carola Jäggi,German,Colloquium
Morphologie,272-002a,Lecture with Practical Exercises,Borja Herce Calleja,English,Morphology
Syntax,272-004a,Lecture with Practical Exercises,Erika Claudia Just,German,Syntax
Wissenschaftliches Schreiben in der Linguistik,272-005a,Exercise Group,Guido Marvel Linders,English,Scientific Writing in Linguistics
Dynamik sprachlicher Vielfalt,272-007a,Course,Catalina Torres Orjuela,"German, English",Dynamics of Linguistic Diversity
Sprachentwicklung,272-014a,Course,Jekaterina Mazara,"German, English",Language Development
Historische Kontextualisierung von Sprachdaten,272-019a,Course,Paul Widmer,German,Historical Contextualization of Linguistic Data
Linguistische Datenwissenschaft,272-015a,Exercise Group,Taras Zakharko,German,Linguistic Data Science
Schriftliche Arbeit zur Dynamik sprachlicher Vielfalt,272-009a,Independent Study,N/A,German,Written Paper in Dynamics of Linguistic Diversity
Schriftliche Arbeit zur Indogermanistik,272-010a,Independent Study,N/A,German,Written Paper in Indo-European Linguistics
Schriftliche Arbeit zu Sprache und kognitiven Prozessen,272-011a,Independent Study,N/A,German,Written Paper in Language and Cognitive Processes
Schriftliche Arbeit zur Sprachentwicklung,272-012a,Independent Study,N/A,German,Written Paper in Language Development
Schriftliche Arbeit zu Sprache im Kontext,272-020a,Independent Study,N/A,German,Written Paper in Language in Context
Nicht-(Indo-)Europäische Sprache,272k033a,Independent Study,Lena Dorothea Elisabeth Zipp,"German, English",Non-(Indo-)European Language
Exkursion: Die Villen Andrea Palladios,640k036a,Field Trip,N/A,German,Excursion
Neapel,640k037a,Field Trip,Tristan Antoine Helmut Weddigen,German,Excursion
Die Handzeichnung im künstlerischen Prozess vor 1850: Von der Skizze zum Gemälde,640-021a,Seminar,N/A,German,Specialisation in Graphic Arts of the Middle Ages and the Early Modern Period
Die Schweizer Handzeichnung 1750-1850,640k038a,Exercise Group,Michael Matile,German,The Swiss Hand Drawing 1750-1850
Implementing and analysing experiments in PsychoPy and R,271k501a,Exercise Group,N/A,English,Implementing and analysing experiments in PsychoPy and R
Observing language in social networks,271k502a,Exercise Group,Carlota De Benito Moreno,English,Observing language in social networks
Konzept/Kunst/Fotografie: Konzeptuelle Ansätze im Umgang mit Fotografie seit 1960 bis,heute640-011a,Seminar,Daniel Berndt,German,Contemporary Art and Media
"""Icons of Life"". Bilder und Interkorporalität von Leonardo bis zum Reagenzglas",640-016a,Seminar,Laura Valterio,German,Theoretical and Methodological Positions in Art
"Traces, Lines, Trajectories: History and Memory of Slavery in Contemporary Art",645-502a,Seminar,Elvan Zabunyan,English,Current Discourses in Global Art History
The Discreet Charm of the Bourgeoisie: Class and Classism in Art and Theory,645-503a,Seminar,Charlotte Juliette Matter,English,Transcultural Methods and Postcolonial Theories
Grundlagen der Fotografiegeschichte,640-012a,Seminar,Stella Sybille Jungmann,German,Theory and History of Photography
Kontinuumsmechanik,PHY352.1,Course,Manfred Sigrist,English,PHY 352 Continuum mechanics
Particle Physics Seminar,PHY007.1,Seminar,Thomas Gehrmann,English,PHY 007 Particle  Physics Seminar
Proseminar Theoretische Physik,PHY391.1,Proseminar,Max Frederik Zoller,English,PHY 391 Proseminar Theoretical Physics
Theoretisch-physikalisches Seminar,PHY005.1,Seminar,Thomas Gehrmann,English,PHY 005 The Zurich Theoretical Physics Colloquium
Übungen Elektrodynamik,PHY321.2,Exercise Group,N/A,English,PHY 321 Electrodynamics
Elektrodynamik,PHY321.1,Course,Stefano Pozzorini,English,PHY 321 Electrodynamics
Übungen Kontinuumsmechanik,PHY352.2,Exercise Group,Manfred Sigrist,"German, English",PHY 352 Continuum mechanics
Advanced Field Theory,PHY572.1,Course,Ramasubramanian Chitra,English,PHY 572 Advanced Field Theory
Exercises Advanced Field Theory,PHY572.2,Exercise Group,Ramasubramanian Chitra,German,PHY 572 Advanced Field Theory
QCD: Theory and Experiment,PHY561,Block Course,N/A,German,PHY 561 QCD: Theory and Experiment
Physikalisches Kolloquium,PHY002.1,Colloquium,Laura Baudis,English,PHY 002 The Zurich Physics Colloquium
Praktikum für Nebenfachstudierende,PHY102.1,Practical Training,Katharina Müller,German,PHY 102 Physics Lab for Minor Students
