Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module
PT Liturgics Training: Evensong,24SU022,Exercise Group,Ralph Kunz,German,PT Liturgik Übung: Evensong
PT Übung: Seelsorge-Übung für Theologiestudierende,24SU004,Exercise Group,Markus Naegeli,German,PT: Pastoral care exercise for Spring semester theology students 2021
PT: Practical Theological Research Seminar,24SF012,Seminar,Ralph Kunz,German,PT: Praktisch-theologisches Forschungsseminar
PT: Religious Education Colloquium,24SF013,Seminar,Thomas Schlag,German,PT: Religionspädagogisches Kolloquium
NT lecture: The letter to the Romans,15SV017,Course,Stefan Krauter,German,NT Vorlesung: Der Römerbrief
NT Lecture: New Testament Pneumatology,15SV018,Course,Michael Reno Jost,German,NT Vorlesung: Neutestamentliche Pneumatologie
NT Seminar: Acts,15SS032,Seminar,Stefan Krauter,German,NT Seminar: Apostelgeschichte
NT/PT Seminar: Death and Resurrection of Jesus,15SS033,Seminar,Thomas Schlag,German,NT/PT Seminar: Tod und Auferstehung Jesu
NT Seminar: The Prologue of the Gospel of John,15SS034,Seminar,Jörg Frey,German,NT Seminar: Der Johannesprolog
NT Research Seminar,15SF009,Seminar,Jörg Frey,German,NT Forschungsseminar
"QO Dialekte des Deutschen aus sprachtypologischer Sicht (Fortsetzung aus letztem Sem.,",360-502a,Seminar,N/A,German,History of Language and Communication
"QO Kommunikation mit und durch Schrift (Fortsetzung aus letztem Semester, nicht",360-503a,Seminar,N/A,German,Present-day language
QO Alterslyrik. Formen literarischer Ich-Inszenierung in de_erne (Fortsetzung aus letztem,360-509a,Seminar,N/A,German,Literary Forms
"QO Kunst in der Literatur (Fortsetzung aus letztem Semester, nicht separat buchbar)",360-510a,Seminar,N/A,German,Cultural Dimensions
AT Seminar: Jewish Apocalypticism in the Hellenistic Levant,14SS031,Seminar,Yonatan Ben Dov,English,AT Seminar: Jewish Apocalypticism in the Hellenistic Levant
"QO Heilen. Vom Gesund- und Kranksein erzählen (Fortsetzung aus letztem Semester, nicht",buchbar360-514a,Colloquium,Hildegard E. Keller,German,Practical Medieval Studies
Masterarbeit,360-MAa,Student Work,N/A,German,Master's Thesis
Masterarbeit,370-MAa,Student Work,N/A,German,Master's Thesis
Masterarbeit,380-MAa,Student Work,N/A,German,Master's Thesis
Lecturas de Literatura Española,427-006a,Independent Study,Itziar Lopez Guil,Spanish,Readings of Spanish Literature
Mitarbeit in Forschungsprojekt bei Datenaufbereitung und - analyse,226-514a,Practical Training,N/A,German,Assistance in Research Project: Data Processing and Data Analysis
Entwicklung und Lernen,226-019a,Course,Marcin Jakub Tomasik,German,Development and Learning
"Entwicklung und Lernen, Gruppe A",226-019a,Exercise Group,Kai Jiro Schudel,German,Development and Learning
"Entwicklung und Lernen, Gruppe B",226-019a,Exercise Group,Hannah Maeve Lydia Bolten,German,Development and Learning
"Entwicklung und Lernen, Gruppe C",226-019a,Exercise Group,Flurin Gotsch,German,Development and Learning
"Entwicklung und Lernen, Gruppe D",226-019a,Exercise Group,Kai Jiro Schudel,German,Development and Learning
"Entwicklung und Lernen, Gruppe E",226-019a,Exercise Group,Flurin Gotsch,German,Development and Learning
Berufs- und Wirtschaftspädagogik,226-018a,Course,Doreen Flick-Holtsch,German,Vocational Education and Training and Economic Education
"Berufs- und Wirtschaftspädagogik, Gruppe A",226-018a,Exercise Group,Claudia Zimmermann,German,Vocational Education and Training and Economic Education
"Berufs- und Wirtschaftspädagogik, Gruppe B",226-018a,Exercise Group,Talia May Lin Stadelmann,German,Vocational Education and Training and Economic Education
"Berufs- und Wirtschaftspädagogik, Gruppe C",226-018a,Exercise Group,Silja Elisabeth Berthe Rohr-Mentele,German,Vocational Education and Training and Economic Education
"Bildung, Heterogenität, Inklusion",226-006a,Course,Elisabeth Moser Opitz,German,Inclusive Education and Heterogeneity
"Bildung, Heterogenität, Inklusion, Gruppe A",226-006a,Exercise Group,Bettina Kunz,German,Inclusive Education and Heterogeneity
"Bildung, Heterogenität, Inklusion, Gruppe B",226-006a,Exercise Group,Mireille Cécile Tabin,German,Inclusive Education and Heterogeneity
"Bildung, Heterogenität, Inklusion, Gruppe C",226-006a,Exercise Group,Manuela Monika Foster,German,Inclusive Education and Heterogeneity
"Bildung, Heterogenität, Inklusion, Gruppe D",226-006a,Exercise Group,Manuela Monika Foster,German,Inclusive Education and Heterogeneity
Soziale Ungleichheit,226-011a,Course,Franz Zahradnik,German,Social Inequality
Basic German 1; A1: Intensive Course,_D_GBIK,Language Course,Katharina Gemperle,German,Basic German 1; A1: Intensive Course
Vertiefung Theorien der Gender Studies,245-501a,Seminar,Katrin Meyer,German,Theories in Gender Studies (Consolidation)
Basic German 2-5; A1-A2: Intensive Course,Course,N/A,Petra Blöchlinger,German,Basic German 2-5; A1-A2: Intensive Course
Intensivkurs Deutsch als Fremdsprache; Niveau B (German),_D_IKDB,Language Course,Claudio Consani,German,Intensivkurs Deutsch als Fremdsprache; Niveau B (German)
Vertiefung Theorien der Gender Studies: Tutorat,245-501a,Tutorial,Katrin Meyer,German,Theories in Gender Studies (Consolidation)
Geschlechterforschung in der Praxis (Hausarbeit),245-650a,Independent Study,Bettina Dennerlein,German,Gender Studies in Practice (Written Paper)
Deutsch sprechen im realen Kontext; B2,_D_RealK,Language Course,Frank Kauffmann,German,Deutsch sprechen im realen Kontext; B2 (German)
Dialektverstehen und Deutsch im Schweizer Alltag B2-C1,_D_Diale,Language Course,Frank Kauffmann,German,Dialektverstehen und Deutsch im Schweizer Alltag; B2-C1 (German)
"Erweiterung des Wortschatzes; Vorlesung mit Uebungen, A2-B1 (German)",_D_ErWoV,Language Course,Frank Kauffmann,German,"Erweiterung des Wortschatzes; Vorlesung mit Uebungen, A2-B1 (German)"
"Deutsch lesen, schreiben und sprechen; B1",_D_ZLSS,Language Course,Frank Kauffmann,German,"Deutsch lesen, schreiben und sprechen; B1"
Kommunizieren auf Deutsch; B2,_D_ZKomm,Language Course,Ursina Tones,German,Kommunizieren auf Deutsch; B2
"Grundgrammatik; Vorlesung und Übungen, A2-B1 (German)",_D_Grugr,Language Course,Frank Kauffmann,German,"Grundgrammatik; Vorlesung und Übungen, A2-B1 (German)"
"Soziale Ungleichheit, Gruppe A",226-011a,Exercise Group,Franziska Buser,German,Social Inequality
"Soziale Ungleichheit, Gruppe B",226-011a,Exercise Group,Franziska Schlattmeier,German,Social Inequality
"Soziale Ungleichheit, Gruppe C",226-011a,Exercise Group,Luiza Vafina,German,Social Inequality
"Soziale Ungleichheit, Gruppe D",226-011a,Exercise Group,Luiza Vafina,German,Social Inequality
"Soziale Ungleichheit, Gruppe E",226-011a,Exercise Group,Dorothea Nagel,German,Social Inequality
"Qualitative Methoden: Schwerpunkt Projektkonzeption, Gruppe A",226-015a,Seminar,Silke Werner,German,Qualitative Methods: Emphasis on Project Conception
"Qualitative Methoden: Schwerpunkt Projektkonzeption, Gruppe B",226-015a,Seminar,Johanna Egli,German,Qualitative Methods: Emphasis on Project Conception
"Qualitative Methoden: Schwerpunkt Projektkonzeption, Gruppe C",226-015a,Seminar,Silke Werner,German,Qualitative Methods: Emphasis on Project Conception
"Qualitative Methoden: Schwerpunkt Projektkonzeption, Gruppe D",226-015a,Seminar,Johanna Egli,German,Qualitative Methods: Emphasis on Project Conception
"Qualitative Methoden: Schwerpunkt Projektkonzeption, Gruppe E",226-015a,Seminar,Anna Josephine Moor,German,Qualitative Methods: Emphasis on Project Conception
"Historische Methoden: Diskurs und Ideengeschichte, Gruppe A",226-013a,Seminar,Daniel Deplazes,German,Historical Methods: Discourse and History of Ideas
"Historische Methoden: Diskurs und Ideengeschichte, Gruppe B",226-013a,Seminar,Kirstin Berit Jorns,German,Historical Methods: Discourse and History of Ideas
"Historische Methoden: Diskurs und Ideengeschichte, Gruppe C",226-013a,Seminar,Jona Tomke Garz,German,Historical Methods: Discourse and History of Ideas
Bachelorarbeit,226-BAa,Student Work,N/A,German,Bachelor's Thesis
Bachelorarbeit,232-BAa,Student Work,N/A,German,Bachelor's Thesis
"Forschungskolloquium, Gruppe A",226-502a,Colloquium,Elisabeth Moser Opitz,German,Research Colloquium
"Forschungskolloquium, Gruppe B",226-502a,Colloquium,Franziska Felder,German,Research Colloquium
"Forschungskolloquium, Gruppe C",226-502a,Colloquium,Roland Reichenbach,German,Research Colloquium
"Fachbezogenes Deutsch: Wirtschaft und Recht, C1",_D_Analy,Language Course,Claudio Consani,German,Fachbezogenes Deutsch: Wirtschaft und Recht; C1 (German)
Deutsch lesen und schreiben; B2,_D_Zlesc,Language Course,Claudio Consani,German,Deutsch lesen und schreiben; B2
Basic German 1; A1,_D_B_11,Language Course,Claudio Consani,German,Basic German 1; A1
Basic German 1; A1,_D_ZB_11,Language Course,N/A,German,Basic German 1; A1
Basic German 3; A2,_D_B_23,Language Course,Claudio Consani,German,Basic German 3; A2
Basic German 3; A2,_D_ZB_23,Language Course,Claudio Consani,German,Basic German 3; A2
Deutsch verstehen und sprechen; B1,_D_Zvesp,Language Course,Sabine Buchmann Llanaj,German,Deutsch verstehen und sprechen; B1
"Fertigkeitentraining B2-C1: Deutsch sprechen, lesen, schreiben",_D_FeBC,Language Course,Sabine Schilling,German,Fachbezogenes Deutsch: Wirtschaft und Recht; C1 (German)
"Wissenschaftlich Schreiben: Schreibwerkstatt, C1-C2 (German)",_D_AkadS,Language Course,Sabine Schilling,German,Wissenschaftlich Schreiben: Schreibwerkstatt; C1.2-C2 (Deutsch)
"Wissenschaftlich Schreiben: Schreibwerkstatt, C1-C2 (German)",_D_ZDSB2,Language Course,Sabine Schilling,German,Wissenschaftlich Schreiben: Schreibwerkstatt; C1.2-C2 (Deutsch)
"Schreibberatung - autonomes Schreiben, ab B1 (German)",_D_Schre,Language Course,Sabine Schilling,German,"Schreibberatung - autonomes Schreiben, ab B1 (German)"
"Wissenschaftlich Schreiben: Schreibwerkstatt, C1-C2 (German)",_D_Wiss.,Language Course,Sabine Schilling,German,Wissenschaftlich Schreiben: Schreibwerkstatt; C1.2-C2 (Deutsch)
"Forschungskolloquium, Gruppe E",226-502a,Colloquium,Katrin Kraus,German,Research Colloquium
"Forschungskolloquium, Gruppe F",226-502a,Colloquium,Doreen Flick-Holtsch,German,Research Colloquium
"Forschungskolloquium, Gruppe G",226-502a,Colloquium,Peter Rieker,German,Research Colloquium
"Forschungskolloquium, Gruppe H",226-502a,Colloquium,Clarissa Nathalie Schär,German,Research Colloquium
"Forschungskolloquium, Gruppe I",226-502a,Colloquium,Katharina Maag Merki,German,Research Colloquium
"Forschungskolloquium, Gruppe J",226-502a,Colloquium,Anna-Katharina Praetorius,German,Research Colloquium
"Forschungskolloquium, Gruppe M",226-502a,Colloquium,Kai Niebert,German,Research Colloquium
"Forschungskolloquium, Gruppe N",226-502a,Colloquium,Sascha Schneider,German,Research Colloquium
Abschlussprüfung,226-501a,Independent Study,N/A,German,Final Exam
Forschungspraktikum,226k001a,Practical Training,N/A,German,Research Internship
Thematische Lektüre,226k002a,Independent Study,N/A,"German, English",Subject-Specific Reading
Thematische Lektüre in Gruppen,226k003a,Independent Study,N/A,"German, English",Subject-Specific Reading in Groups
Thematische schriftliche Arbeit,226k004a,Independent Study,N/A,"German, English",Subject-Specific Paper
21st Century Skills: Developing Critical Thinking Through Controversial Issues,226k005a,Seminar,Natalia Ronderos Barreto,English,21st Century Skills: Developing Critical Thinking Through Controversial Issues
Wissenschaftstheorie,226-529a,Course,Marcin Jakub Tomasik,German,Theory of Science
Multivariate Statistische Verfahren,226-512a,Seminar,Urs W. Grob,German,Research Methods
Mitarbeit in Forschungsprojekt bei Planung und Erhebung,226-515a,Practical Training,N/A,German,Assistance in Research Project: Planning and Data Collection
Inklusive Pädagogik im Kontext Gesellschaft: Grundlagen,226-519a,Lecture with Practical Exercises,Franziska Felder,German,Inclusive Education within the Context of Society: Basics
Geschichte der Bildung und Erziehung,226-511a,Seminar,Daniel Deplazes,German,History of Education
Geschichte der Erwachsenenbildung,226-504a,Seminar,Katrin Kraus,German,Education and Further Training within the Context of Society
"Ausserschulische Bildung, Erziehung und Sozialisation",226-525a,Lecture with Practical Exercises,Peter Rieker,German,Extracurricular Education and Socialization
Lernen,226-520a,Seminar,Marcin Jakub Tomasik,German,Learning
Vertiefung Bildung im Lebenslauf,234-501a,Independent Study,Peter Rieker,German,Specialisation: Education in the Life- Course
Entwicklung und Biografie,234-503a,Lecture with Practical Exercises,Lisa Dillinger,German,Development and Biography
Vertiefung Berufs- und Wirtschaftspädagogik,233-501a,Independent Study,N/A,German,Specialisation: Vocational Education and Training and Economic Education
"Digitalisierung in Gesellschaft, Arbeitswelt und Bildung",233-502a,Seminar,Dominik Petko,German,"Digital Transformation in Society, Employment, and Education"
Masterarbeit,368-MAa,Student Work,N/A,German,Master's Thesis
"Lernschwierigkeiten: Ursachen, Diagnose und Fördermöglichkeiten",226k518a,Seminar,Elisabeth Moser Opitz,German,"Learning difficulties: causes, diagnosis, learning support"
Objektgeschichte(n) von Behinderung,226k543a,Seminar,Jona Tomke Garz,German,Object Histories of Disability
Thematische Lektüre Inklusive Pädagogik,226k521a,Independent Study,N/A,"German, English",Subject-Specific Reading Inclusive Education
Thematische Lektüre in Gruppen Inklusive Pädagogik,226k520a,Independent Study,N/A,"German, English",Subject-Specific Reading in Groups Inclusive Education
Thematische schriftliche Arbeit Inklusive Pädagogik,226k522a,Independent Study,N/A,"German, English",Subject-Specific Paper Inclusive Education
"""Ent-sorgte Mutter?""",226k512a,Seminar,Anna Park,German,"""Disposing of Mother?"""
Hochschulen im Wandel,226k511a,Seminar,Tamara Lehner Loosli,German,Higher education in transition
"Thematische Lektüre Bildung, Kultur und Politik",226k514a,Independent Study,N/A,"German, English","Subject-Specific Reading Education, Culture, and Politics"
"Thematische Lektüre in Gruppen Bildung, Kultur und Politik",226k515a,Independent Study,N/A,"German, English","Subject-Specific Reading in Groups Education, Culture, and Politics"
"Thematische schriftliche Arbeit Bildung, Kultur und Politik",226k516a,Independent Study,N/A,"German, English","Subject-Specific Paper Education, Culture, and Politics"
"Digitale Transformation, internationale Arbeitsmärkte und erwerbsbezogene Bildung",226k507a,Seminar,Sara Elisabeth Keel,German,"Digital transformation, international labor markets and work-based education"
Learning by doing? Zur Rolle von informell und non-formal erworbenen Kompetenzen für,higkeit226k505a,Seminar,Doreen Flick-Holtsch,German,Learning by doing? On the role of informally and non-formally developed
Thematische Lektüre in Gruppen Bildung und Arbeitswelt,226k509a,Independent Study,N/A,"German, English",Subject-Specific Reading in Groups Education and Working Environment
Thematische schriftliche Arbeit Bildung und Arbeitswelt,226k510a,Independent Study,N/A,"German, English",Subject-Specific Paper Education and Working Environment
Exkursion Aufwachsen unter Zwang und Verfolgung sowie deren Bewältigung,226k529a,Field Trip,Peter Rieker,German,Field Visit: Growing up in the Context of Coercion and Persecution and Coping with it
Subjektwerdung und Differenz. Subjektivierung junger Menschen im Kontext von,Positionierungen226k530a,Seminar,Clarissa Nathalie Schär,German,Becoming a Subject and Difference. Subjectification of Young People in the Context of
